Function Name,Projects Count
get_from_cache,19
http_get,19
cached_path,19
url_to_filename,19
check,19
is_image_file,19
setUpClass,19
merge,19
hook,19
BaseModel,19
to_tensor,19
prepare,19
one_hot,19
convert_examples_to_features,19
Flatten,19
area,19
mean,19
median,19
DistributedSampler,19
_compute_loss,19
pil_loader,19
item,19
clean,18
MultiHeadAttention,18
RobertaClassificationHead,18
from_dict,18
filename_to_url,18
put,18
test_step,18
func,18
ResNet34,18
ResNet101,18
vgg16,18
Classifier,18
get_transform,18
MobileNetV2,18
InvertedResidual,18
act,18
set_lr,18
FPN,18
SmoothedValue,18
get_version,18
create,18
cuda,18
tearDown,18
scale,18
rotate,17
convert_tokens_to_ids,17
lower,17
get_features,17
PositionalEmbedding,17
_create_examples,17
to_json_string,17
_get_lr,17
transpose_for_scores,17
random_crop,17
tic,17
toc,17
Scale,17
validation_step,17
PositionwiseFeedForward,17
count_parameters,17
save_images,17
Visualizer,17
val,17
display,17
Network,17
__lt__,17
norm,17
valid,17
PositionalEncoding,17
entropy,17
global_avg,17
MetricLogger,17
BertForSequenceClassification,16
RobertaModel,16
_step,16
get_encoder,16
compute_metrics,16
all_gather_list,16
detokenize,16
DataProcessor,16
append,16
get_extensions,16
get_path,16
configure_optimizers,16
load_weights,16
get_scheduler,16
dump,16
aggregate,16
apply_mask,16
load_network,16
split,16
index,16
_make_layers,16
Registry,16
smooth_l1_loss,16
interpolate,16
solve,16
get_dataloader,16
get_label,16
encoder,16
Adam,16
is_master,16
get_targets,16
Downsample,16
convert_ids_to_tokens,15
open,15
whitespace_tokenize,15
build_vocab,15
RobertaLMHead,15
get_decoder,15
evaluation,15
SelfAttention,15
BertModel,15
ASPP,15
init_offset,15
ConvBlock,15
center_crop,15
gather,15
create_dataset,15
_load_file,15
Node,15
params,15
update_config,15
filter,15
build_decoder,15
tearDownClass,15
__new__,15
__delitem__,15
__iadd__,15
Mlp,15
add_meter,15
finalize,15
remove,15
DecoderLayer,14
_is_chinese_char,14
_run_strip_accents,14
bytes_to_unicode,14
get_dev_examples,14
_is_whitespace,14
_tokenize_chinese_chars,14
BasicTokenizer,14
_is_control,14
set_input_embeddings,14
get_train_examples,14
_run_split_on_punc,14
swish,14
_is_punctuation,14
load_json,14
WordpieceTokenizer,14
_clean_text,14
EncoderLayer,14
bpe,14
ModulatedDeformConv,14
DeformConv,14
save_config,14
binarize,14
compute_score,14
worker,14
_train,14
Predictor,14
prepare_data,14
save_state,14
_check_branches,14
_make_one_branch,14
_make_branches,14
_make_fuse_layers,14
_make_transition_layer,14
Agent,14
clone,14
GroupedBatchSampler,14
ListDataset,14
Embedding,14
clip_grad_norm,14
load_embedding,14
load_and_cache_examples,14
Accuracy,14
load_image,14
LSTM,14
s3_etag,14
all_reduce,14
split_s3_path,14
elapsed_time,14
ratio,14
Scorer,14
s3_request,14
s3_get,14
lr_scheduler,14
freeze,14
_load_from_state_dict,14
draw,14
ResNet152,14
parameters,13
BatchNorm2d,13
dropout,13
items,13
BertLayer,13
tie_weights,13
normalize_answer,13
BertSelfOutput,13
BertConfig,13
BertSelfAttention,13
get_input_embeddings,13
fill_with_neg_inf,13
log_prob,13
add_symbol,13
from_json_file,13
_tokenize,13
CrossEntropyLoss,13
get_image,13
replicate,13
test_forward,13
make_layers,13
val_dataloader,13
train_dataloader,13
Upsample,13
tensor2im,13
print_network,13
init_func,13
shortcut,13
_loss,13
BottleneckBlock,13
save_network,13
GANLoss,13
Swish,13
get_target,13
error,13
_evaluate,13
accumulate,13
show,13
log_softmax,13
seed,13
launch,13
get_task,13
debug,13
DenseNet,13
build_encoder,13
ImageList,13
FrozenBatchNorm2d,13
_infer_shape,13
_load_model,13
ConvBNReLU,13
Backbone,13
g,13
TestDataset,13
CrossEntropyLabelSmooth,13
assign,13
add_args,13
stack,13
_rms,13
post_process,13
_get_options,13
TestModel,13
SGD,13
MultiheadAttention,13
read_file,13
forward_train,13
random_sample,13
main_worker,13
next_batch,12
flip,12
remove_punc,12
get_activation,12
BertPooler,12
BertIntermediate,12
SinusoidalPositionalEmbedding,12
BertEmbeddings,12
white_space_fix,12
CamembertModel,12
AdamW,12
BertEncoder,12
apply_gradients,12
get_tokens,12
BertOutput,12
do_train,12
LearnedPositionalEmbedding,12
BertAttention,12
__get__,12
_prune_heads,12
ssim,12
CenterCrop,12
gaussian,12
build_loss,12
ResnetBlock,12
test_dataloader,12
wrap,12
ImageFolder,12
get_current_visuals,12
BaseOptions,12
set_input,12
TrainOptions,12
GCN,12
sigmoid,12
GraphConvolution,12
optimize_parameters,12
to_numpy,12
__add__,12
optimize,12
init_hidden,12
Dictionary,12
chunks,12
get_size,12
data,12
shuffle,12
Meter,12
check_size,12
random,12
select,12
stats,12
get_field,12
optimizer,12
Transpose,12
get_score,12
get_results,12
Optimizer,12
_output_size,12
strip_prefix_if_present,12
RPNHead,12
align_and_update_state_dicts,12
AnchorGenerator,12
grid_anchors,12
create_logger,12
RandomSampler,12
identity,12
weight_init,12
Rotate,12
infer,12
get_local_rank,12
Cutout,12
dataset,12
EnsembleModel,12
block,12
precision,12
upgrade,12
BeamSearch,12
label_smoothed_nll_loss,12
DummyDataset,12
get_file_extension,12
DynamicConv,12
TransformerModel,12
build_sampler,12
add_hooks,12
padding_idx,12
read_set_from_file,12
RPN,12
gaussian2D,12
get_weights,12
set,12
BaseTrainer,12
get_loader,12
uniform,11
augment,11
__post_init__,11
BertLMPredictionHead,11
from_config,11
values,11
Embeddings,11
_init_weight,11
_read_tsv,11
remove_articles,11
vocab_size,11
Conv1D,11
BertTokenizer,11
ModulatedDeformConvPack,11
AlexNet,11
ModulatedDeformConvFunction,11
_NonLocalBlockND,11
build_embedding,11
checkpoint,11
psnr,11
advance,11
init_net,11
_main,11
get_image_paths,11
ProgressMeter,11
_get_batch_fmtstr,11
quantize,11
get_target_tensor,11
denormalize,11
_setup,11
end,11
build_lr_scheduler,11
batch,11
test_model,11
show_result,11
track,11
ReplayBuffer,11
read_json,11
insert,11
RandomVerticalFlip,11
to_device,11
make_model,11
make_conv,11
register_hook,11
project,11
collect_env_info,11
get_time_str,11
iou,11
has_checkpoint,11
WarmupMultiStepLR,11
build_transforms,11
get_criterion,11
PatchEmbed,11
accimage_loader,11
no_weight_decay,11
_preprocess,11
worker_init_fn,11
voc_ap,11
nms,11
binary_cross_entropy,11
output,11
logsumexp,11
get_logits,11
_approx_sq_grad,11
output_layer,11
get_embedding,11
move_to_cuda,11
fill_mask,11
align,11
Index,11
register_model,11
exists,11
make_batches,11
Adafactor,11
save_output,11
progress_bar,11
_sample,11
encode_line,11
_apply,11
gaussian_radius,11
load_annotations,11
reduce_loss,11
build_dataloader,11
_freeze_stages,11
get_classifier,11
add_child,11
MultiHeadedAttention,11
conv1d,10
fully_connected,10
BertOnlyMLMHead,10
dummy_inputs,10
BertForTokenClassification,10
create_optimizer,10
RobertaForSequenceClassification,10
BertForMultipleChoice,10
BertForQuestionAnswering,10
prepare_inputs_for_generation,10
ModelArguments,10
BertForPreTraining,10
Split,10
unshape,10
_normalize,10
save_pretrained,10
split_heads,10
words,10
gen,10
BertOnlyNSPHead,10
BertForMaskedLM,10
_check_is_max_context,10
simple_accuracy,10
BertPreTrainingHeads,10
BertPredictionHeadTransform,10
print_results,10
BertForNextSentencePrediction,10
prune_heads,10
search,10
get_test_examples,10
_improve_answer_span,10
lr_lambda,10
_check_input_dim,10
make_res_layer,10
get_metrics,10
add_path,10
inverse,10
save_results,10
lambda_rule,10
get_norm_layer,10
linear,10
get_device,10
init_weight,10
push,10
setup_seed,10
get_scores,10
calculate_accuracy,10
define_G,10
define_D,10
test_init,10
summary,10
GaussianBlur,10
query,10
skip,10
num_classes,10
report,10
make_env,10
mode,10
configure,10
has_field,10
add_field,10
LastLevelP6P7,10
reduce_loss_dict,10
LastLevelMaxPool,10
fields,10
config,10
HourglassNet,10
detach,10
Search,10
resnet,10
slice,10
_get_loss,10
ColorJitter,10
Matcher,10
cat,10
run_test,10
GeneralizedRCNN,10
import_file,10
_NewEmptyTensorOp,10
set_low_quality_matches_,10
__ne__,10
_print,10
has_file_allowed_extension,10
forward_features,10
list_files,10
preprocess_image,10
get_ids,10
get_local_size,10
prune,10
_compile,10
ResNeXt,10
LSTMLanguageModel,10
result_string,10
num_tokens,10
lr_step,10
make_positions,10
StopwatchMeter,10
Highway,10
TimeMeter,10
forward_decoder,10
collater,10
add_arguments,10
_flatten,10
build_criterion,10
is_finished,10
forward_encoder,10
update_step,10
_move_to_cuda,10
_prepare_sample,10
SequenceGenerator,10
get_log_prob,10
prepare_for_onnx_export_,10
file_name,10
_DistributedFairseqModel,10
DummyTask,10
get_batch_iterator,10
test_transformer,10
clip_grad_norm_,10
valid_step,10
AttentionLayer,10
_build_optimizer,10
get_num_updates,10
multiply_grads,10
distributed_init,10
DummyModel,10
add_model_args,10
cumsum,10
CustomDataset,10
L1Loss,10
simple_test,10
rescale,10
RandomFlip,10
get_root_logger,10
readme,10
ImageDataset,10
_truncate_seq_pair,10
max,10
signal_handler,10
to_list,10
get_mask,10
_pad,10
Translator,10
init_logger,10
beam_search,10
PreActBottleneck,10
LabelSmoothingLoss,10
set_state,10
conv3d,9
fn,9
_read,9
batch_norm,9
_convert_id_to_token,9
post_attention,9
_log,9
rerank,9
_tie_or_clone_weights,9
_compute_softmax,9
get_final_text,9
_get_best_indexes,9
BertPreTrainedModel,9
ScaledDotProductAttention,9
mish,9
base_model,9
MnliProcessor,9
_strip_spaces,9
get_output_embeddings,9
cached_property,9
_convert_token_to_id,9
resize_token_embeddings,9
tokens,9
run_master,9
SlavePipe,9
patch_replication_callback,9
run_slave,9
CallbackContext,9
execute_replication_callbacks,9
SyncMaster,9
FutureResult,9
_compute_mean_std,9
nr_slaves,9
new_replicate,9
__data_parallel_replicate__,9
_data_parallel_master,9
register_slave,9
_ssim,9
DeformConvFunction,9
initialize_weights,9
load_img,9
Data,9
NONLocalBlock2D,9
imread,9
unmap,9
expand,9
read_image,9
init_params,9
save_weights,9
add_table,9
TestOptions,9
add_header,9
print_options,9
add_images,9
HTML,9
VGGLoss,9
SELayer,9
format,9
intersection,9
init_model,9
done,9
default,9
LSTMEncoder,9
_mp_fn,9
copy_tensor,9
collate_tokens,9
__mul__,9
get_norm,9
resume,9
predict_proba,9
shutdown,9
InceptionV3,9
weights_init_kaiming,9
_prepare,9
_init,9
take,9
_copy_extra_fields,9
iter,9
kaiming_init,9
_register_generic,9
register_fn,9
conv_block,9
cross_entropy_loss,9
Task,9
attr,9
__delattr__,9
EvalDataset,9
BatchCollator,9
get_blocks,9
build_neck,9
DatasetCatalog,9
tag_last_checkpoint,9
is_leaf,9
Checkpointer,9
ModelCatalog,9
SEModule,9
BoxList,9
ROIAlign,9
set_params,9
__sub__,9
build_transform,9
NLayerDiscriminator,9
find,9
logits,9
_get_global_gloo_group,9
compute,9
_serialize_to_tensor,9
_pad_to_largest_tensor,9
BasicConv2d,9
FairseqBMUF,9
_upgrade_state_dict,9
LabelSmoothedCrossEntropyCriterion,9
MemoryEfficientFP16Optimizer,9
register_x,9
build_dataset_for_inference,9
set_src_lengths,9
get_interactive_generation_parser,9
transformer_vaswani_wmt_en_fr_big,9
transformer_iwslt_de_en,9
scalar_bias,9
_forward_unfolded,9
end_of_epoch,9
Sampling,9
transformer_wmt_en_de_big_t2t,9
add_checkpoint_args,9
gather_target_probs,9
target_dictionary,9
gopen,9
compute_bleu,9
dict_path,9
load_model_ensemble_and_task,9
maybe_layer_norm,9
get_incremental_state,9
NAG,9
eval_str_list,9
_clear_linearized_weight,9
_forward_expanded,9
register_x_cls,9
buffered_future_mask,9
ordered_indices,9
register_task,9
set_vocab,9
log_scalar,9
SingleHeadAttention,9
SparseMultiheadAttention,9
format_stat,9
upgrade_state_dict,9
do_upgrade,9
AdaptiveSoftmax,9
torch_persistent_save,9
parse_embedding,9
get_activation_fn,9
FairseqCriterion,9
validate_and_save,9
distributed_main,9
dataset_dest_file,9
BleuStat,9
get_valid_stats,9
DynamicConv1dTBC,9
prefetch,9
BeamableMM,9
LengthConstrainedBeamSearch,9
set_num_updates,9
get_training_stats,9
resolve_max_positions,9
add_dataset_args,9
add_generation_args,9
map_value_update,9
load_ensemble_for_inference,9
_set_seed,9
setup_task,9
DistributedFairseqModel,9
get_meter,9
train_path,9
LightweightConv1d,9
dataset_dest_prefix,9
FairseqEncoderModel,9
parse_checkpoints,9
buffered_arange,9
add_interactive_args,9
load_model_ensemble,9
FairseqAdafactor,9
Adagrad,9
Binarizer,9
SparseTransformerSentenceEncoderLayer,9
reorder_incremental_state,9
init_bert_params,9
average_checkpoints,9
has_encoder,9
TranslationTask,9
upgrade_state_dict_named,9
FairseqLRScheduler,9
has_next,9
test_padding,9
is_better,9
FairseqIncrementalDecoder,9
LightweightConv1dTBC,9
print_embed_overlap,9
LegacyDistributedDataParallel,9
replace_unk,9
set_trace,9
get_next_lr,9
apply_set_beam_size,9
TransformerSentenceEncoderLayer,9
get_training_parser,9
load_checkpoint_to_cpu,9
TiedHeadModule,9
add_preprocess_args,9
GatedLinear,9
calculate_banned_tokens,9
buffered_sparse_mask,9
load_align_dict,9
make_binary_dataset,9
make_all,9
strip_pad,9
set_incremental_state,9
apply_to_sample,9
string,9
load_indexed_dataset,9
_make_tail,9
apply_make_generation_fast_,9
compute_cross_entropy_loss,9
infer_init_method,9
unfold1d,9
replaced_consumer,9
FairseqEncoder,9
find_offsets,9
max_positions,9
BaseFairseqModel,9
RobertaEncoder,9
_writer,9
register_model_arch_fn,9
inference_step,9
test_generation,9
CrossEntropyCriterion,9
supports_memory_efficient_fp16,9
apply_remove_weight_norm,9
split_paths,9
get_perplexity,9
load_langpair_dataset,9
build_generator,9
get_generation_parser,9
add_distributed_training_args,9
AdaptiveInput,9
apply_prepare_for_onnx_export_,9
deprecation_warning,9
aggregate_logging_outputs,9
transformer_wmt_en_de_big,9
make_generation_fast_,9
_skip,9
_set_input_buffer,9
load_dictionary,9
split_exists,9
dest_path,9
FP16Optimizer,9
reorder_encoder_out,9
_filter,9
_progress,9
SparseTransformerSentenceEncoder,9
transformer_vaswani_wmt_en_de_big,9
register_model_architecture,9
add_common_eval_args,9
lr_step_update,9
FairseqAdam,9
_sample_topp,9
FairseqLanguageModel,9
brevity,9
DownsampledMultiHeadAttention,9
LSTMModel,9
_unscale_grads,9
_sync_fp16_grads_to_fp32,9
freeze_module_params,9
CompositeEncoder,9
build_progress_bar,9
sizes,9
get_train_iterator,9
base_architecture,9
load_pretrained_component_from_model,9
FairseqTask,9
FairseqEncoderDecoderModel,9
eval_bool,9
set_beam_size,9
get_available_activation_fns,9
transformer_wmt_en_de,9
get_meters,9
add_optimization_args,9
_cmdloop,9
generate_batched_itr,9
in_proj,9
buffered_read,9
_get_full_incremental_state_key,9
register_model_cls,9
build_shared_embeddings,9
DiverseBeamSearch,9
compute_fixed_attention_subset,9
check_args,9
TransformerSentenceEncoder,9
FairseqModel,9
SequenceScorer,9
checkpoint_paths,9
compute_subset_summaries,9
apply_half,9
register_task_cls,9
MultiprocessingPdb,9
batch_for_softmax,9
no_sync,9
parse_args_and_arch,9
safe_readline,9
_str_commas,9
nullsafe_min,9
half,9
add_string,9
_convolve,9
gelu_accurate,9
_decrease_loss_scale,9
setup_registry,9
optimizer_config,9
_format_stats,9
_get_linearized_weight,9
_reset_local_data,9
register_handler,9
build_x,9
WordStat,9
readlines,9
_log_to_tensorboard,9
maybe_no_sync,9
supports_prefetch,9
encode_fn,9
max_decoder_positions,9
FairseqMultiModel,9
GradMultiply,9
get_preprocessing_parser,9
update_sample,9
build_dictionary,9
_get_input_buffer,9
cli_main,9
apply_sparse_mask,9
add_eval_lm_args,9
decode_fn,9
last_n_checkpoints,9
finalize_hypos,9
convert_padding_direction,9
tokenize_line,9
merge_result,9
SacrebleuScorer,9
CharacterTokenEmbedder,9
rm,9
get_normalized_probs,9
get_result,9
consumer,9
LinearizedConvolution,9
post_process_prediction,9
set_defaults,9
FairseqNAG,9
add_from_file,9
hub_models,9
compute_checkpoint,9
InverseSquareRootSchedule,9
every_n_checkpoints,9
Adadelta,9
TiedLinear,9
__copy__,9
ScalarBias,9
output_doc,9
get_eval_lm_parser,9
criterion,9
FairseqOptimizer,9
_str_pipes,9
weights_for_band,9
tok2int,9
supported_targets,9
ConvTBC,9
DynamicLossScaler,9
FairseqDecoder,9
source_dictionary,9
reduction_fn,9
load_archive_file,9
adapt_target,9
step_update,9
import_user_module,9
mean_ds,9
build_head,9
average_precision,9
l1_loss,9
extract_feats,9
RepeatDataset,9
RetinaNet,9
_inner_forward,9
Collect,9
test_resize,9
before_run,9
xyxy2xywh,9
get_points,9
extract_feat,9
_gather_feat,9
Pad,9
sigmoid_focal_loss,9
aug_test,9
forward_test,9
has,9
get_accuracy,9
upsample,9
get_state,9
pop,9
Inception,9
update_state,9
tile,9
Transition,9
__reduce__,9
loss_fn,9
losses,9
create_dataloader,8
color,8
SQuADHead,8
num_parameters,8
PoolerAnswerClass,8
save_json,8
load_tf_weights_in_bert,8
PoolerStartLogits,8
is_done,8
PoolerEndLogits,8
get_example_from_tensor_dict,8
prune_conv1d_layer,8
SequenceSummary,8
set_device,8
RteProcessor,8
get_train_dataloader,8
top_k_top_p_filtering,8
MrpcProcessor,8
RobertaEmbeddings,8
add_tokens,8
MnliMismatchedProcessor,8
prune_linear_layer,8
PreTrainedModel,8
save_vocabulary,8
convert_tokens_to_string,8
mask_tokens,8
create_position_ids_from_input_ids,8
_resize_token_embeddings,8
SquadExample,8
_get_resized_embeddings,8
_reorder_cache,8
prune_layer,8
get_vocab,8
_unsqueeze_ft,8
SynchronizedBatchNorm1d,8
DataParallelWithCallback,8
_SynchronizedBatchNorm,8
SynchronizedBatchNorm3d,8
_sum_ft,8
SynchronizedBatchNorm2d,8
BasicConv,8
NONLocalBlock3D,8
Solver,8
NONLocalBlock1D,8
f1_score,8
map,8
validation_epoch_end,8
test_epoch_end,8
get_parameters,8
Loss,8
roll,8
display_current_results,8
gather_options,8
get_image_dir,8
pprint,8
create_exp_dir,8
to_tuple,8
VAE,8
get_dir,8
make_optimizer,8
eval_model,8
get_activations,8
create_dummy_data,8
inverse_transform,8
GradReverse,8
method,8
draw_box,8
alexnet,8
summarize,8
get_frames,8
mse_loss,8
get_actions,8
n,8
HighResolutionModule,8
add_value,8
get_num_inchannels,8
compute_size,8
AttrDict,8
start_server,8
get_checkpoint_file,8
subsample,8
_ROIAlign,8
reduce_sum,8
_prepare_batches,8
get_img_info,8
setup_environment,8
prepare_targets,8
extend,8
_quantize,8
make_data_loader,8
build_resnet_backbone,8
group_norm,8
__le__,8
set_model,8
PatchMerging,8
build_conv_block,8
restore,8
get_dummy_input,8
brightness,8
contrast,8
shared_random_seed,8
execute,8
padding,8
depth,8
Cell,8
classify,8
TruncateDataset,8
allow_length_beam,8
compute_score_full,8
AdaptiveLoss,8
_prepare_batch_for_alignment,8
apply_bpe,8
smoothed_value,8
hf_gpt2_large,8
build_encoder_layer,8
DenoisingDataset,8
rename_logger,8
_random_mask,8
LanguageModelingTask,8
reduce_metrics,8
levenshtein_transformer_wmt_en_de_big_t2t,8
mbart_base_architecture,8
_CompositeLoss,8
_block_sync,8
get_active_aggregators,8
index_file_path,8
BaseWrapperDataset,8
CrossLingualLMTask,8
remove_bpe,8
MaskedLMTask,8
_build_sample,8
alter_dataset_langtok,8
_apply_del_words,8
allow_ensemble,8
compute_alignment_loss,8
ModelParallelMultiheadAttention,8
insertion_base_architecture,8
lightconvFunction,8
_compute_normalizer,8
data_parallel_world_size,8
combine_bidir,8
supports_flat_params,8
TranslationFromPretrainedXLMTask,8
script_skip_tensor_list,8
transformer_lm_gpt2_small,8
_make_source_target,8
lightconv_lm_gbw,8
_is_bmuf_iter,8
forward_word_ins,8
bos,8
_EnsembleModelEncoder,8
IterativeRefinementGenerator,8
Wav2VecPredictionsModel,8
_random_delete,8
_load_single_lang_dataset,8
backtranslate_fn,8
spacy_nlp,8
hf_gpt2_xl,8
expand_embedding,8
NACRFTransformerModel,8
AudioPretrainingTask,8
NATransformerModel,8
transformer_lm_gpt,8
fhook_fn,8
transformer_wmt_en_de_big_align,8
lstm_luong_wmt_en_de,8
test_alignment,8
LevenshteinTransformerModel,8
forward_length_prediction,8
process_predictions,8
transformer_lm_baevski_gbw,8
all_reduce_dict,8
_embed_tokens,8
_load_meta,8
get_valid_iterator,8
code,8
ModelParallelTransformerModel,8
FairseqNATDecoder,8
_DerivedMeter,8
check_index,8
_check_grad_norms,8
_build_batches,8
DummyLMTask,8
expand_bool_array,8
FConvEncoder,8
type_as,8
LightweightConv,8
read_longs,8
_all_gather_list_sync,8
get_from_stack,8
lightconv_wmt_en_fr_big,8
FairseqLAMB,8
PathManager,8
moses_fastbpe,8
build_fp32_params,8
_argmax,8
KmeansVectorQuantizer,8
LanguagePairDataset,8
_uniform_assignment,8
infer_dataset_impl,8
_skeptical_unmasking,8
get_available_dataset_impl,8
nonautoregressive_transformer_wmt_en_de,8
Fp32GroupNorm,8
data_file_path,8
GPT2BPE,8
FusedLayerNorm,8
ModelParallelTransformerEncoderLayer,8
get_original_text,8
StreamingEpochBatchIterator,8
get_decoder_langtok,8
initialize_output_tokens,8
_reduce_and_log_stats,8
_get_del_targets_cuda,8
FConvDecoder,8
bert_base_architecture,8
has_parameters,8
get_smoothed_value,8
LegacyMaskedLmLoss,8
set_torch_seed,8
get_encoder_langtok,8
parse_regression_target,8
IndexedCachedDataset,8
TranslationFromPretrainedBARTTask,8
TensorboardProgressBarWrapper,8
HuggingFaceGPT2Decoder,8
create_pruning_pass,8
FairseqIncrementalState,8
CompositeLoss,8
forward_length,8
IndexedDatasetBuilder,8
forward_mask_ins,8
transformer_align,8
MaskedLmLoss,8
mbart_base_wmt20_architecture,8
roberta_large_architecture,8
replicate_first_beam,8
has_flat_params,8
sample_negatives,8
forward_align,8
verify_checkpoint_directory,8
get_target_weights,8
get_extra_losses,8
get_layers,8
unk_string,8
FConvModelSelfAtt,8
DiverseSiblingsSearch,8
_append_prev_key_padding_mask,8
FairseqNATModel,8
_vocab_init,8
MosesTokenizer,8
_full_mask,8
LabelSmoothedDualImitationCriterion,8
LightConvDecoderLayer,8
FairseqAdamax,8
_get_ins_targets_cuda,8
parse_lambda_config,8
FusedAdamV2,8
_all_reduce_dict,8
extract_features_aligned_to_words,8
policy,8
xlm_architecture,8
TokenizerHubInterface,8
transformer_lm_gpt2_medium,8
TruncatedDictionary,8
dataset_exists,8
_FP16OptimizerMixin,8
SentencePredictionCriterion,8
forward_word_del,8
spacy_tokenizer,8
IndexedDataset,8
transformer_lm_megatron,8
_do_init,8
ModelParallelTransformerLanguageModel,8
SentencePredictionTask,8
_apply_ins_words,8
NATransformerDecoder,8
PrependTokenDataset,8
get_fused_adam_class,8
get_offsets,8
fill_tensors,8
collect_filtered,8
build_fc1,8
numpy_seed,8
CosineSchedule,8
EpochBatchIterating,8
log_derived,8
FConvModel,8
nacrf_base_architecture,8
_lang_to_id,8
forward_copying_source,8
read_index,8
ModelParallelTransformerDecoderLayer,8
add_item,8
fconv_wmt_en_de,8
build_decoder_layer,8
DummyMaskedLMTask,8
MetersDict,8
make_binary_alignment_dataset,8
param_groups,8
_pass_grad,8
LegacyMaskedLMTask,8
_transpose_if_training,8
_decide_stage,8
lightconv_iwslt_de_en,8
language_pair_dataset,8
get_normalized_probs_scriptable,8
_calc_grad,8
TransformerAlignModel,8
MMapIndexedDatasetBuilder,8
infer_conv_output_dim,8
_inference_with_bleu,8
script_skip_tensor,8
coalesce,8
_get_iterator_for_epoch,8
dynamicconvFunction,8
transformer_lm_big,8
is_data_parallel_master,8
_match_types,8
BARTModel,8
_move_to_cpu,8
fconv_lm_dauphin_gbw,8
is_beginning_of_word,8
BPEHubInterface,8
make_builder,8
batch_by_size,8
Wav2VecModel,8
print_keys,8
default_architecture,8
SentenceRankingCriterion,8
levenshtein_base_architecture,8
BasicEnsembleModel,8
iterations_in_epoch,8
parse_alignment,8
_apply_ins_masks,8
JsonProgressBar,8
transformer_lm_baevski_wiki103,8
IterNATransformerModel,8
_aggregate_model_parallel_grad_norm,8
ConvFeatureExtractionModel,8
ShardedIterator,8
binarize_alignments,8
TransposeLast,8
_close_writers,8
SimpleProgressBar,8
LabelSmoothedCrossEntropyCriterionWithAlignment,8
reset_meters,8
DenoisingTask,8
test_nll_loss,8
_add_file_to_dictionary_single_worker,8
EM,8
_detect,8
get_examples,8
inat_base_architecture,8
data_parallel_process_group,8
LightConvModel,8
TransformerDecoderFromPretrainedXLM,8
test_diverse_beam_search,8
disambiguate_pronoun,8
forward_embedding,8
