quarter,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
2022Q3,5.138565701994525,34.39668068048494,27.28786175205319,50.60287935080172,39.53524638247947,77.8907411028549,241.35205152827183,528.7281642565897,3.6899079619371675,5208.138292548346,289.34101625268585,0.17624272141886324,20.55665819319515,91.19754595228784,91.19754595228784,32.55933248712789,70.41480627985644,70.41480627985644
2022Q4,5.579139159035518,37.9671091550129,30.78310972291238,55.94706703580133,43.54624831404841,86.73017675871371,275.03929126854797,607.4467097122342,4.014273260598684,6414.559035434671,356.36439085748174,0.20248223657074474,23.17396654125553,101.1448380303353,101.1448380303353,30.7987013489951,68.10941408928072,68.10941408928072
2023Q1,5.551190173986058,34.75325613637695,28.005740954091895,51.65325808908242,40.304446310363005,79.65899904317432,241.40522909856344,535.4972109660612,3.9760433386584935,5626.020167806526,312.5566759892514,0.1784990703220204,21.863740212063814,95.95395520493643,95.95395520493643,30.158759160172615,68.23518571409325,68.23518571409325
2023Q2,5.560046215033217,36.808674206234585,30.233874730597464,55.16004177128002,42.3687204212678,85.39391650187748,259.23449541518653,586.6663897846806,4.010918576398756,6013.306142110835,334.07256345060193,0.1955554632615602,24.031972804230453,105.74966116381896,105.74966116381896,30.192823886789864,67.7466179833864,67.7466179833864
2023Q3,5.071464066826001,33.13632598973,26.73823327575191,49.54847488109042,38.207790056556,76.28670815684232,234.30769626118303,523.1871051152017,3.6614114245558453,5190.872382859292,288.38179904773847,0.17439570170506724,18.464563761565582,84.2167112331101,84.2167112331101,28.09015901645473,71.06141562438994,71.06141562438994
2023Q4,5.715245169732892,37.38066738511277,30.709221768916944,56.14542760372566,43.09591255484566,86.8546493726426,265.0182374172131,599.9468153311732,4.122573566086809,6633.445001452029,368.52472230289055,0.19998227177705774,23.87098760680471,102.92081056115772,102.92081056115772,33.418768553705505,67.98468974380594,67.98468974380594
2024Q1,5.550821921164164,39.24035375682893,31.764496925451382,58.88390210441216,44.79117567799309,90.64839902986354,292.84706682100335,659.7028530641034,3.9908606458013534,7452.6071810314625,414.0337322795257,0.21990095102136778,23.046816433523603,103.35245841397388,103.35245841397388,33.19786063745193,67.85705783219544,67.85705783219544
2024Q2,5.71367473479755,41.02192589272374,42.64326535186015,68.6150455699985,46.73560062752129,111.25831092185865,306.0716566815131,882.9377363797867,4.272639003188325,232389.16943318892,12910.50941295494,0.2943125787932622,23.27504482294935,103.11760421335724,103.11760421335724,29.98799954786808,67.3588759071819,67.3588759071819
2024Q3,5.410983278054173,43.67376658374793,35.63353372028745,65.77183526810393,49.0847498618021,101.40536898839137,373.00838229471543,853.1050382238818,3.9188998895481633,9164.083741434622,509.1157634130346,0.2843683460746273,22.06946171918187,98.40823659480375,98.40823659480375,31.67511357215396,69.44919976242585,69.44919976242585
2024Q4,5.760757700052204,40.15497054217317,37.625158475650686,65.07808188530092,45.91572824222537,102.7032403609516,289.26804261182446,702.5193278746154,4.671466194062166,566496.2662584621,31472.014792136782,0.23417310929153845,23.212525169662168,101.15236035498546,101.15236035498546,27.98553652605143,67.63325446438073,67.63325446438073
2025Q1,5.497016148746782,37.910556362433674,77.99817373923297,104.09719446082167,43.407572511180454,182.09536820005465,273.1010194112355,975.357555720745,5.939638925171391,22083809.08144007,1226878.282302226,0.32511918524024835,24.265023511309874,102.86093096159101,102.86093096159101,31.73418141558098,69.12744951699146,69.12744951699146
