variable,ac_frequency,ans_frequency,ref_frequency,increase_ratio
cakes_baked,0,0,1,inf
calculate_angle_degrees,0,0,1,inf
calculate_arrangements,0,0,1,inf
calculate_bitwise_or,0,0,1,inf
calculate_cost,0,0,1,inf
calculate_cutoff,0,0,1,inf
calculate_days,0,0,1,inf
calculate_remoteness,0,1,1,inf
calculate_segments,0,0,1,inf
calculate_time,0,1,1,inf
calls,0,0,1,inf
candidate_number,0,0,1,inf
candidate_number_str,0,0,1,inf
candies,0,1,1,inf
capacity1,0,0,1,inf
capacity2,0,0,1,inf
car_price,0,0,1,inf
card,0,3,1,inf
card_proficiency_sum,0,0,1,inf
catamaran_gain,0,0,1,inf
catamaran_index,0,0,1,inf
catamarans,0,1,1,inf
cents,0,1,1,inf
char_iterator,0,0,1,inf
char_s,0,0,1,inf
char_t,0,0,1,inf
check_deputy,0,0,1,inf
check_horizontal,0,1,1,inf
check_max,0,1,1,inf
check_min,0,1,1,inf
check_vertical,0,1,1,inf
check_win,0,3,1,inf
child_index,0,0,1,inf
children,0,4,1,inf
chosen_vehicles,0,0,1,inf
chunk,0,1,1,inf
chunks,0,0,1,inf
cinema_x,0,0,1,inf
cinema_y,0,0,1,inf
clockwise_change,0,0,1,inf
clockwise_distance,0,0,1,inf
clockwise_end,0,0,1,inf
clones_needed,0,0,1,inf
codes,0,1,2,inf
coin,0,2,1,inf
coin_values,0,0,1,inf
coins_input,0,0,1,inf
col_diff,0,1,1,inf
col_ops,0,1,1,inf
col_restrictions,0,0,1,inf
col_str,0,1,1,inf
col_sum,0,3,1,inf
col_values,0,0,1,inf
col_zero,0,1,1,inf
collision_time,0,0,1,inf
color_neighbors,0,0,1,inf
color_to_shirts,0,0,1,inf
column_str,0,0,1,inf
combination,0,2,1,inf
combinations_5,0,0,1,inf
combinations_6,0,0,1,inf
combinations_7,0,0,1,inf
common_difference,0,0,1,inf
common_ones,0,0,1,inf
complement_sequence,0,0,1,inf
completed_tasks,0,0,2,inf
component_index,0,0,1,inf
compress,0,0,1,inf
compressed_blocks,0,1,1,inf
computer_price,0,0,1,inf
computers,0,1,2,inf
concentration,0,0,1,inf
confidence,0,0,1,inf
construct_matrix,0,0,1,inf
construct_row,0,0,1,inf
contains_boring,0,0,1,inf
controller_direction,0,0,1,inf
convex_hull,0,0,1,inf
cookies,0,0,1,inf
coordinate,0,0,1,inf
coordinate_map,0,0,1,inf
cost_1day,0,0,1,inf
cost_90min,0,0,1,inf
cost_clockwise,0,1,1,inf
cost_counterclockwise,0,0,1,inf
cost_i,0,1,1,inf
cost_single,0,0,1,inf
count_0,0,1,1,inf
count_1,0,0,1,inf
count_new,0,0,1,inf
count_trailing_zeros,0,1,1,inf
count_vowels,0,1,1,inf
counter_clockwise_end,0,0,1,inf
counterclockwise_change,0,0,1,inf
counterclockwise_distance,0,0,1,inf
course,0,1,1,inf
covering_segment_index,0,0,1,inf
crop_index,0,0,1,inf
cropped_grid,0,0,1,inf
crush,0,2,1,inf
cup1,0,0,1,inf
cup2,0,0,1,inf
curr_count,0,0,1,inf
curr_experience,0,0,1,inf
curr_len,0,2,1,inf
curr_max,0,0,1,inf
curr_money,0,0,1,inf
curr_sum,0,0,1,inf
curr_y,0,2,1,inf
current_bulls,0,0,1,inf
current_char,0,2,1,inf
current_child,0,2,1,inf
current_child_index,0,0,1,inf
current_computer,0,1,2,inf
current_consecutive_n,0,1,1,inf
current_count,0,2,1,inf
current_cows,0,0,1,inf
current_delight,0,0,1,inf
current_diff,0,0,1,inf
current_fuel_clockwise,0,0,1,inf
current_fuel_counterclockwise,0,0,1,inf
current_height,0,1,1,inf
current_len,0,1,1,inf
current_length,0,1,1,inf
current_max,0,0,1,inf
current_message_length,0,1,1,inf
current_name,0,0,1,inf
current_node,0,4,1,inf
current_number,0,4,1,inf
current_position,0,5,1,inf
current_rem,0,0,1,inf
current_remainder,0,0,1,inf
current_row,0,0,1,inf
current_streak,0,0,1,inf
current_substring,0,0,1,inf
current_sum,0,9,5,inf
current_time,0,4,1,inf
current_volume,0,0,1,inf
current_width,0,0,1,inf
current_word_len,0,1,1,inf
cutoff_length,0,0,1,inf
cutoff_length_d,0,0,1,inf
cutoff_length_next_d,0,0,1,inf
cycle_len,0,3,2,inf
cycles,0,3,2,inf
damage,0,0,2,inf
damage_reduction,0,0,1,inf
dangerous,0,0,1,inf
danik_wins,0,1,1,inf
dasha_count,0,2,1,inf
decimal_part,0,0,1,inf
degree,0,3,1,inf
degree_counts,0,1,1,inf
delta_cutoff,0,0,1,inf
delta_d,0,0,1,inf
delta_experience,0,0,1,inf
delta_money,0,0,1,inf
dependencies,0,2,2,inf
dependency,0,1,1,inf
dependent_task,0,0,1,inf
deputies,0,1,1,inf
desired_index,0,0,1,inf
desired_size,0,0,1,inf
determinant,0,0,1,inf
diag1_sum,0,0,1,inf
diag2_sum,0,0,1,inf
diameter,0,1,1,inf
diameters,0,0,1,inf
diff_indices,0,4,2,inf
different_cups,0,0,1,inf
digit1,0,0,1,inf
digit2,0,0,1,inf
digit_defs,0,0,1,inf
digit_segments,0,0,1,inf
digit_sum,0,2,1,inf
dim1,0,0,1,inf
dim2,0,0,1,inf
direction_str,0,1,1,inf
displayed,0,1,1,inf
dist_from_root,0,0,1,inf
dist_sq,0,3,1,inf
distinct,0,0,1,inf
distinct_count,0,1,1,inf
diversity,0,1,1,inf
divisor,0,2,1,inf
dmgi,0,1,1,inf
dollars,0,1,1,inf
donor_cup,0,0,1,inf
double_colon_index,0,0,1,inf
dp_knights,0,0,1,inf
dp_pawns,0,0,1,inf
ds,0,0,1,inf
duplicates,0,1,1,inf
duration,0,2,1,inf
eaten,0,0,1,inf
eaten_pigs,0,1,1,inf
edge,0,3,2,inf
edge_assignments,0,0,1,inf
edge_weight,0,0,1,inf
elsie_start,0,0,1,inf
emails,0,1,1,inf
end_col,0,1,2,inf
end_index,0,1,2,inf
end_marker,0,0,1,inf
end_row,0,1,1,inf
end_sum,0,0,1,inf
end_time,0,0,1,inf
end_x,0,1,1,inf
end_y,0,1,1,inf
endpoints,0,0,1,inf
equipped_count,0,0,1,inf
even_val,0,0,1,inf
events_sorted,0,0,1,inf
excluded_genre,0,0,1,inf
expected_color,0,1,1,inf
expected_color_index,0,0,1,inf
expected_sum,0,0,1,inf
experience,0,0,1,inf
exponent,0,1,1,inf
expression,0,2,1,inf
ext,0,1,1,inf
f_a,0,1,1,inf
faces,0,1,1,inf
fact,0,2,2,inf
farmer_room,0,0,1,inf
fast_power,0,0,1,inf
fill_value,0,0,1,inf
filled_count,0,0,1,inf
filtered_movies,0,0,1,inf
final_ans,0,0,1,inf
final_assignments,0,0,1,inf
find_end,0,0,1,inf
find_largest_d,0,0,1,inf
find_largest_d_small_range,0,0,1,inf
find_next_lucky,0,0,1,inf
find_overlap,0,0,1,inf
find_root,0,0,1,inf
find_smallest_super_lucky,0,0,1,inf
first_diff_index,0,0,1,inf
first_digit,0,3,2,inf
first_element,0,0,1,inf
first_element_complement,0,0,1,inf
first_l,0,0,1,inf
first_negative,0,0,1,inf
first_number,0,0,1,inf
first_positive_segment_len,0,0,1,inf
first_r,0,0,1,inf
first_zero_found,0,0,1,inf
format_price,0,0,1,inf
formatted_dollars,0,1,1,inf
formatted_integer_part,0,0,1,inf
found_new_node,0,0,1,inf
found_pair,0,0,1,inf
four,0,0,1,inf
four_count,0,0,1,inf
fractional_part,0,2,1,inf
fragment,0,1,1,inf
fragments,0,1,1,inf
free_cells,0,1,1,inf
free_rooms,0,1,1,inf
freq,0,1,2,inf
freq_c,0,0,1,inf
frequency,0,1,1,inf
friend_id,0,2,1,inf
friend_pair,0,1,1,inf
front_colors,0,0,1,inf
full_cycles,0,1,1,inf
gender,0,3,1,inf
generate_jumps,0,0,1,inf
generate_lucky,0,2,1,inf
generate_lucky_numbers,0,2,1,inf
get_fibonacci_length,0,0,1,inf
get_permutation,0,0,1,inf
glass,0,0,1,inf
good_letters,0,1,1,inf
grades,0,2,1,inf
grains_eaten,0,0,1,inf
grandparent_color,0,0,1,inf
greater,0,1,1,inf
group_adj_sets,0,0,1,inf
group_letters,0,0,1,inf
guess_number,0,0,1,inf
guess_number_str,0,0,1,inf
h12,0,1,1,inf
h13,0,1,1,inf
h14,0,1,1,inf
h23,0,1,1,inf
h24,0,1,1,inf
h34,0,1,1,inf
h_str,0,0,1,inf
hamming_distances,0,0,1,inf
has_actor,0,2,2,inf
hash_map,0,0,1,inf
hierarchy,0,0,1,inf
highest_strength,0,0,1,inf
holes,0,1,1,inf
honey,0,0,1,inf
horizontal_segments,0,1,1,inf
hostname,0,2,1,inf
hostname_length,0,0,1,inf
hostname_match,0,0,1,inf
hostname_regex,0,0,1,inf
hour,0,1,1,inf
hour_str,0,0,1,inf
house_price,0,0,1,inf
house_x,0,0,1,inf
house_y,0,0,1,inf
identifiers_count,0,0,1,inf
ids,0,3,1,inf
idx2,0,0,1,inf
idx_1day,0,0,1,inf
idx_90min,0,0,1,inf
igor_time,0,0,1,inf
important_ds,0,0,1,inf
in_degree,0,4,1,inf
in_degree_copy,0,0,1,inf
in_negative_segment,0,0,1,inf
in_parentheses,0,0,1,inf
incoming,0,1,1,inf
increasing_pairs,0,0,1,inf
index_to_size,0,0,1,inf
indexed_cards,0,0,1,inf
indexed_lengths,0,0,1,inf
indices_1,0,0,1,inf
indices_2,0,0,1,inf
indices_to_remove,0,0,1,inf
infile,0,0,1,inf
informed,0,0,1,inf
initial_beauty,0,0,1,inf
initial_bob_score,0,0,1,inf
initial_completed_count,0,0,1,inf
initial_damage,0,0,1,inf
initial_difference,0,0,1,inf
integer_part,0,3,2,inf
interval_length,0,0,1,inf
inv_fact,0,0,1,inf
invalid_pairs,0,0,1,inf
ip_numbers,0,0,1,inf
is_bullet,0,0,1,inf
is_color,0,0,1,inf
is_common,0,1,1,inf
is_displayed,0,0,1,inf
is_major,0,0,1,inf
is_minor,0,0,1,inf
is_nice,0,0,1,inf
is_possible,0,3,2,inf
is_ready,0,0,1,inf
is_right,0,0,1,inf
is_right_angled,0,1,1,inf
is_spalindrome,0,0,1,inf
is_square,0,2,1,inf
is_successful,0,1,1,inf
is_super_lucky,0,0,1,inf
is_unimodal,0,0,1,inf
is_valid_root,0,0,1,inf
item_id,0,1,1,inf
items_available,0,0,1,inf
k_team,0,0,1,inf
kayak_gain,0,0,1,inf
kayak_index,0,0,1,inf
kayak_indices_to_remove,0,0,1,inf
kayaks,0,1,1,inf
key_ab,0,0,1,inf
key_ba,0,0,1,inf
known_values,0,0,1,inf
laptops,0,1,1,inf
largest_d,0,0,1,inf
largest_missing,0,0,1,inf
largest_x,0,0,1,inf
last_change_pos,0,0,1,inf
last_color,0,0,1,inf
last_digits,0,0,1,inf
last_l,0,0,1,inf
last_letter,0,1,1,inf
last_negative,0,0,1,inf
last_r,0,0,1,inf
last_row,0,0,1,inf
last_zero,0,0,1,inf
layer,0,2,1,inf
left_neighbor,0,0,1,inf
left_pattern,0,0,1,inf
left_text,0,0,1,inf
len_m,0,0,1,inf
len_n,0,1,1,inf
less,0,1,1,inf
limak_score,0,1,1,inf
limak_time,0,1,1,inf
list_len,0,0,1,inf
local_counts,0,0,1,inf
longest_len,0,0,1,inf
longest_pos,0,0,1,inf
lower_count,0,0,1,inf
lucky_num,0,1,1,inf
lucky_numbers,0,4,2,inf
m_str,0,0,1,inf
magic_sum,0,0,1,inf
marriages,0,1,1,inf
masha_count,0,2,1,inf
match,0,4,1,inf
matrix_power,0,2,1,inf
max_almost_satisfied,0,1,1,inf
max_asked,0,0,1,inf
max_b,0,0,1,inf
max_beauty,0,1,2,inf
max_books,0,1,1,inf
max_col,0,3,3,inf
max_consecutive_n,0,1,1,inf
max_cutoff,0,0,1,inf
max_d,0,0,1,inf
max_days_off,0,0,1,inf
max_degree,0,1,1,inf
max_diff,0,2,1,inf
max_dist,0,8,3,inf
max_diversity,0,1,1,inf
max_earning,0,0,1,inf
max_end,0,1,1,inf
max_experience,0,0,1,inf
max_grades,0,0,1,inf
max_heap,0,0,1,inf
max_height,0,3,2,inf
max_idx,0,1,1,inf
max_index,0,6,1,inf
max_len_outside,0,1,1,inf
max_length,0,0,1,inf
max_money,0,1,1,inf
max_open_brackets,0,0,1,inf
max_plays,0,0,1,inf
max_pokemon,0,0,1,inf
max_proficiency,0,1,1,inf
max_reduction,0,0,1,inf
max_row,0,3,3,inf
max_score,0,3,1,inf
max_so_far,0,0,1,inf
max_strength,0,4,1,inf
max_sum,0,8,2,inf
max_tail_ending_here,0,0,1,inf
max_very_pleased,0,1,1,inf
maximized_volume,0,0,1,inf
median_index,0,1,1,inf
memo,0,1,1,inf
mentioned,0,0,1,inf
merged_segments,0,0,1,inf
message_count,0,1,1,inf
message_size,0,0,1,inf
message_times,0,0,1,inf
messages,0,3,2,inf
mice_list,0,0,1,inf
mid_l,0,0,1,inf
mid_r,0,0,1,inf
middle_text,0,0,1,inf
min_abs,0,1,1,inf
min_angle,0,1,1,inf
min_asked,0,0,1,inf
min_b,0,0,1,inf
min_clockwise,0,0,1,inf
min_coins,0,0,1,inf
min_col,0,3,3,inf
min_costs,0,1,1,inf
min_counterclockwise,0,0,1,inf
min_days_off,0,0,1,inf
min_diameter,0,0,1,inf
min_diff,0,9,1,inf
min_dist,0,9,4,inf
min_distance,0,3,2,inf
min_earning,0,0,1,inf
min_heap,0,0,1,inf
min_height,0,1,1,inf
min_hours,0,0,1,inf
min_idx,0,1,1,inf
min_index,0,5,1,inf
min_max_dist,0,1,1,inf
min_price,0,1,1,inf
min_proficiency,0,1,1,inf
min_rem,0,1,1,inf
min_remainder,0,1,1,inf
min_required_strength,0,0,1,inf
min_row,0,3,3,inf
min_score,0,0,1,inf
min_start,0,1,1,inf
min_str,0,0,1,inf
min_stress,0,0,1,inf
min_thickness,0,1,1,inf
min_time,0,7,4,inf
min_trees,0,1,1,inf
min_volume,0,0,1,inf
minus_count,0,2,1,inf
minute,0,1,1,inf
mirrored_digit,0,0,1,inf
missing_blocks,0,1,1,inf
missing_chars,0,0,1,inf
missing_val,0,0,1,inf
mod_inverse,0,0,1,inf
modulus,0,0,1,inf
money,0,1,1,inf
moods,0,1,1,inf
movie,0,0,1,inf
msb,0,1,1,inf
mst_count,0,0,1,inf
mst_edges,0,1,1,inf
mst_nodes,0,1,1,inf
multiplier,0,2,1,inf
my_sum,0,1,1,inf
n_str,0,1,1,inf
n_trips,0,0,1,inf
name_counts,0,0,1,inf
needed,0,5,1,inf
needed_powder,0,0,1,inf
neg_days,0,0,1,inf
neighbor,0,28,5,inf
neighbor_highest,0,0,1,inf
neighbors,0,4,3,inf
network_addresses,0,1,1,inf
new_available_women,0,0,1,inf
new_beauty,0,0,1,inf
new_col,0,5,3,inf
new_counts,0,1,1,inf
new_diff,0,1,1,inf
new_dist,0,0,1,inf
new_dp,0,1,1,inf
new_layer,0,0,1,inf
new_positions,0,0,1,inf
new_row,0,5,3,inf
new_s,0,2,1,inf
new_state,0,0,1,inf
new_state_str,0,0,1,inf
new_total_l,0,0,1,inf
new_total_r,0,0,1,inf
new_volume,0,0,1,inf
next_char,0,0,1,inf
next_char_idx,0,0,1,inf
next_child_index,0,0,1,inf
next_clockwise,0,0,1,inf
next_code,0,0,1,inf
next_counter_clockwise,0,0,1,inf
next_d,0,0,1,inf
next_fib,0,1,1,inf
next_height,0,0,1,inf
next_house,0,0,1,inf
next_index,0,1,1,inf
next_lucky_index,0,0,1,inf
next_lucky_num,0,0,1,inf
next_multiple,0,0,1,inf
next_node,0,1,2,inf
next_num,0,0,2,inf
next_position,0,3,1,inf
next_prime,0,2,1,inf
next_station,0,0,1,inf
next_time,0,1,1,inf
next_wall,0,1,1,inf
nikephoros_wins,0,0,1,inf
node_map,0,0,1,inf
node_values,0,0,1,inf
nodes_to_visit,0,0,1,inf
non_beautiful,0,1,1,inf
non_mst_edges,0,1,1,inf
not_sad_count,0,0,1,inf
note1,0,0,1,inf
note2,0,0,1,inf
note_map,0,1,1,inf
notes,0,1,1,inf
num_256,0,1,1,inf
num_abbreviations,0,0,1,inf
num_ampersands,0,0,1,inf
num_asterisks,0,0,1,inf
num_cols,0,0,2,inf
num_computers,0,0,1,inf
num_dependencies,0,0,1,inf
num_digits,0,0,1,inf
num_digits_l,0,0,1,inf
num_digits_r,0,0,1,inf
num_index_q,0,0,1,inf
num_kayaks,0,0,1,inf
num_knights,0,0,1,inf
num_mannequins,0,0,1,inf
num_neighbors,0,0,1,inf
num_nodes,0,1,1,inf
num_one_horz,0,0,1,inf
num_ones,0,2,2,inf
num_operations,0,0,1,inf
num_pairs,0,0,1,inf
num_participants,0,0,1,inf
num_pawns,0,0,1,inf
num_queries,0,0,1,inf
num_question_marks,0,0,1,inf
num_robots_processed,0,0,1,inf
num_rows,0,0,2,inf
num_str,0,6,2,inf
num_subsequences,0,0,1,inf
num_test_cases,0,0,1,inf
num_to_buy,0,0,1,inf
num_towers,0,1,1,inf
num_two_horz,0,0,1,inf
num_unknown,0,1,1,inf
num_words,0,0,1,inf
num_zeros,0,1,2,inf
numbers_count,0,0,1,inf
nuts_found,0,0,1,inf
odd_val,0,0,1,inf
office,0,0,1,inf
one_hole_digits,0,0,1,inf
ones_in_substring,0,0,1,inf
ones_placed,0,1,1,inf
online,0,1,2,inf
online_friends,0,1,1,inf
open_brackets,0,0,1,inf
operation,0,1,1,inf
operations,0,4,1,inf
operations_list,0,0,1,inf
ops,0,5,3,inf
original_char,0,1,1,inf
original_index,0,0,1,inf
other_departments,0,0,1,inf
other_digits,0,0,1,inf
other_digits_segment,0,0,1,inf
outdated,0,1,1,inf
outfile,0,0,1,inf
outgoing,0,1,1,inf
overlap,0,1,3,inf
overlap_max,0,0,1,inf
overlap_max1,0,0,1,inf
overlap_max2,0,0,1,inf
overlap_max3,0,0,1,inf
overlap_min,0,0,1,inf
overlap_min1,0,0,1,inf
overlap_min2,0,0,1,inf
overlap_min3,0,0,1,inf
overlap_min4,0,0,1,inf
own_number_possible,0,0,1,inf
p_max,0,1,1,inf
p_min,0,1,1,inf
padded_line,0,0,1,inf
parent_color,0,0,1,inf
parent_cost,0,0,1,inf
parent_node,0,0,1,inf
parity,0,3,1,inf
part_len,0,0,1,inf
password,0,2,1,inf
pattern,0,5,1,inf
pattern_blocks,0,0,1,inf
pebbles,0,1,1,inf
pen_index,0,1,1,inf
perimeter_distance,0,1,1,inf
perm,0,8,3,inf
perp_point,0,0,1,inf
perpendicular_point,0,0,1,inf
photo,0,2,1,inf
pieces,0,1,1,inf
piglet_honey,0,1,1,inf
pixel,0,0,1,inf
placed,0,2,1,inf
plate,0,1,1,inf
plus_count,0,2,1,inf
pockets_needed,0,0,1,inf
point1,0,0,1,inf
point2,0,0,1,inf
polycarpus_wins,0,0,1,inf
polygon,0,0,1,inf
port_type,0,1,1,inf
possible_moves,0,0,2,inf
possible_next_cities,0,0,1,inf
possible_numbers,0,0,1,inf
possible_outcomes,0,0,1,inf
possible_positions,0,1,1,inf
power_10,0,0,1,inf
power_of_ten,0,0,1,inf
power_sum,0,0,1,inf
powers_of_ten,0,0,1,inf
powi,0,1,1,inf
precedence,0,0,1,inf
pref_max,0,0,1,inf
prefix_len,0,1,1,inf
president_color,0,0,1,inf
presses,0,1,1,inf
prev_experience,0,0,1,inf
prev_money,0,0,1,inf
previous_length,0,0,1,inf
price,0,2,2,inf
price_str,0,0,1,inf
prime_divisors,0,1,1,inf
printed,0,0,1,inf
printed_edges,0,0,1,inf
prob_at_least_one_teammate,0,0,1,inf
prob_no_teammate,0,2,1,inf
proficiencies,0,0,1,inf
projects,0,2,1,inf
ps2_mice,0,1,1,inf
q_index,0,1,1,inf
q_marks,0,2,1,inf
query_type,0,1,1,inf
radewoosh_score,0,1,1,inf
radewoosh_time,0,1,1,inf
rails,0,1,1,inf
range_size,0,0,1,inf
real_index,0,0,1,inf
rearranged_list,0,0,1,inf
rearranged_num,0,1,1,inf
rearranged_nums,0,1,1,inf
rebus,0,0,1,inf
receiver,0,2,1,inf
receiver_cup,0,0,1,inf
reduction,0,0,1,inf
reflected_s,0,1,1,inf
reflection,0,1,1,inf
rem_1,0,0,1,inf
remainder,0,7,1,inf
remaining_2,0,0,1,inf
remaining_cakes,0,1,1,inf
remaining_distance,0,0,1,inf
remaining_k,0,0,1,inf
remaining_mice,0,1,1,inf
remaining_ones,0,0,2,inf
remaining_question_marks_for_ones,0,0,1,inf
remaining_question_marks_for_zeros,0,0,1,inf
remaining_tea,0,1,1,inf
remaining_volume,0,0,1,inf
remoteness,0,0,1,inf
removed_capacity,0,0,1,inf
removed_cards,0,0,1,inf
removed_child,0,0,1,inf
requests,0,3,1,inf
required_attendees,0,0,1,inf
required_experience,0,0,1,inf
required_money,0,0,1,inf
resource,0,1,1,inf
resource_match,0,0,1,inf
resource_regex,0,0,1,inf
result_matrix,0,0,1,inf
result_numbers,0,0,1,inf
result_type,0,0,1,inf
reversed_first,0,0,1,inf
reversed_second,0,0,1,inf
right_neighbor,0,0,1,inf
right_pattern,0,0,1,inf
right_text,0,0,1,inf
ring_number,0,0,1,inf
robot_ids,0,0,1,inf
root_i,0,3,1,inf
root_j,0,3,1,inf
route1,0,0,1,inf
route2,0,0,1,inf
route3,0,0,1,inf
route4,0,0,1,inf
row1,0,0,1,inf
row2,0,0,1,inf
row_a,0,0,1,inf
row_b,0,0,1,inf
row_diff,0,1,1,inf
row_ops,0,1,1,inf
row_order,0,0,1,inf
row_restrictions,0,0,1,inf
row_start,0,0,1,inf
row_str,0,1,1,inf
row_values,0,0,1,inf
row_zero,0,1,1,inf
run_time,0,1,1,inf
saving,0,0,1,inf
schedule,0,3,1,inf
seats,0,0,1,inf
second_best_bottle_index,0,0,1,inf
second_best_saving,0,0,1,inf
segment,0,2,1,inf
semitone_distance,0,0,1,inf
sender,0,4,2,inf
sentence,0,1,1,inf
sentence_length,0,1,1,inf
sentences,0,1,1,inf
sequence,0,1,1,inf
sequence_set,0,0,1,inf
sergei_asked,0,0,1,inf
seven_count,0,0,1,inf
sevens,0,0,1,inf
shirt_index,0,0,1,inf
shirts,0,0,1,inf
shop_x,0,0,1,inf
shop_y,0,0,1,inf
short_names,0,1,1,inf
shuffle,0,0,1,inf
size_to_index,0,0,1,inf
slash_index,0,0,1,inf
small_range_limit,0,0,1,inf
smaller_numbers,0,0,1,inf
smallest_x,0,0,1,inf
smooth,0,0,1,inf
solved,0,0,1,inf
sorted_ds,0,0,1,inf
sorted_elements,0,0,1,inf
sorted_until,0,0,1,inf
speedup_threshold,0,0,1,inf
square_side,0,0,1,inf
start_col,0,5,4,inf
start_computer,0,1,2,inf
start_i,0,0,1,inf
start_index,0,4,2,inf
start_node,0,9,2,inf
start_position,0,0,1,inf
start_row,0,6,3,inf
start_sum,0,0,1,inf
start_task_index,0,0,1,inf
start_time,0,1,1,inf
start_x,0,1,2,inf
start_y,0,1,2,inf
statue_present_current,0,0,1,inf
statue_present_next,0,0,1,inf
stock,0,0,1,inf
streak,0,0,1,inf
strength,0,2,1,inf
strengths,0,3,2,inf
stress_count,0,0,1,inf
stripe_height,0,1,1,inf
stripe_width,0,1,1,inf
sub,0,9,2,inf
sub_sum,0,0,1,inf
substring,0,5,3,inf
substring_heap,0,0,1,inf
successful_students,0,1,1,inf
suff_min,0,0,1,inf
suffix2,0,0,1,inf
suffix3,0,0,1,inf
suffix_int,0,0,1,inf
suffixes,0,3,1,inf
sum_first,0,0,1,inf
sum_n,0,0,1,inf
sum_of_digits,0,1,1,inf
sum_one,0,0,1,inf
sum_two,0,0,1,inf
super_lucky_numbers,0,2,1,inf
superior,0,0,1,inf
swaps,0,4,2,inf
tail_lengths,0,0,1,inf
tank,0,1,1,inf
tanks,0,1,1,inf
tap,0,1,1,inf
taps,0,1,1,inf
target_length,0,0,1,inf
task_index,0,1,1,inf
task_queues,0,0,1,inf
tasks_by_computer,0,0,1,inf
team_name,0,0,1,inf
team_names,0,0,1,inf
temp_a,0,2,1,inf
temp_arr,0,1,2,inf
