variable,ac_frequency,ans_frequency,ref_frequency,increase_ratio
honey,0,0,1,inf
horsemen,0,0,1,inf
hostname_match,0,0,1,inf
hostname_regex,0,0,1,inf
hour,0,1,2,inf
hour_digits,0,0,1,inf
hour_str,0,0,1,inf
hull,0,0,1,inf
ideal_count,0,0,1,inf
ids,0,2,1,inf
in_degree,0,4,1,inf
in_negative,0,0,1,inf
increasing,0,0,2,inf
indices_1,0,0,1,inf
indices_2,0,0,1,inf
indices_to_change,0,0,1,inf
indices_to_remove,0,0,1,inf
informatics_cups,0,1,1,inf
informed,0,1,1,inf
initial_counts,0,0,1,inf
initial_m,0,0,1,inf
initial_parts,0,0,1,inf
initial_surplus_index,0,0,1,inf
initial_year,0,0,1,inf
input_sequence,0,0,1,inf
instant_spell_costs,0,0,1,inf
instant_spell_potions,0,0,1,inf
integer_part,0,5,2,inf
integer_str,0,0,1,inf
intercept,0,0,1,inf
intermediate_volume,0,0,1,inf
intersection_length,0,0,1,inf
intersections,0,0,1,inf
intersects,0,1,1,inf
intervals,0,3,1,inf
invalid_divisible,0,0,1,inf
inverted_s,0,1,1,inf
ip_numbers,0,0,1,inf
is_almost_lucky,0,0,1,inf
is_black,0,0,1,inf
is_boring,0,1,1,inf
is_correct,0,0,1,inf
is_decreasing,0,0,1,inf
is_empty,0,0,1,inf
is_inside,0,0,1,inf
is_leap_year,0,0,1,inf
is_lucky,0,3,2,inf
is_negative,0,0,1,inf
is_neighboring_or_semi_neighboring,0,0,1,inf
is_nice,0,1,1,inf
is_non_decreasing,0,1,1,inf
is_non_increasing,0,1,1,inf
is_prime_matrix,0,0,1,inf
is_single_pour,0,0,1,inf
is_subsequence,0,3,1,inf
is_super_lucky,0,0,1,inf
is_unique,0,0,1,inf
is_visible,0,0,1,inf
isinstance,0,0,1,inf
item_type,0,1,1,inf
iterations,0,2,1,inf
jars,0,0,1,inf
kayak_capacity,0,0,1,inf
kayak_index,0,0,1,inf
known_favorite_count,0,0,1,inf
kth_penalty,0,0,1,inf
kth_problems,0,0,1,inf
l1_chess,0,0,1,inf
l2_prog,0,0,1,inf
l_count,0,0,1,inf
landing_height,0,1,1,inf
lane,0,0,1,inf
lang,0,0,1,inf
largest_counts,0,0,1,inf
largest_multiple_of_k,0,0,1,inf
las_length,0,1,1,inf
last_access,0,0,1,inf
last_char,0,1,2,inf
last_col,0,0,1,inf
last_digits,0,0,1,inf
last_house,0,0,1,inf
last_interesting,0,0,1,inf
last_kayak_index,0,0,1,inf
last_l,0,1,1,inf
last_r,0,0,1,inf
last_type,0,0,1,inf
last_typed_time,0,0,1,inf
last_value,0,0,1,inf
layer,0,1,1,inf
left_available,0,0,1,inf
left_bound,0,0,1,inf
left_found,0,0,1,inf
left_match,0,0,1,inf
left_neighbor,0,0,1,inf
left_padding,0,1,1,inf
left_points,0,0,1,inf
leg1,0,0,1,inf
leg2,0,0,1,inf
less,0,0,1,inf
less_count,0,0,1,inf
lessons,0,1,1,inf
level_counts,0,0,1,inf
light_pos,0,1,1,inf
lightest_coin_index,0,0,1,inf
lights_on,0,1,1,inf
line_length,0,1,1,inf
listOfNum,0,0,1,inf
longest_length,0,0,1,inf
lucky_counts,0,0,1,inf
lucky_num,0,1,1,inf
lucky_number,0,0,1,inf
lucky_numbers,0,3,3,inf
m_str,0,0,1,inf
m_values,0,0,1,inf
magic_constant,0,1,1,inf
magic_needed,0,0,1,inf
magnet,0,0,1,inf
magnets,0,1,1,inf
major,0,0,1,inf
manager,0,1,1,inf
masha_arrival,0,1,1,inf
masha_count,0,1,1,inf
masha_turn,0,0,1,inf
mask_str,0,1,1,inf
match,0,7,2,inf
maxDist,0,0,1,inf
max_a,0,0,1,inf
max_angle,0,1,1,inf
max_area,0,2,1,inf
max_ascent,0,1,1,inf
max_b,0,0,1,inf
max_bananas,0,1,1,inf
max_binary,0,1,1,inf
max_cashes,0,0,1,inf
max_col,0,2,1,inf
max_consecutive,0,0,1,inf
max_consecutive_n,0,2,1,inf
max_days,0,2,1,inf
max_descent,0,1,1,inf
max_dist,0,1,4,inf
max_distance,0,5,3,inf
max_diversity,0,1,1,inf
max_edges,0,0,1,inf
max_experience,0,0,1,inf
max_favorite,0,0,1,inf
max_files,0,1,1,inf
max_h,0,0,1,inf
max_happiness,0,1,1,inf
max_height,0,5,3,inf
max_height_clockwise,0,0,1,inf
max_height_counterclockwise,0,0,1,inf
max_heights,0,0,1,inf
max_hit_i,0,0,1,inf
max_index,0,6,1,inf
max_initial,0,0,1,inf
max_las_length,0,0,1,inf
max_length,0,2,1,inf
max_level,0,0,1,inf
max_money,0,0,2,inf
max_next_occurrence,0,0,1,inf
max_o,0,0,1,inf
max_overlap,0,0,1,inf
max_pokemon,0,1,1,inf
max_possible_sum,0,0,1,inf
max_proficiency,0,0,1,inf
max_questions,0,0,1,inf
max_row,0,2,1,inf
max_score,0,2,1,inf
max_shortest_path,0,1,1,inf
max_skill,0,1,1,inf
max_so_far,0,0,1,inf
max_soldiers,0,1,1,inf
max_square_brackets,0,0,1,inf
max_squares,0,1,1,inf
max_strength,0,1,1,inf
max_subfolders,0,1,1,inf
max_sum,0,5,4,inf
max_time,0,1,1,inf
max_vk,0,1,1,inf
max_volume,0,1,2,inf
max_w,0,0,1,inf
max_weight,0,1,1,inf
max_x,0,4,2,inf
max_xor,0,1,1,inf
max_y,0,1,2,inf
maximum_count,0,0,1,inf
median_smoothing,0,2,1,inf
member,0,2,1,inf
memo,0,0,1,inf
memory_manager,0,1,1,inf
merge,0,0,1,inf
merged_string,0,0,1,inf
messages,0,2,2,inf
middle_coin_index,0,0,1,inf
min_access,0,0,1,inf
min_additional_cost,0,0,1,inf
min_angle,0,1,1,inf
min_area,0,2,1,inf
min_card,0,0,1,inf
min_coins_for_majority,0,0,1,inf
min_col,0,2,1,inf
min_cost_for_employee,0,0,1,inf
min_diameter,0,0,1,inf
min_diff,0,11,3,inf
min_diff_heap,0,0,1,inf
min_dist,0,7,4,inf
min_distance,0,4,2,inf
min_favorite,0,0,1,inf
min_h,0,0,1,inf
min_hacks,0,0,1,inf
min_height,0,1,1,inf
min_hours,0,0,1,inf
min_idx,0,1,1,inf
min_index,0,3,1,inf
min_initial,0,0,1,inf
min_len,0,0,1,inf
min_light,0,0,1,inf
min_moves,0,2,2,inf
min_node,0,0,1,inf
min_potential_height,0,0,1,inf
min_price,0,2,2,inf
min_product,0,1,1,inf
min_proficiency,0,0,1,inf
min_questions,0,0,1,inf
min_remoteness,0,1,1,inf
min_row,0,2,1,inf
min_score,0,0,1,inf
min_stresses,0,0,1,inf
min_sum,0,1,2,inf
min_tea,0,1,1,inf
min_time,0,14,2,inf
min_trees,0,1,1,inf
min_volume,0,0,1,inf
min_w,0,0,1,inf
min_x,0,2,2,inf
min_y,0,2,2,inf
mine_x,0,1,1,inf
mine_y,0,1,1,inf
minor,0,0,1,inf
minute,0,2,1,inf
minute_digits,0,0,1,inf
minute_str,0,0,1,inf
missing,0,0,1,inf
missing_chars,0,0,1,inf
missing_list,0,0,1,inf
mistakes,0,1,1,inf
modified_count_vk,0,0,1,inf
modified_s,0,0,2,inf
money,0,2,1,inf
monster_assignments,0,0,1,inf
mood,0,0,1,inf
moods,0,1,1,inf
mountain_heights,0,0,1,inf
mountain_profile,0,0,1,inf
mx_idx,0,0,1,inf
n_remaining,0,0,1,inf
name1,0,0,1,inf
name2,0,0,1,inf
needed,0,4,1,inf
needed_amount,0,0,1,inf
needed_index,0,0,1,inf
neg_before,0,0,1,inf
neg_count,0,1,1,inf
negative_days,0,0,1,inf
neighbor,0,27,16,inf
neighbor2,0,0,1,inf
neighbor_colors,0,0,1,inf
neighbor_indices,0,0,1,inf
neighbors,0,3,2,inf
net_addresses,0,0,1,inf
new_a_i,0,0,1,inf
new_arr,0,2,1,inf
new_binary,0,1,1,inf
new_candidates,0,0,1,inf
new_char,0,0,1,inf
new_col,0,4,1,inf
new_distance,0,0,1,inf
new_door,0,0,1,inf
new_max_ind,0,0,1,inf
new_memory,0,1,1,inf
new_men,0,0,1,inf
new_messages,0,0,1,inf
new_min_diameter,0,0,1,inf
new_min_ind,0,0,1,inf
new_num,0,0,1,inf
new_num_str,0,0,1,inf
new_numbers,0,0,1,inf
new_objects,0,0,1,inf
new_row,0,5,1,inf
new_set,0,0,1,inf
new_vasya_score,0,0,1,inf
new_women,0,0,1,inf
new_x,0,2,1,inf
new_y,0,1,1,inf
next_assignment,0,0,1,inf
next_child,0,0,1,inf
next_color,0,1,1,inf
next_computer,0,0,1,inf
next_h,0,0,1,inf
next_idx,0,0,1,inf
next_m,0,0,1,inf
next_month_index,0,0,1,inf
next_node,0,0,1,inf
next_num,0,1,3,inf
next_number,0,0,1,inf
next_numbers,0,0,1,inf
next_occurrence,0,1,1,inf
next_p,0,0,1,inf
next_permutation_backward,0,0,1,inf
next_permutation_forward,0,0,1,inf
next_pos,0,0,1,inf
next_pos1,0,1,1,inf
next_pos2,0,1,1,inf
next_prime,0,0,1,inf
next_sector,0,0,1,inf
next_start,0,1,1,inf
next_state,0,0,1,inf
nodes_to_remove,0,0,1,inf
nodes_with_color,0,0,1,inf
note_values,0,0,1,inf
notes,0,1,2,inf
np1,0,0,1,inf
nucleotides,0,0,1,inf
num_accounts,0,0,1,inf
num_blocks,0,1,1,inf
num_boys,0,0,1,inf
num_bulbasaurs,0,0,1,inf
num_calls,0,0,1,inf
num_dependencies,0,1,1,inf
num_drives,0,0,1,inf
num_edges,0,0,1,inf
num_edges_in_component,0,0,1,inf
num_girls,0,0,1,inf
num_gov_nodes,0,0,1,inf
num_groups,0,1,2,inf
num_moves,0,0,2,inf
num_nodes,0,0,2,inf
num_objects,0,0,1,inf
num_ones,0,1,1,inf
num_procedures,0,0,1,inf
num_q,0,0,1,inf
num_question_marks,0,1,1,inf
num_removed,0,0,1,inf
num_rooms,0,0,1,inf
num_spells,0,0,1,inf
num_str,0,9,2,inf
num_students,0,0,1,inf
num_swaps,0,0,1,inf
num_towers,0,1,1,inf
num_used_drives,0,0,1,inf
num_variables,0,0,1,inf
number_to_column,0,1,1,inf
o_count,0,1,1,inf
object_coords,0,0,1,inf
object_positions,0,0,1,inf
occupied,0,0,2,inf
offline_banks,0,0,1,inf
one_degree_count,0,0,1,inf
online,0,2,2,inf
op_type,0,1,1,inf
operation,0,3,1,inf
option1,0,2,2,inf
option2,0,2,2,inf
or_a,0,1,1,inf
or_b,0,1,1,inf
orange_size,0,0,1,inf
ordered_points,0,0,1,inf
original_char,0,0,1,inf
original_distance,0,0,1,inf
other_k,0,0,1,inf
out_degree,0,0,1,inf
outcome,0,1,2,inf
outcomes,0,2,2,inf
overflow,0,1,1,inf
overlap,0,1,1,inf
padding,0,0,1,inf
pages,0,3,2,inf
pages_read,0,2,1,inf
pairs_x,0,0,1,inf
pairs_xy,0,0,1,inf
pairs_y,0,0,1,inf
param,0,0,1,inf
parameter_types,0,0,1,inf
parity,0,2,1,inf
part_to_complete,0,0,1,inf
participant_times,0,0,1,inf
password,0,4,1,inf
pattern,0,9,3,inf
pattern_index,0,0,1,inf
pattern_length,0,1,1,inf
pen_index,0,0,1,inf
people,0,2,1,inf
people_in_groups,0,0,1,inf
perm,0,8,3,inf
permutations_list,0,0,1,inf
perpenPoint,0,0,1,inf
petya_chores,0,0,1,inf
petya_score,0,1,1,inf
petya_times,0,0,1,inf
phone_numbers,0,1,1,inf
physics_cups,0,1,1,inf
piece,0,1,1,inf
piece_str,0,0,1,inf
pieces,0,1,1,inf
piglet_honey,0,1,1,inf
placed,0,2,1,inf
point1,0,0,3,inf
point2,0,0,2,inf
point2_experience,0,0,1,inf
point2_money,0,0,1,inf
points_by_special_value,0,0,1,inf
polygon,0,0,1,inf
polygon_size,0,0,1,inf
poorest,0,0,1,inf
poorest_index,0,0,1,inf
port,0,1,1,inf
pos_after,0,0,1,inf
pos_count,0,0,1,inf
pos_dict,0,0,1,inf
possible_boxes,0,0,1,inf
possible_criminals,0,0,1,inf
possible_digits,0,0,1,inf
possible_parts,0,0,1,inf
possible_senders,0,0,1,inf
possible_x_values,0,0,1,inf
potential_address,0,0,1,inf
pour_volume,0,0,1,inf
power_of_2_h,0,0,1,inf
power_of_2_w,0,0,1,inf
power_of_two,0,0,1,inf
preferred_size,0,0,1,inf
preferred_size_index,0,0,1,inf
prefix,0,3,1,inf
prefix_flip_score,0,0,1,inf
prefix_length,0,0,1,inf
present_chars,0,0,1,inf
prev_a,0,0,1,inf
prev_arr,0,2,1,inf
prev_empty,0,0,1,inf
prev_idx,0,0,1,inf
prev_lucky,0,0,1,inf
prev_node,0,0,1,inf
prev_x,0,0,1,inf
prev_y,0,0,1,inf
previous_state,0,0,1,inf
price,0,5,3,inf
price_str,0,1,1,inf
print_grid,0,0,1,inf
priority,0,1,1,inf
probability_at_least_one_teammate,0,0,1,inf
probability_no_teammates,0,0,1,inf
problems,0,0,1,inf
procedure_definition,0,0,1,inf
procedure_name,0,0,1,inf
procedure_parameters,0,0,1,inf
procedures,0,1,1,inf
proficiency,0,0,1,inf
progression,0,0,1,inf
projects,0,0,1,inf
ps2_mice,0,0,1,inf
ps2_used,0,1,1,inf
pupils,0,1,1,inf
q_indices,0,0,1,inf
q_marks,0,1,1,inf
q_values,0,0,1,inf
qualifications,0,0,1,inf
question_marks,0,3,1,inf
r1_chess,0,0,1,inf
r2_prog,0,0,1,inf
r_count,0,1,2,inf
rail,0,1,1,inf
rail_graph,0,0,1,inf
railways,0,2,1,inf
rank1,0,0,1,inf
rank2,0,0,1,inf
reachable_cells,0,1,1,inf
read_input,0,0,1,inf
ready,0,0,1,inf
reflected_n,0,0,1,inf
reflected_s,0,1,1,inf
reflection,0,1,1,inf
regions,0,0,1,inf
remainder,0,13,4,inf
remaining_adults,0,1,1,inf
remaining_amount,0,0,1,inf
remaining_cakes,0,1,1,inf
remaining_cards,0,0,1,inf
remaining_chars,0,2,1,inf
remaining_damage,0,1,1,inf
remaining_heroes,0,2,1,inf
remaining_initial,0,0,1,inf
remaining_lessons,0,0,1,inf
remaining_magnets,0,1,1,inf
remaining_nodes,0,0,1,inf
remaining_people,0,1,1,inf
remaining_pupils,0,0,1,inf
remaining_tea,0,1,1,inf
remaining_triples,0,0,1,inf
remaining_volume,0,2,2,inf
remoteness,0,1,1,inf
removed,0,2,1,inf
removed_edges,0,0,1,inf
removed_indices,0,0,1,inf
removed_pairs,0,0,1,inf
repaints,0,1,1,inf
replacement_char,0,0,1,inf
requests,0,3,1,inf
required_chars,0,0,1,inf
required_participants,0,0,1,inf
required_value,0,1,1,inf
res3,0,0,1,inf
resident,0,1,1,inf
resident_to_move,0,0,1,inf
residents_list,0,0,1,inf
residents_to_move,0,0,1,inf
resource_match,0,0,1,inf
resource_regex,0,0,1,inf
reverse_segment,0,0,1,inf
reversed_crypted_word,0,0,1,inf
reversed_h,0,0,1,inf
reversed_s,0,2,1,inf
richest,0,0,1,inf
richest_index,0,0,1,inf
rick_scream,0,0,1,inf
right_available,0,0,1,inf
right_bound,0,0,1,inf
right_found,0,0,1,inf
right_match,0,0,1,inf
right_neighbor,0,0,1,inf
right_padding,0,1,1,inf
right_points,0,0,1,inf
road_graph,0,1,1,inf
robot_direction,0,0,1,inf
robot_x,0,1,1,inf
robot_y,0,1,1,inf
room_index,0,0,1,inf
room_to_switches,0,0,1,inf
rooms,0,2,2,inf
root_color,0,0,1,inf
round_,0,0,1,inf
rounds_list,0,0,1,inf
route,0,1,1,inf
row_index,0,4,1,inf
row_moves,0,1,1,inf
row_ops,0,1,1,inf
row_string,0,1,1,inf
row_sum,0,1,1,inf
row_sums,0,1,1,inf
row_walls,0,0,1,inf
s1_counts,0,0,1,inf
same,0,0,1,inf
second_index,0,0,1,inf
second_note,0,0,1,inf
segment,0,3,1,inf
selected_hours,0,1,1,inf
selected_servers,0,0,1,inf
selected_vehicles,0,1,1,inf
senders,0,0,1,inf
sequence,0,4,2,inf
sergei_col,0,0,1,inf
sergei_count,0,1,1,inf
sergei_row,0,0,1,inf
server_id,0,0,1,inf
server_index,0,1,1,inf
set1_found,0,0,1,inf
set1_index,0,0,1,inf
set2_found,0,0,1,inf
set2_index,0,0,1,inf
shirts,0,1,1,inf
short_names,0,0,2,inf
