Function Name,Frequency
bytes_to_unicode,39
put,39
get_optimizer,39
norm2,39
processed_file_names,39
save_pretrained,39
log_prob,39
get_logits,39
test_image_processor_properties,39
test_forward,39
MetricLogger,39
setup_for_distributed,39
buffered_future_mask,39
supports_memory_efficient_fp16,39
bound_backward,39
test_dataloader,38
iou,38
process_batch,38
build_dataloader,38
cross_entropy,38
weights_init,38
gelu,38
forward_post,38
get_mask,38
_get_lr,38
create_and_check_for_sequence_classification,38
test_save_load_fast_init_to_base,38
log_every,38
make_generation_fast_,38
_check_exists,38
test_explain,38
read_data,37
load_vocab,37
_preprocess,37
random_sample,37
mkdir,37
optimize,37
_decoder_forward,37
keys,37
mask_token,37
_init_weight,37
iterate,37
create_and_check_for_multiple_choice,37
prepare_image_processor_dict,37
test_call_pil,37
test_call_numpy,37
test_call_pytorch,37
seed,37
aggregate_logging_outputs,37
get_cat_ids,37
_setup_config,37
clean,36
downsample,36
prepare_decoder_input_ids_from_labels,36
_split_heads,36
_merge_heads,36
_batch_encode_plus,36
num_attention_heads,36
test_batch_feature,36
test_for_image_classification,36
filter_indices_by_size,36
next,36
load_dictionary,36
clip_grad_norm,36
compute_score,36
_sample_neg,36
get_parameters,36
optimize_parameters,36
should_decontaminate,36
_init,35
encode_text,35
message,35
wrap,35
Discriminator,35
entropy,35
_pad,35
forward_pre,35
cuda,35
sigmoid,35
create_and_check_for_image_classification,35
save_on_master,35
preprocess_image,35
show,35
select,35
_get_caption,35
_get_input_buffer,35
_set_input_buffer,35
_sample_pos,35
collect_files,35
calculate_metric,35
doc_to_decontamination_query,35
norm,34
display,34
setup_seed,34
val_step,34
build_backbone,34
_encode_plus,34
do_lower_case,34
_clean_text,34
one_hot,34
test_feed_forward_chunking,34
_info,34
_bbox_forward_train,34
collect_annotations,34
load_img_info,34
interval_propagate,34
encode_decode,33
gather,33
_predict,33
quantize,33
get_label,33
remove,33
symbolic,33
count_flops,33
get_reward,33
on_train_end,33
eval_step,33
tearDownClass,33
output_shape,33
create_position_ids_from_inputs_embeds,33
load_weights,33
test_inference_masked_lm,33
create_and_test_config_common_properties,33
get_encoder_decoder_model,33
_get_sample_info,33
test_repr,33
_bbox_forward,33
ExampleModule,33
inverse,32
Conv2d,32
read,32
get_state,32
_is_chinese_char,32
on_train_begin,32
atol_for_validation,32
_run_strip_accents,32
swish,32
max_decoder_positions,32
build_encoder_layer,32
_construct_block,32
get_batch_iterator,32
_prepare_sample,32
act,32
get_label_map,32
_load_metadata,32
get_templates,32
get_explanations,32
validation_epoch_end,31
trunc_normal_,31
Flatten,31
set_lr,31
softmax,31
synchronize,31
init_from_ckpt,31
sampling,31
_prepare_decoder_attention_mask,31
_run_split_on_punc,31
_get_feat_extract_output_lengths,31
freeze_feature_extractor,31
stop,31
test_inference_image_classification_head,31
set,31
load_data_list,31
plotly_plot,31
getNumberOfSamples,31
test_docs,31
infer_batch_dim,31
_set_inputs,31
inner,30
infer,30
InvertedResidual,30
_forward_impl,30
_save_checkpoint,30
ResidualAttentionBlock,30
BasicTokenizer,30
restore,30
pil_loader,30
dice_loss,30
apply_image,30
InputFeatures,30
generate_input,30
whitespace_tokenize,30
_tokenize_chinese_chars,30
lr_lambda,30
test_sequence_builders,30
reduce_dict,30
BasicLayer,30
SwinTransformer,30
apply_mask,30
ResidualBlock,30
predict_proba,30
_get_dataset_list_name,30
_config_transform,30
fn,30
layers,30
get_data_info,30
save_image,30
metric_info,30
predict_loop,30
ipython_plot,30
GaussianBlur,29
AttentionPool2d,29
_construct_network,29
VGG,29
get_text,29
_make_stage,29
show_result,29
resnext101_32x8d,29
_prepare,29
unshape,29
test_get_vocab,29
test_image_processor_from_dict_with_kwargs,29
append,29
build_decoder_layer,29
TransformerEncoderLayer,29
after_train,29
getNumberOfFeatures,29
norm_cdf,28
launch,28
QuickGELU,28
intersection,28
update_stats,28
GCN,28
get_activation,28
pre_pipeline,28
on_train_batch_end,28
p_mean_variance,28
ResnetBlock,28
items,28
apply_coords,28
BertLayer,28
BertEncoder,28
on_log,28
get_extended_attention_mask,28
to_tuple,28
_get_decoder_module,28
set_embed_tokens,28
hidden_size,28
post_process,28
_conv_out_length,28
test_model_various_embeddings,28
dataset,28
WindowAttention,28
SwinTransformerBlock,28
modify_commandline_options,28
_make_layers,28
executed_paddle_api,28
test_check_output,28
set_attrs,28
step_wait,28
bound_forward,28
set_query_arguments,28
log_iter_stats,27
iter_tic,27
iter_toc,27
PositionalEncoding,27
mkdirs,27
resnext50_32x4d,27
wide_resnet50_2,27
wide_resnet101_2,27
raw_dir,27
load_model_from_config,27
_train,27
InputExample,27
BertEmbeddings,27
generate_dummy_inputs,27
_get_encoder_module,27
init_cache,27
prepare_for_tokenization,27
MultiHeadAttention,27
_sanitize_parameters,27
create_and_check_model_as_decoder,27
get_epoch_values,27
get_update_values,27
voxelize,27
_apply,27
BaseDataset,27
get_target,27
insert,27
_get_config_directory,27
ResNet18,27
_check_integrity,27
before_train,27
convert_to,27
get_sequence_list,27
_get_params,27
Net,27
sample_action,27
init_test_case,27
step_async,27
define_trial_parameters,27
eval_user_metric,27
_no_grad_trunc_normal_,26
checkpoint,26
after_run,26
ResNet50,26
Scale,26
val,26
RandomFlip,26
resize_pos_embed,26
make_divisible,26
GEGLU,26
processed_dir,26
Residual,26
getName,26
to_device,26
test_epoch_end,26
RandomHorizontalFlip,26
BertSelfAttention,26
BertAttention,26
BertOutput,26
converted,26
vocab,26
values,26
BertModel,26
WordpieceTokenizer,26
sigmoid_focal_loss,26
_get_clones,26
get_iterator,26
_load_datasamples,26
reduce_tensor,26
Sampler,26
lr_scheduler,26
print_computed_metrics,26
_get_activation_fn,26
_construct_sequence,26
get_current_visuals,26
std,26
_bound_oneside,26
get_random_parameters,26
default_parameters,26
random_crop,25
update_state,25
all_reduce,25
get_value,25
lower,25
get_classes,25
prepare_train_img,25
prepare_test_img,25
p_sample,25
linear,25
seed_everything,25
Classifier,25
build_network,25
shuffle,25
get_text_features,25
BertSelfOutput,25
BertIntermediate,25
adjust_logits_during_generation,25
get_device,25
update_inputs_for_generation,25
test_rust_and_python_full_tokenizers,25
get_rust_tokenizer,25
test_save_load_pretrained_additional_features,25
test_model_as_decoder,25
test_small_model_pt,25
test_small_model_tf,25
open,25
finish,25
PreNorm,25
init_model,25
result_string,25
_demo_mm_inputs,25
distance,25
build_evaluator,25
_filter_imgs,25
Test,25
iterate_images,25
_get_video_path,25
_resources,25
_datapipe,25
is_program_valid,25
_gen_grid,25
set_decode_type,25
__hash__,24
_run,24
get_pretrained_model,24
_load_data,24
group_texts,24
dump,24
build_loss,24
split,24
get_last_layer,24
p_sample_loop,24
compute_bias,24
choose_action,24
load_network,24
valid,24
convert_examples_to_features,24
gen,24
TransformerDecoderLayer,24
on_epoch_end,24
size_divisibility,24
BertPooler,24
config,24
register_subcommand,24
post_processor,24
convert_tf_checkpoint_to_pytorch,24
BertLMPredictionHead,24
mask,24
get_embedding,24
test_vocab_size,24
test_model_input_names,24
test_model_outputs_equivalence,24
num_classes,24
preload,24
_progress,24
_pre_transformation_config,24
set_requires_grad,24
is_beginning_of_word,24
all_reduce_grads,24
register_classification_head,24
build_fc1,24
build_fc2,24
step_begin_epoch,24
assertAlmostEqual,24
assertTensorEqual,24
FocalLoss,24
init_mask_head,24
get_num_layers,24
test_transform,24
getstate,24
_plotly_figure,24
interpolate_pos_encoding,23
decorator,23
Evaluator,23
get_norm,23
disabled_train,23
read_image,23
data,23
get_momentum,23
_make_stem_layer,23
DiceLoss,23
get_root_logger,23
to_rgb,23
zero_module,23
is_image_file,23
ssim,23
setup_logger,23
get_image_features,23
test_tokenizer,23
_resize_final_logits_bias,23
set_decoder,23
get_attention_map,23
default_onnx_opset,23
apply_rotary_pos_emb,23
_relative_position_bucket,23
get_batch,23
test_tokenizer_integration,23
test_tokenizer_decode,23
test_pretokenized_inputs,23
run_pipeline_test,23
create_parser,23
_get_obs,23
get_local_rank,23
residual_connection,23
from_config_dict,23
parse_config,23
before_step,23
_valid_epoch,23
reset_task,23
parse_opt,23
setstate,23
TrainerNet,23
RandomErasing,22
apply_transform,22
DataLoader,22
remove_punc,22
add_result,22
end_of_epoch,22
resize_image,22
denormalize,22
resume,22
get_state_dict,22
before_train_iter,22
DepthwiseSeparableASPPModule,22
FPN,22
schedule,22
q_sample,22
CrossAttention,22
delete,22
load_json,22
Backbone,22
outputs,22
read_in_q_k_v,22
_set_aux_loss,22
test_convert_token_and_id,22
test_save_load_pretrained_default,22
get_pipeline_config,22
_mock_init_weights,22
get_test_pipeline,22
save_file,22
collect,22
generate_attack,22
get_attack,22
binarize,22
num_tokens_vec,22
builder_inited_handler,22
get_fields,22
crop_and_resize,22
_get_targets_single,22
_mask_forward_train,22
search,22
_apply_sampling,22
get_rel_pos,21
encode_image,21
stem,21
MultiheadAttention,21
_get_global_gloo_group,21
MobileNetV2,21
single_gpu_test,21
rank,21
_do_evaluate,21
UNet,21
register_buffer,21
mean_flat,21
compute_output_shape,21
save_network,21
get_metric,21
TrainingArguments,21
add_arguments,21
from_json_file,21
convert_state_dict,21
_concatenate_to_cache,21
create_rename_keys,21
BertPredictionHeadTransform,21
maybe_pad,21
box_iou,21
convert_ids_to_tokens,21
num_special_tokens_to_add,21
transpose,21
test_for_pretraining,21
test_generate_fp16,21
test_save_load_strict,21
add_data,21
get_path,21
ConvBlock,21
__add__,21
_setup,21
smoothed_value,21
initialize_output_tokens,21
block,21
build_lr_scheduler,21
add_string,21
ResNet34,21
wrapped,21
init_bbox_head,21
init_assigner_sampler,21
expand,21
summary,21
generate_parameters,21
max_pool,21
loadFile,21
get_loader,20
_get_datasetTemplates,20
contrast,20
initialize_parameters,20
set_model,20
default_loader,20
DistributedSampler,20
Transpose,20
scatter,20
get_palette,20
convert_to_fp16,20
convert_to_fp32,20
to_numpy,20
Metric,20
prediction_step,20
downsample_for_system,20
emit,20
embed,20
print_results,20
model_input_names,20
BertOnlyMLMHead,20
interpolate,20
_attn,20
ConvLayer,20
get_metadata,20
PositionalEmbedding,20
decoder,20
create_optimizer,20
_create_and_check_torchscript,20
test_multi_gpu_data_parallel_forward,20
create_and_check_for_causal_lm,20
get_pretrained_model_and_inputs,20
build_transform,20
fuse,20
register_model,20
from_file,20
hflip,20
_custom_sampling,20
clear_cache,20
_generate,20
CenterCrop,20
_get_config_module,20
ResNet101,20
run_step,20
nonempty,20
inference_func,20
get_flops,20
get_targets_single,20
test_initialize,20
test_check_grad,20
config_args,20
op_str,20
Data,19
training_epoch_end,19
Predictor,19
setup_logging,19
LARS,19
brightness,19
build_attention_mask,19
_construct,19
warmup,19
WideResNet,19
BallQuery,19
ConcatDataset,19
_random_scale,19
reduce_mean,19
p_losses,19
shared_step,19
_load,19
get_scheduler,19
read_json,19
postprocess_text,19
add_model_specific_args,19
multiply_grads,19
tokenizer,19
contrastive_loss,19
docstring_decorator,19
BertPreTrainedModel,19
inverse_sigmoid,19
_max_by_axis,19
_compute_mask_indices,19
freeze_base_model,19
num_hidden_layers,19
test_call,19
test_saved_model_creation,19
accumulate,19
checkpoint_filter_fn,19
load_pretrained,19
compress,19
get_actions,19
run_training,19
forward_embedding,19
conv,19
make_batches,19
get_training_loss,19
_gather_feat,19
ResNet152,19
_infinite_indices,19
apply_segmentation,19
get_stages,19
_parse_ann_info,19
__nice__,19
_get_points_single,19
evaluate_actions,19
_process_doc,19
Cutout,18
cosine_scheduler,18
get_result,18
get_score,18
num_videos,18
horizontal_flip,18
CLIP,18
state,18
no_weight_decay_keywords,18
set_input,18
_tie_weights,18
get_psuedo_examples,18
fuse_model,18
Swish,18
FFN,18
QueryAndGroup,18
GroupingOperation,18
ThreeInterpolate,18
ThreeNN,18
EvalHook,18
before_epoch,18
eval_metrics,18
Pad,18
build_neck,18
build_head,18
reduce_loss,18
ResLayer,18
register_schedule,18
max_neg_value,18
normalization,18
square_distance,18
minimize,18
Pipeline,18
f1,18
generate_prompt,18
get_tokens,18
_shift_right,18
identity,18
upgrade_state_dict,18
initialize_weights,18
create_and_check_for_pretraining,18
_flatten,18
test_model_as_decoder_with_default_input_mask,18
test_for_causal_lm,18
test_batch_generation,18
test_padding,18
test_ctc_loss_inference,18
test_labels_out_of_vocab,18
decompress,18
raw_file_names,18
forward_text,18
SelfAttention,18
get_extensions,18
get_image,18
from_tsv,18
_from_list,18
init_weight,18
pc_normalize,18
assign_targets,18
post_processing,18
process_checkpoint,18
_build_model,18
match,18
_eval_predictions,18
num_anchors,18
get_model_size,18
_set_group_flag,18
Stream,18
test_load_data_list,18
repr_value,18
derepr_value,18
word_replacement_map,18
signature_template,18
clean_docstring_for_lang,18
format_docstring_for_lang,18
translate_signature_argument_to_lang,18
translate_signature_returns_to_lang,18
make_graph,18
querySample,18
output_limit,18
evaluate_model,17
rand_bbox,17
sampler,17
ModifiedResNet,17
SimpleTokenizer,17
SiLU,17
concatenate,17
eval_epoch,17
DataProcessor,17
affine,17
ProgressMeter,17
_get_batch_fmtstr,17
performance,17
prepare_validation_features,17
post_processing_function,17
white_space_fix,17
concat_all_gather,17
get_parts,17
make_layers,17
multi_gpu_test,17
_register,17
Registry,17
height,17
_check_branches,17
_make_one_branch,17
_make_branches,17
_make_fuse_layers,17
convert_module_to_f16,17
AttentionBlock,17
get_features,17
__delitem__,17
create_logger,17
replicate,17
_encode,17
prepare_dataset,17
calibrate,17
on_evaluate,17
resize_position_embeddings,17
get_position_embeddings,17
preprocess_text,17
save_attn_gradients,17
get_attn_gradients,17
save_attention_map,17
nested_tensor_from_tensor_list,17
loss_labels,17
loss_masks,17
EncoderLayer,17
get_attention_mask,17
_save,17
test_inference,17
check_encoder_decoder_model_standalone,17
list_models,17
__lt__,17
build_output_projection,17
load_file,17
extract_feats,17
compute_accuracy,17
next_epoch_itr,17
make_parser,17
attr,17
batch_by_size,17
base_lm_architecture,17
reverse,17
decode_fn,17
method,17
weight_init,17
readme,17
inverse_transform,17
test_init,17
num_levels,17
weight_initialization,17
manual_select,17
determinize,17
random,17
_get_sequence_info_list,17
calc_loss,17
get_stats,17
weights,17
conv_relu,17
load_txt_info,17
map,17
format_map,17
format_map_entry,17
format_set,17
__init,17
get_observation,17
_prepare_dirs,17
get_batch_results,17
init_parameters,16
_make_divisible,16
equalize,16
_convert_weights_to_fp16,16
_dequeue_and_enqueue,16
ioa,16
add_single_ground_truth_image_info,16
_load_model,16
get_argument,16
ycbcr2rgb,16
imresize,16
adjust_brightness,16
adjust_contrast,16
world_size,16
collect_env,16
digit_version,16
_make_transition_layer,16
calculate_uncertainty,16
Accuracy,16
CrossEntropyLoss,16
_parse_losses,16
make_schedule,16
convert_module_to_f32,16
timestep_embedding,16
blur,16
farthest_point_sample,16
LayerNorm2d,16
load_and_cache_examples,16
download_file,16
prepare_Xs_Y,16
build_memory,16
train_network,16
build_network_from_copy,16
load_network_bar,16
save_network_bar,16
_read_json,16
save_json,16
body,16
advance,16
params,16
BertForMaskedLM,16
_load_meta,16
generalized_box_iou,16
NestedTensor,16
decompose,16
rotate_half,16
apply_sparse_mask,16
_normalize,16
src_lang,16
convert_tokens_to_ids,16
prepare_image_inputs,16
_long_tensor,16
test_encoder_decoder_model_standalone,16
create_and_check_decoder_model_past,16
test_decoder_model_past,16
get_large_model_config,16
test_resize,16
parse_line,16
create_dataset,16
vgg16,16
format,16
select_closest,16
predicate_0_0,16
predicate_0_1,16
mlp_0_0,16
make_net,16
mse,16
parse_requirements,16
BatchNorm2d,16
_construct_backbone,16
_construct_simple_block,16
worker,16
get_current_max_span,16
get_current_avg_span,16
next_epoch_idx,16
iterations_in_epoch,16
load_langs,16
process_predictions,16
get_batch_shapes,16
noising,16
maybe_layer_norm,16
g,16
parse_option,16
process_data,16
conv2d,16
corners,16
initialize_model,16
metric,16
env,16
set_device,16
format_list,16
init_input,16
on_text_set,16
initialize_network,16
one_round_proceed,16
batch_query,16
predict_helper,16
RegionAttention,16
RegionBlock,16
wider,15
scale_boxes,15
solarize,15
posterize,15
whitespace_clean,15
param_groups,15
interpolate_pos_embed,15
get_masks,15
postprocess_qa_predictions,15
postprocess_qa_predictions_with_beam_search,15
f1_score,15
remove_articles,15
group_matcher,15
NetworkBlock,15
get_size,15
FurthestPointSampling,15
GroupAll,15
_load_checkpoint,15
parse_version_info,15
imshow,15
CityscapesDataset,15
results2img,15
SelfAttentionBlock,15
psp_forward,15
_expand_onehot_labels,15
weight_reduce_loss,15
_init_decode_head,15
_decode_head_forward_train,15
SELayer,15
ema_scope,15
CheckpointFunction,15
add_blur,15
get_image_paths,15
cubic,15
index_points,15
path,15
compute_len_feature,15
MultiHeadsAttModel,15
adjacency_index2matrix,15
action_att_predict,15
BottleneckBlock,15
summarize,15
mse_loss,15
encode_line,15
detach,15
grid_anchors,15
url_to_filename,15
retrieve,15
to_json_file,15
unk_id,15
tie_weights,15
_get_feature_vector_attention_mask,15
get_reference_points,15
get_valid_ratio,15
prepare_seq2seq_batch,15
setup_cfg,15
ema,15
remove_weight_norm,15
get_position_angle_vec,15
encoder,15
tokens,15
on_step_end,15
get_image_processor,15
get_clean_sequence,15
test_save_load,15
test_basic,15
get_datasets,15
ImageDataset,15
BasicConv2d,15
save_data,15
get_obs,15
make,15
observation,15
verbalize,15
predicate_1_0,15
predicate_1_1,15
mlp_1_0,15
process_sentence,15
reparameterize,15
push,15
tic,15
toc,15
TestDataset,15
adjust_saturation,15
adjust_hue,15
get_local_size,15
reorder_state,15
_append_prev_key_padding_mask,15
check_args,15
load_label,15
has_sharded_data,15
build_encoder_attention,15
supported_targets,15
precision,15
_reset,15
detect,15
split_dataset,15
validation,15
generate_prediction_dicts,15
_transpose_and_gather_feat,15
loss_name,15
_forward_feature,15
build_train_loader,15
ASPP,15
_convert_category_id,15
clip,15
in_range_bev,15
_get_detector_cfg,15
set_bn_momentum_default,15
BNMomentumScheduler,15
test_extra_repr,15
_build_default_pipeline,15
measure,15
objective,15
_upsample,15
reshape_subsample,15
flat_subsample,15
_should_use_custom_op,15
get_header_map,15
ImageClassifier,15
fcn,15
reset_model,15
test_1,15
test_2,15
wrap_one_example,15
prepare_model,15
querySampleList,15
queryLabel,15
setup_optimizers,15
_iter,15
get_mapped,15
create_namespace,15
get_intermediate_layers,14
_read_origin_dataset,14
_construct_loader,14
pad_image,14
blend,14
saturation,14
basic_clean,14
write_results,14
non_max_suppression,14
finalize_metrics,14
log_epoch_stats,14
shutdown,14
get_activations,14
plot_confusion_matrix,14
split_data,14
build_vocab,14
l2norm,14
Rotate,14
load_datasets,14
nms,14
_initialize,14
rgb2ycbcr,14
imwrite,14
upfirdn2d,14
get_dist_info,14
DistEvalHook,14
print_log,14
fps,14
add_prefix,14
_evaluate_cityscapes,14
DefaultFormatBundle,14
weighted_loss,14
q_mean_variance,14
q_posterior,14
model_fn,14
TimestepBlock,14
TimestepEmbedSequential,14
betas_for_alpha_bar,14
nll,14
modcrop_np,14
analytic_kernel,14
anisotropic_Gaussian,14
gm_blur_kernel,14
shift_pixel,14
gen_kernel,14
fspecial_gaussian,14
fspecial_laplacian,14
fspecial,14
bicubic_degradation,14
srmd_degradation,14
dpsr_degradation,14
classical_degradation,14
add_sharpening,14
add_resize,14
add_Gaussian_noise,14
add_speckle_noise,14
add_Poisson_noise,14
add_JPEG_noise,14
degradation_bsrgan,14
degradation_bsrgan_variant,14
to_np,14
DummyDataset,14
split_batch,14
loss_postprocess,14
on_save_checkpoint,14
error,14
input,14
SeparableConv2d,14
data_loader,14
total_steps,14
RandomResize,14
apply_deltas,14
compare,14
http_get,14
get_from_cache,14
cached_path,14
_encoder_forward,14
on_epoch_begin,14
BertLMHeadModel,14
feature_extractor,14
set_recursively,14
load_conv_layer,14
get_input_ids,14
Adafactor,14
_rms,14
test_generate_without_input_ids,14
create_and_check_decoder_model_attention_mask_past,14
test_torch_encode_plus_sent_to_model,14
test_equivalence_pt_to_flax,14
test_keras_fit,14
test_ctc_train,14
test_real_model_save_load_from_pretrained,14
save_images,14
zero_init_last_bn,14
DenseNet,14
read_file,14
predicate_0_2,14
predicate_0_3,14
predicate_1_2,14
predicate_1_3,14
hydra_main,14
get_res_file,14
get_dataset_itr,14
init_constraints,14
prune_sentences,14
update_constraints,14
tune_channel,14
num_samples,14
_get_text,14
ColorJitter,14
is_finished,14
finalize_hypos,14
replicate_first_beam,14
first_batch,14
has_encoder,14
get_layers,14
