Skipped LLM_code/arxiv_dataset/2023/Q4/SpeechAdvReprogram/prepare_ar_data.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/CrossSum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/test_modeling_tf_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 16)
Skipped LLM_code/arxiv_dataset/2023/Q2/CrossSum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/test_modeling_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2023/Q2/CrossSum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/to_replace_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 31)
Skipped LLM_code/arxiv_dataset/2023/Q2/CrossSum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/tokenization_fast_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q2/CrossSum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/tokenization_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q2/S1GFlood-Detection/test.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/S1GFlood-Detection/train.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/ssformers/dataloader/pretrain_datasets.py: invalid syntax (<unknown>, line 24)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_example_script/{{cookiecutter.directory_name}}/run_{{cookiecutter.example_shortcut}}.py: invalid syntax (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/__init__.py: invalid syntax (<unknown>, line 22)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/configuration_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 23)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/modeling_flax_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/modeling_tf_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/modeling_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/test_modeling_flax_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 16)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/test_modeling_tf_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 16)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/test_modeling_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/to_replace_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 30)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/tokenization_fast_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/tokenization_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2020/Q1/3D-Reconstruction/util/metrics.py: invalid syntax (<unknown>, line 11)
Skipped LLM_code/arxiv_dataset/2020/Q3/XTDrone/control/XTDGroundControl/python/return.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 125)
Skipped LLM_code/arxiv_dataset/2020/Q3/XTDrone/control/XTDGroundControl/python/send.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 37)
Skipped LLM_code/arxiv_dataset/2020/Q3/XTDrone/sensing/slam/vslam/ORB_SLAM3/evaluation/evaluate_ate_scale.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 177)
Skipped LLM_code/arxiv_dataset/2020/Q2/CrowdDetection/megvii/retinanet/res50.retinanet.fpn.one.head.iou.inference.baseline/config.py: invalid decimal literal (<unknown>, line 70)
Skipped LLM_code/arxiv_dataset/2020/Q2/CrowdDetection/megvii/retinanet/res50.retinanet.fpn.one.head.iou.inference.baseline/demo.py: invalid decimal literal (<unknown>, line 95)
Skipped LLM_code/arxiv_dataset/2020/Q2/CrowdDetection/megvii/retinanet/res50.retinanet.fpn.one.head.iou.inference.baseline/network.py: invalid decimal literal (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2020/Q2/CrowdDetection/megvii/retinanet/res50.retinanet.fpn.one.head.iou.inference.baseline/test_net.py: invalid decimal literal (<unknown>, line 15)
Skipped LLM_code/arxiv_dataset/2020/Q2/CrowdDetection/megvii/retinanet/res50.retinanet.fpn.one.head.iou.inference.baseline/train_net.py: invalid decimal literal (<unknown>, line 10)
Skipped LLM_code/arxiv_dataset/2022/Q4/MRR_Project/Scripts/FormationChannel.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 80)
Skipped LLM_code/arxiv_dataset/2022/Q4/ee-giza/eegizapp/scripts/plain2snt-hasvcb.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 22)
Skipped LLM_code/arxiv_dataset/2022/Q4/ee-giza/eegizapp/scripts/sntpostproc.py: invalid syntax (<unknown>, line 65)
Skipped LLM_code/arxiv_dataset/2022/Q4/swarm-distillation-zero-shot/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/modeling_flax_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2022/Q4/swarm-distillation-zero-shot/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/modeling_tf_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2022/Q4/swarm-distillation-zero-shot/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/modeling_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2022/Q4/swarm-distillation-zero-shot/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/test_modeling_tf_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 16)
Skipped LLM_code/arxiv_dataset/2022/Q4/EDUCAT/src/cjjpy.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2022/Q4/EDUCAT/src/eval_client/cjjpy.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2022/Q4/EDUCAT/src/eval_client/nli_metrics/cjjpy.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2022/Q4/LOREN/cjjpy.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2022/Q4/LOREN/src/check_client/cjjpy.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2022/Q4/LOREN/src/check_client/modules/cjjpy.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2022/Q4/LOREN/src/cjjpy.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2022/Q4/LOREN/src/er_client/cjjpy.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2022/Q4/LOREN/src/eval_client/cjjpy.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2022/Q4/LOREN/src/mrc_client/cjjpy.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2022/Q4/LOREN/src/mrc_client/seq2seq/cjjpy.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2022/Q4/LOREN/src/pproc_client/cjjpy.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2022/Q4/LOREN/src/qg_client/cjjpy.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2022/Q4/MultiRegEval/voxelmorph/scripts/tf/train_unsupervised_seg.py: invalid syntax (<unknown>, line 112)
Skipped LLM_code/arxiv_dataset/2022/Q1/LI-Convs/libs/CelebAMask-HQ/face_parsing/main.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 19)
Skipped LLM_code/arxiv_dataset/2022/Q1/LI-Convs/libs/CelebAMask-HQ/face_parsing/tester.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 81)
Skipped LLM_code/arxiv_dataset/2022/Q1/LI-Convs/libs/CelebAMask-HQ/face_parsing/trainer.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 122)
Skipped LLM_code/arxiv_dataset/2022/Q1/OSTeC/external/stylegan2/dnnlib/util.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2022/Q1/OSTeC/external/stylegan2/training/networks_stylegan2.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2022/Q1/BernNet/LearningFilters/gspbox/3rdparty/sources/flann-1.8.4-src/bin/download_checkmd5.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2022/Q1/BernNet/LearningFilters/gspbox/3rdparty/sources/flann-1.8.4-src/bin/run_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 10)
Skipped LLM_code/arxiv_dataset/2022/Q1/BernNet/LearningFilters/gspbox/3rdparty/sources/flann-1.8.4-src/test/memusage_clustering.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 56)
Skipped LLM_code/arxiv_dataset/2022/Q1/BernNet/LearningFilters/gspbox/3rdparty/sources/flann-1.8.4-src/test/memusage_nn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 56)
Skipped LLM_code/arxiv_dataset/2022/Q1/esh_dynamics/generate_figures/plot_res.py: invalid syntax (<unknown>, line 19)
Skipped LLM_code/arxiv_dataset/2022/Q1/Panoptic-SegFormer/tools/ana_tools/dataset_split.py: expected ':' (<unknown>, line 15)
Skipped LLM_code/arxiv_dataset/2022/Q1/variational_state_space_models/datasets/mnist.py: unmatched ')' (<unknown>, line 56)
Skipped LLM_code/arxiv_dataset/2022/Q1/REFERS/Fine-tune/VinBigData_Chest_X-ray/predict.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 294)
Skipped LLM_code/arxiv_dataset/2022/Q1/REFERS/Pre-train/refers/model_caption.py: cannot assign to function call here. Maybe you meant '==' instead of '='? (<unknown>, line 13)
Skipped LLM_code/arxiv_dataset/2022/Q1/MLS/fairseq/examples/adaptive_span/truncated_bptt_lm_task.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2022/Q1/dgnn/processing/shapenet/obj2off.py: expected an indented block after function definition on line 20 (<unknown>, line 25)
Skipped LLM_code/arxiv_dataset/2022/Q1/GazeEstimationTX2/src/ext/eos/3rdparty/eigen/scripts/relicense.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 55)
Skipped LLM_code/arxiv_dataset/2022/Q1/GazeEstimationTX2/src/ext/eos/3rdparty/nanoflann/tests/gtest-1.7.0/scripts/fuse_gtest_files.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 93)
Skipped LLM_code/arxiv_dataset/2022/Q1/GazeEstimationTX2/src/ext/eos/3rdparty/nanoflann/tests/gtest-1.7.0/scripts/gen_gtest_pred_impl.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 306)
Skipped LLM_code/arxiv_dataset/2022/Q1/GazeEstimationTX2/src/ext/eos/3rdparty/nanoflann/tests/gtest-1.7.0/scripts/pump.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 249)
Skipped LLM_code/arxiv_dataset/2022/Q1/GazeEstimationTX2/src/ext/eos/3rdparty/nanoflann/tests/gtest-1.7.0/test/gtest_env_var_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 50)
Skipped LLM_code/arxiv_dataset/2022/Q1/GazeEstimationTX2/src/ext/eos/3rdparty/nanoflann/tests/gtest-1.7.0/test/gtest_throw_on_failure_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 73)
Skipped LLM_code/arxiv_dataset/2022/Q1/GazeEstimationTX2/src/ext/eos/3rdparty/nanoflann/tests/gtest-1.7.0/test/gtest_uninitialized_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 49)
Skipped LLM_code/arxiv_dataset/2022/Q1/GazeEstimationTX2/src/ext/eos/3rdparty/nanoflann/tests/gtest-1.7.0/test/gtest_xml_output_unittest.py: multiple exception types must be parenthesized (<unknown>, line 212)
Skipped LLM_code/arxiv_dataset/2022/Q1/GazeEstimationTX2/src/ext/eos/3rdparty/nanoflann/tests/gtest-1.7.0/xcode/Scripts/versiongenerate.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 57)
Skipped LLM_code/arxiv_dataset/2022/Q2/Object-Shadow-Generation-Dataset-DESOBA/src/data/Compositeselect_dataset.py: cannot assign to function call here. Maybe you meant '==' instead of '='? (<unknown>, line 372)
Skipped LLM_code/arxiv_dataset/2022/Q2/Semi_Cosmo/Visualization/baryon_fraction.py: invalid syntax (<unknown>, line 13)
Skipped LLM_code/arxiv_dataset/2022/Q2/Semi_Cosmo/Visualization/coolcores.py: invalid syntax (<unknown>, line 11)
Skipped LLM_code/arxiv_dataset/2022/Q2/Semi_Cosmo/Visualization/snapshots.py: invalid syntax (<unknown>, line 84)
Skipped LLM_code/arxiv_dataset/2022/Q2/Semi_Cosmo/Visualization/visualize.py: invalid syntax (<unknown>, line 11)
Skipped LLM_code/arxiv_dataset/2022/Q2/Semi_Cosmo/Visualization/visualize2d.py: invalid syntax (<unknown>, line 11)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/Documentation/target/tcm_mod_builder.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 23)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/arch/ia64/scripts/unwcheck.py: invalid decimal literal (<unknown>, line 48)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/scripts/analyze_suspend.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 639)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/scripts/rt-tester/rt-tester.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 63)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/scripts/tracing/draw_functrace.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 126)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/tools/perf/python/twatch.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 35)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/tools/perf/scripts/python/Perf-Trace-Util/lib/Perf/Trace/Core.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 34)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/tools/perf/scripts/python/Perf-Trace-Util/lib/Perf/Trace/EventClass.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 46)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/tools/perf/scripts/python/Perf-Trace-Util/lib/Perf/Trace/SchedGui.py: invalid syntax (<unknown>, line 14)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/tools/perf/scripts/python/Perf-Trace-Util/lib/Perf/Trace/Util.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 74)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/tools/perf/scripts/python/check-perf-trace.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 22)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/tools/perf/scripts/python/event_analyzing_sample.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 39)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/tools/perf/scripts/python/failed-syscalls-by-pid.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 35)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/tools/perf/scripts/python/futex-contention.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 43)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/tools/perf/scripts/python/net_dropmonitor.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 52)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/tools/perf/scripts/python/netdev-times.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 63)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/tools/perf/scripts/python/sched-migration.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 339)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/tools/perf/scripts/python/sctop.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 60)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/tools/perf/scripts/python/syscall-counts-by-pid.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 34)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/tools/perf/scripts/python/syscall-counts.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 31)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/linux-xlnx/tools/perf/tests/attr.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 106)
Skipped LLM_code/arxiv_dataset/2022/Q2/PiDRAM/fpga-zynq/common/u-boot-xlnx/board/pxa255_idp/pxa_reg_calcs.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 279)
Skipped LLM_code/arxiv_dataset/2022/Q2/BAS/ILSVRC/utils/img_add_padding.py: expected an indented block after 'elif' statement on line 18 (<unknown>, line 20)
Skipped LLM_code/arxiv_dataset/2022/Q2/pydd/scripts/load_strains.py: invalid syntax (<unknown>, line 129)
Skipped LLM_code/arxiv_dataset/2024/Q3/DeepFaceLab/mainscripts/Trainer.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q4/torchprune/src/torchprune/torchprune/util/external/cnn/cifar.py: invalid syntax (<unknown>, line 246)
Skipped LLM_code/arxiv_dataset/2021/Q4/torchprune/src/torchprune/torchprune/util/external/cnn/imagenet.py: invalid syntax (<unknown>, line 240)
Skipped LLM_code/arxiv_dataset/2021/Q4/CHPDet/src/DOTA_devkit/dota_evaluation_task1.py: invalid decimal literal (<unknown>, line 256)
Skipped LLM_code/arxiv_dataset/2021/Q4/leveraging_geometry_for_shape_estimation/leveraging_geometry_for_shape_estimation/keypoint_matching/demo_superpoint.py: invalid character '·' (U+00B7) (<unknown>, line 98)
Skipped LLM_code/arxiv_dataset/2021/Q4/MMC/od/engine/inference_attack.py: expected an indented block after 'for' statement on line 234 (<unknown>, line 235)
Skipped LLM_code/arxiv_dataset/2021/Q4/STSU/baseline/DataProvider/cityscapes.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 83)
Skipped LLM_code/arxiv_dataset/2021/Q4/STSU/baseline/Models/Encoder/ggnn_feature_encoder.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 29)
Skipped LLM_code/arxiv_dataset/2021/Q4/STSU/baseline/Models/Encoder/resnet_skip.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 66)
Skipped LLM_code/arxiv_dataset/2021/Q4/STSU/baseline/Models/GGNN/poly_ggnn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 37)
Skipped LLM_code/arxiv_dataset/2021/Q4/STSU/baseline/Scripts/data/change_paths.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 35)
Skipped LLM_code/arxiv_dataset/2021/Q4/STSU/baseline/Scripts/get_scores.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 41)
Skipped LLM_code/arxiv_dataset/2021/Q4/STSU/baseline/Scripts/prediction/generate_annotation.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2021/Q4/STSU/baseline/Scripts/train/train_ce.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 34)
Skipped LLM_code/arxiv_dataset/2021/Q4/STSU/baseline/Scripts/train/train_evaluator.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2021/Q4/STSU/baseline/Scripts/train/train_ggnn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 34)
Skipped LLM_code/arxiv_dataset/2021/Q4/STSU/baseline/Scripts/train/train_rl.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 34)
Skipped LLM_code/arxiv_dataset/2021/Q4/STSU/baseline/Tool/tool.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 34)
Skipped LLM_code/arxiv_dataset/2021/Q4/CLUE/CLUE.py: unindent does not match any outer indentation level (<unknown>, line 16)
Skipped LLM_code/arxiv_dataset/2021/Q4/Foveated_Saccade_SimCLR/generate_salmaps_dataset.py: invalid syntax (<unknown>, line 2)
Skipped LLM_code/arxiv_dataset/2021/Q4/SemDisc/segmentation_evaluation/classify.py: invalid syntax (<unknown>, line 212)
Skipped LLM_code/arxiv_dataset/2021/Q4/minmax-adv/neurips21/plot.py: expected an indented block after 'if' statement on line 319 (<unknown>, line 323)
Skipped LLM_code/arxiv_dataset/2021/Q4/RNN-MBP/data/download_reds.py: invalid syntax (<unknown>, line 110)
