variable,ac_frequency,ans_frequency,ref_frequency,increase_ratio
best_column,0,1,1,inf
best_end,0,1,1,inf
best_genre,0,1,1,inf
best_h,0,1,1,inf
best_index,0,1,1,inf
best_item,0,0,1,inf
best_k,0,0,1,inf
best_l,0,0,1,inf
best_r,0,0,1,inf
best_racers,0,0,1,inf
best_rank,0,1,1,inf
best_row,0,0,1,inf
best_scroll,0,0,1,inf
best_side,0,0,1,inf
best_similarity,0,1,1,inf
best_start,0,2,1,inf
best_substring,0,1,1,inf
best_team,0,0,1,inf
best_v1,0,1,1,inf
best_v2,0,1,1,inf
best_v3,0,1,1,inf
best_value,0,0,1,inf
best_w,0,1,1,inf
bfs_bus,0,0,1,inf
bfs_train,0,0,1,inf
bij,0,0,1,inf
binary_representation,0,0,2,inf
binary_search,0,0,2,inf
bipartite,0,2,1,inf
bipartite_counts,0,0,1,inf
bit_position,0,0,2,inf
bit_to_object,0,0,1,inf
bit_value,0,0,1,inf
black_count,0,0,1,inf
black_counts,0,0,1,inf
black_pawns,0,0,1,inf
block,0,0,2,inf
block1,0,0,1,inf
block2,0,0,1,inf
blocks,0,4,4,inf
blocks_t1,0,0,1,inf
blocks_t2,0,0,1,inf
board,0,8,4,inf
board_str,0,1,1,inf
bob_bars,0,1,1,inf
bob_counts,0,0,1,inf
bob_time,0,0,1,inf
bob_unique,0,0,1,inf
bonus,0,1,1,inf
book_to_index,0,0,1,inf
border,0,1,1,inf
border_size,0,0,1,inf
boring_count,0,0,1,inf
boring_substrings,0,1,1,inf
both_needed,0,0,1,inf
bottom_half,0,1,1,inf
bottom_left_c,0,0,1,inf
bottom_left_r,0,0,1,inf
bottom_right_c,0,0,1,inf
bottom_right_r,0,0,1,inf
bottom_row,0,0,1,inf
box_id,0,0,1,inf
boxes_taken,0,1,1,inf
boxes_to_take,0,1,1,inf
bp,0,0,1,inf
bracket,0,0,1,inf
bracket_type,0,0,1,inf
brain_latency,0,1,1,inf
brainfuck_code,0,1,1,inf
brightness,0,1,1,inf
bulb,0,0,1,inf
bulbs,0,1,1,inf
bun,0,0,1,inf
buns,0,0,1,inf
bus_arrival,0,0,1,inf
bus_cost,0,0,1,inf
bus_count,0,0,1,inf
bus_departure,0,0,1,inf
bus_time,0,1,1,inf
button_states,0,0,1,inf
buy_prices,0,0,1,inf
calculate_arrow_points,0,0,1,inf
calculate_coordinates,0,0,1,inf
calculate_cost,0,0,1,inf
calculate_days_off,0,0,1,inf
calculate_distance,0,1,2,inf
calculate_distances,0,0,1,inf
calculate_earnings,0,1,1,inf
calculate_expected_length,0,0,1,inf
calculate_max_blocks,0,0,1,inf
calculate_max_distance,0,0,1,inf
calculate_max_value,0,0,1,inf
calculate_meeting_time,0,0,1,inf
calculate_min_cost,0,0,1,inf
calculate_min_time,0,0,1,inf
calculate_minimum_t,0,0,1,inf
calculate_power_consumption,0,1,1,inf
calculate_probability,0,2,1,inf
calculate_regions,0,0,1,inf
calculate_time,0,0,1,inf
calculate_trees_in_submatrix,0,0,1,inf
calculate_ways,0,0,1,inf
call_args,0,0,1,inf
call_name,0,0,1,inf
call_str,0,0,1,inf
can_bake,0,1,1,inf
can_be_expressed_as_sum_of_neighbors_and_one,0,0,1,inf
can_buy,0,0,1,inf
can_choose_three_balls,0,1,1,inf
can_cook,0,0,1,inf
can_cut,0,0,1,inf
can_defeat_all,0,0,1,inf
can_defeat_boss,0,1,1,inf
can_divide,0,0,1,inf
can_fit_in_width,0,0,1,inf
can_form_triangle,0,2,1,inf
can_move,0,0,1,inf
can_reach_border,0,0,1,inf
can_say_hello,0,1,1,inf
can_sort_matrix_with_one_column_swap,0,0,1,inf
can_sort_row_with_one_swap,0,0,1,inf
can_start_from,0,0,1,inf
can_swap,0,0,1,inf
can_transform,0,4,1,inf
candy_distribution,0,0,1,inf
car,0,0,1,inf
car_cost,0,0,1,inf
car_length,0,1,1,inf
card,0,4,1,inf
card1,0,1,1,inf
card2,0,1,1,inf
categories,0,1,1,inf
category,0,1,1,inf
cell,0,1,2,inf
center_diff,0,0,1,inf
center_match,0,0,1,inf
centered_line,0,1,1,inf
centimeters,0,0,1,inf
central_block_end,0,0,1,inf
central_block_start,0,0,1,inf
cents,0,1,1,inf
certificates,0,0,1,inf
char_count,0,6,1,inf
char_matrix,0,0,1,inf
chat_order,0,0,1,inf
cheapest_laptop,0,0,1,inf
checkNiceAfterSwap,0,0,1,inf
check_2x2,0,0,1,inf
check_3x3,0,0,1,inf
check_adjacent,0,0,1,inf
check_checkmate,0,0,1,inf
check_divisor,0,0,1,inf
check_flag,0,0,1,inf
check_line,0,0,1,inf
check_shared_distance,0,0,1,inf
check_triplets,0,0,1,inf
check_winner,0,2,1,inf
chores,0,1,1,inf
cij,0,0,1,inf
circle1,0,0,1,inf
circle2,0,0,1,inf
circle_alice_shop,0,0,1,inf
circle_bob_end,0,0,1,inf
circle_cinema,0,0,1,inf
city_map,0,0,1,inf
clockwise_distance,0,1,1,inf
close_cost,0,0,1,inf
close_heap,0,0,1,inf
close_idx,0,0,1,inf
clubs,0,3,1,inf
cmp_res,0,0,1,inf
codes,0,0,1,inf
col_counts,0,3,1,inf
col_operations,0,0,1,inf
col_part,0,0,1,inf
col_set,0,0,1,inf
col_strokes,0,0,1,inf
col_sum,0,0,1,inf
col_sums,0,3,2,inf
col_values,0,0,3,inf
collider,0,0,1,inf
color_count,0,4,3,inf
color_set,0,0,1,inf
color_to_neighbors,0,0,1,inf
colour,0,0,1,inf
cols_attacked,0,0,1,inf
column_bombs,0,0,1,inf
column_number,0,0,1,inf
column_str,0,0,1,inf
comb,0,3,5,inf
combined_counts,0,0,1,inf
combined_x,0,0,1,inf
combined_y,0,0,1,inf
combo,0,4,1,inf
comment,0,0,1,inf
comment_list,0,0,1,inf
common_digits,0,0,1,inf
common_divisor,0,3,1,inf
common_words,0,0,1,inf
comparison,0,0,1,inf
comparisons,0,2,1,inf
compensation_cost,0,0,1,inf
complement,0,1,1,inf
complete_cycles,0,1,1,inf
complete_periods,0,0,1,inf
complete_word,0,0,1,inf
compress,0,0,1,inf
computer_cost,0,0,1,inf
conflict,0,1,1,inf
conflicts,0,1,1,inf
connected_components,0,0,1,inf
considered_indices,0,0,1,inf
construct_crossword,0,1,1,inf
construct_cycles,0,1,1,inf
construct_max_number,0,0,1,inf
construct_string,0,1,1,inf
construct_strings,0,0,1,inf
construct_tree,0,2,1,inf
container,0,0,1,inf
containers,0,1,1,inf
contribution,0,1,1,inf
convert_from_excel,0,0,1,inf
convert_to_decimal,0,2,1,inf
convert_to_excel,0,0,1,inf
convex_hull,0,2,1,inf
cookies_baked,0,0,1,inf
coord,0,2,1,inf
coordinate,0,0,1,inf
corner_path1,0,0,1,inf
corner_path2,0,0,1,inf
corner_path3,0,0,1,inf
corner_path4,0,0,1,inf
correct_sorted,0,0,1,inf
cos_alpha,0,1,1,inf
cost1,0,2,1,inf
cost_90,0,0,1,inf
cost_backward,0,0,1,inf
cost_day,0,0,1,inf
cost_forward,0,0,1,inf
cost_matrix,0,1,1,inf
cost_single,0,0,1,inf
count_0,0,1,1,inf
count_1,0,2,2,inf
count_2,0,2,1,inf
count_3,0,1,1,inf
count_distinct_substrings,0,0,1,inf
count_good_positions,0,2,1,inf
count_half_fixed,0,0,1,inf
count_in_range,0,0,1,inf
count_k,0,0,1,inf
count_kl,0,0,1,inf
count_klm,0,0,1,inf
count_klmn,0,0,1,inf
count_kln,0,0,1,inf
count_km,0,0,1,inf
count_kmn,0,0,1,inf
count_kn,0,0,1,inf
count_l,0,0,1,inf
count_largest,0,0,1,inf
count_levels,0,0,1,inf
count_lm,0,0,1,inf
count_lmn,0,0,1,inf
count_ln,0,0,1,inf
count_lower,0,0,1,inf
count_lucky_up_to,0,0,1,inf
count_m,0,0,1,inf
count_matches,0,0,1,inf
count_max,0,0,1,inf
count_max_ratio_gears,0,0,1,inf
count_messages,0,1,1,inf
count_min,0,0,2,inf
count_mn,0,0,1,inf
count_n,0,0,1,inf
count_numbers_with_one_zero,0,0,1,inf
count_numbers_with_same_first_last_digit,0,1,2,inf
count_photos_with_violins,0,0,1,inf
count_powers_of_two,0,0,1,inf
count_remainders,0,0,1,inf
count_residents,0,0,1,inf
count_smallest,0,0,1,inf
count_strings,0,0,1,inf
count_strokes,0,0,1,inf
count_subarrays,0,0,1,inf
count_subfolders_and_files,0,1,1,inf
count_syllables,0,1,1,inf
count_symbols,0,0,1,inf
count_turns,0,1,1,inf
count_undoubtedly_lucky_numbers,0,1,1,inf
count_up_to,0,0,1,inf
count_upper,0,0,1,inf
count_valid_blocks,0,0,1,inf
count_valid_times,0,0,1,inf
count_vowels,0,1,1,inf
count_ways,0,13,2,inf
count_words_inside,0,0,1,inf
counter_s1,0,0,1,inf
counter_s2,0,0,1,inf
counterclockwise_distance,0,1,1,inf
couples,0,0,1,inf
course,0,0,1,inf
covering_segment_index,0,0,1,inf
cp,0,0,1,inf
criminal,0,1,1,inf
crop_type,0,0,1,inf
cross_product,0,1,1,inf
crossword,0,0,1,inf
crosswords,0,0,1,inf
cumulative_additions,0,0,1,inf
cumulative_offset,0,0,1,inf
cur_sum,0,0,1,inf
current_bacteria,0,2,1,inf
current_base,0,0,1,inf
current_beauty,0,0,1,inf
current_bessie,0,0,1,inf
current_best_similarity,0,0,1,inf
current_blocks,0,0,1,inf
current_cell,0,0,1,inf
current_char,0,5,2,inf
current_char_code,0,0,1,inf
current_code,0,0,1,inf
current_color,0,1,1,inf
current_computer,0,0,1,inf
current_concentration,0,0,1,inf
current_consecutive_consonants,0,0,1,inf
current_count,0,5,2,inf
current_count_a,0,0,1,inf
current_count_b,0,0,1,inf
current_damage,0,0,1,inf
current_digit_count,0,0,1,inf
current_direction,0,0,1,inf
current_distance,0,3,1,inf
current_elsie,0,0,1,inf
current_experience,0,0,1,inf
current_gas,0,1,1,inf
current_gender,0,1,1,inf
current_golden_age,0,0,1,inf
current_height,0,2,2,inf
current_label,0,1,1,inf
current_length,0,8,8,inf
current_level,0,2,1,inf
current_lexeme,0,0,1,inf
current_line_length,0,0,1,inf
current_location,0,1,1,inf
current_max,0,3,1,inf
current_mismatches,0,0,1,inf
current_money,0,0,1,inf
current_n_count,0,0,1,inf
current_node,0,0,4,inf
current_number,0,3,1,inf
current_object,0,0,1,inf
current_ones,0,0,1,inf
current_open,0,0,1,inf
current_page,0,0,1,inf
current_people,0,0,1,inf
current_position,0,4,1,inf
current_product,0,0,1,inf
current_range,0,0,1,inf
current_rank,0,0,1,inf
current_remainder,0,0,1,inf
current_scheme,0,0,1,inf
current_score,0,0,1,inf
current_scores,0,0,1,inf
current_seq,0,0,1,inf
current_speed,0,1,1,inf
current_stair,0,0,1,inf
current_start,0,0,1,inf
current_state,0,2,1,inf
current_streak,0,1,2,inf
current_substring,0,0,1,inf
current_sum,0,17,7,inf
current_target,0,0,1,inf
current_team,0,0,1,inf
current_time,0,9,2,inf
current_token,0,0,1,inf
current_total,0,0,1,inf
current_volume,0,1,2,inf
current_x,0,1,1,inf
current_xor,0,1,1,inf
current_y,0,1,1,inf
current_year,0,0,3,inf
cycle_length,0,5,4,inf
cycle_lengths,0,2,1,inf
cycle_start,0,2,2,inf
cycles,0,3,2,inf
cyclic_shifts,0,0,1,inf
d1_squared,0,0,1,inf
d2_squared,0,0,1,inf
d3_squared,0,0,1,inf
d_left,0,0,1,inf
d_right,0,0,1,inf
d_squared,0,0,1,inf
daily_index,0,0,1,inf
daily_ticket_cost,0,0,1,inf
damage,0,0,1,inf
damage_per_second,0,0,1,inf
dangerous_turns,0,1,1,inf
day_of_year,0,0,1,inf
days_different,0,1,1,inf
days_in_2016,0,0,1,inf
days_same,0,1,1,inf
days_with_work,0,0,1,inf
dead_count,0,0,1,inf
decimal_to_ternary,0,1,1,inf
decimal_value,0,2,1,inf
decreasing,0,2,1,inf
defense,0,1,1,inf
deg,0,0,1,inf
degree,0,3,1,inf
degree_1,0,0,1,inf
degree_2,0,0,1,inf
degree_more_than_2,0,0,1,inf
deletion_count,0,0,1,inf
delta_experience,0,0,1,inf
delta_minus,0,0,1,inf
delta_money,0,0,1,inf
delta_plus,0,0,1,inf
delta_x_squared,0,0,1,inf
denominator,0,4,5,inf
dep,0,0,1,inf
departure,0,1,1,inf
departure_minutes,0,0,1,inf
departure_time,0,1,1,inf
departure_time_str,0,0,1,inf
dependencies,0,2,1,inf
derange,0,0,1,inf
desk_color,0,0,1,inf
details,0,0,1,inf
determine_movie_status,0,0,1,inf
determine_number_type,0,0,1,inf
determine_rhyme_scheme,0,1,1,inf
determine_topology,0,1,1,inf
determine_winner,0,15,1,inf
deviations,0,0,1,inf
df,0,0,1,inf
dfs_ans,0,0,1,inf
dfs_size,0,0,1,inf
di,0,14,2,inf
diag1_sum,0,0,1,inf
diag2_sum,0,0,1,inf
diameter,0,2,1,inf
diff_bits,0,0,1,inf
diff_d,0,0,1,inf
diff_positions,0,0,1,inf
diff_t,0,0,1,inf
differences,0,1,1,inf
differing_indices,0,0,1,inf
digit_index,0,0,1,inf
digit_sum,0,3,1,inf
digits_x,0,0,2,inf
digits_y,0,0,1,inf
dim,0,0,1,inf
diplomas,0,0,1,inf
direct_path,0,0,1,inf
directions,0,17,6,inf
discriminant,0,4,1,inf
displayed,0,0,1,inf
dist_best,0,0,1,inf
dist_sq,0,0,1,inf
distance_covered_by_pupils,0,0,1,inf
distance_matrix,0,0,1,inf
distance_swap_max_first,0,0,1,inf
distance_swap_min_last,0,0,1,inf
distressed_kids,0,1,1,inf
division,0,0,1,inf
divisor,0,4,1,inf
dmg_i,0,0,1,inf
does_card_beat,0,0,1,inf
dollars,0,1,1,inf
dot_product,0,1,1,inf
dot_wins,0,0,1,inf
double_char_strings,0,0,1,inf
double_needed,0,0,1,inf
down_count,0,0,1,inf
dp_black,0,0,1,inf
dp_white,0,0,1,inf
dragons,0,1,1,inf
draw_brackets,0,1,1,inf
drive,0,0,1,inf
drives,0,0,1,inf
driving_time,0,0,1,inf
driving_with_repair_time,0,0,1,inf
duration,0,0,1,inf
edge_count,0,0,1,inf
elsie_moves,0,0,1,inf
elsie_puzzle,0,0,1,inf
email,0,3,1,inf
empty_i,0,0,1,inf
empty_index,0,0,1,inf
empty_j,0,0,1,inf
end_idx,0,0,1,inf
end_index,0,0,2,inf
end_indices,0,1,1,inf
end_node,0,0,1,inf
end_time,0,0,1,inf
end_time_minutes,0,0,1,inf
end_times,0,0,1,inf
entrance,0,0,1,inf
entrances,0,0,1,inf
even_cells,0,0,1,inf
even_rows,0,0,1,inf
excel_col,0,0,1,inf
exception_type,0,1,1,inf
excess_height,0,0,1,inf
excess_width,0,0,1,inf
exp_points,0,0,1,inf
expand_macro,0,0,1,inf
expanded,0,0,1,inf
expected,0,4,1,inf
expected_box,0,0,1,inf
expected_edges,0,1,1,inf
expected_length,0,0,1,inf
expected_score,0,1,1,inf
expected_tosses,0,1,1,inf
expected_variance,0,0,1,inf
exponent,0,2,1,inf
expression,0,4,3,inf
ext,0,2,1,inf
extended_gcd,0,1,3,inf
face_count,0,1,1,inf
fact,0,1,1,inf
factorials,0,0,1,inf
failurePoint,0,0,1,inf
farthest,0,0,1,inf
farthest_node,0,0,2,inf
favorite_actors,0,1,1,inf
favorite_set,0,0,1,inf
feet,0,1,1,inf
fibonacci_ish_length,0,0,1,inf
fibonacci_mod,0,0,1,inf
fig_end,0,0,1,inf
fig_start,0,0,1,inf
file_count,0,0,1,inf
file_count_sub,0,0,1,inf
files,0,1,2,inf
fill_space,0,0,1,inf
fill_vertical_lines,0,0,1,inf
filled,0,0,1,inf
filya_end,0,0,1,inf
filya_start,0,0,1,inf
final_ccw,0,0,1,inf
final_cw,0,0,1,inf
final_fragment,0,0,1,inf
final_largest,0,0,1,inf
final_size,0,0,1,inf
final_smallest,0,0,1,inf
find_all_solutions,0,0,1,inf
find_best_item,0,0,1,inf
find_best_space,0,0,1,inf
find_catch_point,0,0,1,inf
find_closest_angle,0,1,1,inf
find_dish,0,0,1,inf
find_emails,0,1,1,inf
find_first_common_time,0,0,1,inf
find_first_empty_pen,0,0,1,inf
find_flake_boxes,0,0,1,inf
find_longest_subsequence,0,0,1,inf
find_max_rectangle,0,0,1,inf
find_min_distance,0,1,1,inf
find_min_n,0,1,1,inf
find_min_vertices,0,0,1,inf
find_minimum_meeting_time,0,1,1,inf
find_n_with_m_trailing_zeros,0,0,1,inf
find_next_digit,0,0,1,inf
find_next_same_calendar_year,0,1,1,inf
find_nth_digit,0,1,1,inf
find_nth_emirp,0,0,1,inf
find_order,0,1,1,inf
find_parking_spot,0,0,1,inf
find_partition,0,0,1,inf
find_special_icicles,0,1,1,inf
find_subnet_mask,0,1,1,inf
find_top_two_benefits,0,0,1,inf
find_tshirt,0,0,1,inf
find_unordered_subsequence,0,0,1,inf
find_vertex_covers,0,0,1,inf
find_winner,0,1,1,inf
find_year,0,0,1,inf
find_year_for_abbreviation,0,0,1,inf
fingers_dima_shows,0,0,1,inf
first_actor,0,0,1,inf
first_bit,0,0,1,inf
first_col,0,0,1,inf
first_count,0,1,1,inf
first_dish,0,0,1,inf
first_half,0,2,2,inf
first_index,0,0,1,inf
first_interval,0,0,1,inf
first_option_count,0,0,1,inf
first_sorted,0,0,1,inf
fixed,0,1,1,inf
flamingos,0,1,1,inf
flight_info,0,0,1,inf
flipped_s,0,0,1,inf
flips_needed,0,0,1,inf
floors,0,1,1,inf
food,0,0,1,inf
food_consumption,0,0,1,inf
footprint,0,0,1,inf
footprints,0,0,1,inf
forbidden_pairs,0,1,1,inf
format_price,0,1,1,inf
format_range,0,0,1,inf
format_word,0,1,1,inf
formatted_dollars,0,0,1,inf
formatted_word,0,0,1,inf
found_boring,0,0,1,inf
found_k_segment,0,0,1,inf
fractal,0,1,1,inf
fractional_part,0,2,1,inf
fragments,0,2,1,inf
free_intervals,0,0,1,inf
frequency_type,0,0,1,inf
friend_id,0,2,1,inf
from_planet,0,0,1,inf
frozenset,0,0,2,inf
full_address,0,0,1,inf
full_cycles,0,3,1,inf
full_groups,0,0,2,inf
full_name,0,1,1,inf
full_segments,0,1,1,inf
full_trips,0,0,1,inf
full_weeks,0,1,2,inf
gap_end,0,0,1,inf
gap_start,0,0,1,inf
garden,0,1,1,inf
gcd_table,0,1,1,inf
gcd_value,0,3,1,inf
gender,0,4,2,inf
generate_brainfuck,0,1,1,inf
generate_marriages,0,0,1,inf
generate_moves,0,0,1,inf
generate_permutation,0,1,1,inf
generate_super_lucky,0,0,1,inf
generate_sweets,0,0,1,inf
generate_t_primes,0,0,1,inf
generate_words,0,0,1,inf
generated_scores,0,0,1,inf
genre,0,1,1,inf
gestures,0,1,1,inf
get_bits,0,0,1,inf
get_bulls_cows,0,0,1,inf
get_components_and_changes,0,0,1,inf
get_differences,0,0,1,inf
get_direction,0,1,1,inf
get_final_position,0,0,1,inf
get_neg_direction,0,0,1,inf
get_next_direction,0,0,1,inf
get_pawns,0,0,1,inf
get_point,0,0,1,inf
get_prime_factors,0,1,1,inf
get_suffix,0,0,1,inf
get_suffix_info,0,0,1,inf
get_top_teams,0,0,1,inf
get_unique_name,0,0,1,inf
gift_givers,0,0,1,inf
gladiators,0,0,1,inf
glass_bottles,0,1,1,inf
good_temp,0,0,1,inf
grades,0,2,1,inf
greater_than_x,0,0,1,inf
group_members,0,0,1,inf
group_set,0,0,1,inf
group_size,0,0,2,inf
growth,0,1,1,inf
guess_array,0,0,1,inf
guest_uniforms,0,0,1,inf
half,0,1,3,inf
half_n,0,1,1,inf
half_palindrome,0,0,1,inf
half_total,0,0,1,inf
half_volume,0,0,1,inf
hamming_distance,0,1,1,inf
hamming_weight_count,0,0,1,inf
handbag_position,0,0,1,inf
happiness,0,2,1,inf
has_at,0,0,1,inf
has_even,0,0,1,inf
hash_map,0,0,1,inf
hashtags,0,1,1,inf
hdd,0,1,1,inf
height_diff,0,0,1,inf
highest_bit_position,0,0,1,inf
hint,0,1,1,inf
hints,0,1,1,inf
holes,0,1,1,inf
home_airport,0,1,1,inf
home_name,0,0,1,inf
home_uniforms,0,0,1,inf
horizontal_cells,0,0,1,inf
horizontal_roads,0,0,1,inf
hour,0,1,1,inf
hour_angle,0,1,1,inf
hour_str,0,1,1,inf
hourly_index,0,0,1,inf
hourly_ticket_cost,0,0,1,inf
house_cost,0,0,1,inf
i_type,0,0,1,inf
ids,0,1,1,inf
idx2,0,1,1,inf
idx_90,0,0,1,inf
idx_day,0,0,1,inf
impossible,0,0,1,inf
in_degree,0,3,3,inf
in_file,0,0,1,inf
in_syllable,0,1,1,inf
inactive_time,0,0,1,inf
inches,0,1,1,inf
inclusion_exclusion,0,0,1,inf
incoming,0,1,1,inf
increase,0,0,1,inf
increase_position,0,0,1,inf
increasing,0,2,1,inf
index_map,0,3,1,inf
index_to_delete,0,0,1,inf
info,0,1,1,inf
ingredients_available,0,0,1,inf
ingredients_needed,0,0,1,inf
initial_leap_status,0,0,1,inf
initial_length,0,0,1,inf
initial_range,0,0,1,inf
initial_year,0,0,1,inf
inner_m,0,0,1,inf
inner_n,0,0,1,inf
input_number,0,0,1,inf
input_string,0,4,1,inf
insertions,0,1,1,inf
inside_parentheses,0,1,1,inf
inside_quotes,0,0,1,inf
instant_spell_costs,0,0,1,inf
instant_spell_count,0,0,1,inf
instant_spells,0,0,1,inf
int_to_ip,0,1,1,inf
integer_part,0,2,1,inf
interesting_indices,0,0,1,inf
interesting_neighbors,0,0,1,inf
intermediate_b,0,0,1,inf
intermediate_c,0,0,1,inf
intermediate_node,0,0,1,inf
intersection_points,0,0,1,inf
inv_fact,0,0,1,inf
invalid,0,0,1,inf
invalid_start_blocks,0,0,1,inf
ip_as_numbers,0,0,1,inf
ip_to_int,0,1,1,inf
isAlmostRightAngled,0,0,1,inf
is_almost_lucky,0,1,1,inf
is_bipartite,0,4,1,inf
is_dangerous,0,1,1,inf
is_first_pair,0,0,1,inf
is_fortunate,0,1,1,inf
is_leap_year,0,1,1,inf
is_lucky,0,1,2,inf
is_palindrome,0,2,1,inf
is_poisson,0,1,1,inf
is_positive,0,0,1,inf
is_possible,0,1,1,inf
is_rearranged,0,1,1,inf
is_rectangle,0,2,1,inf
is_square,0,1,1,inf
is_stable,0,1,1,inf
is_super_lucky,0,0,1,inf
is_touchy_feely_palindrome,0,1,1,inf
is_triangular,0,0,1,inf
is_uniform,0,2,1,inf
is_unimodal,0,1,1,inf
is_valid_email,0,1,1,inf
is_valid_filename,0,1,1,inf
is_valid_sequence,0,0,1,inf
isinstance,0,1,1,inf
item_type,0,0,1,inf
k_largest,0,0,1,inf
ki,0,2,1,inf
kmp_search,0,0,2,inf
kmp_table,0,1,1,inf
knight_file,0,0,1,inf
knight_position,0,0,1,inf
knight_rank,0,0,1,inf
known,0,0,1,inf
known_favorite_actors,0,0,1,inf
l_h,0,0,1,inf
lang,0,1,1,inf
laptops,0,1,1,inf
large_coin,0,0,1,inf
largest,0,1,2,inf
largest_power_of_two,0,0,1,inf
largest_square_divisor,0,0,1,inf
last_activity,0,2,1,inf
last_actor,0,0,1,inf
last_col,0,0,1,inf
last_digit,0,0,1,inf
last_dir,0,0,1,inf
last_group_size,0,0,1,inf
last_length,0,0,1,inf
last_message_sent_time,0,0,1,inf
last_operator,0,0,1,inf
last_sorted_row,0,0,1,inf
last_time,0,1,1,inf
last_uncontained_end,0,0,1,inf
last_zero,0,0,1,inf
layer,0,1,1,inf
lcm_ab,0,0,1,inf
lcm_m,0,0,1,inf
lcm_wb,0,0,1,inf
leader_handle,0,0,1,inf
leaders,0,0,1,inf
left_align,0,1,1,inf
left_bank,0,0,1,inf
left_best,0,0,1,inf
left_column,0,0,1,inf
left_count,0,0,2,inf
left_index,0,0,1,inf
left_len,0,0,1,inf
left_match,0,0,1,inf
left_perpendicular_x,0,0,1,inf
left_perpendicular_y,0,0,1,inf
left_spans,0,0,1,inf
left_student,0,0,1,inf
