variable,ac_frequency,ans_frequency,ref_frequency,increase_ratio
book_positions,0,0,1,inf
book_to_evict,0,0,1,inf
boss_exp,0,0,1,inf
boss_idx,0,0,1,inf
bottom_padding,0,0,1,inf
box,0,0,1,inf
box_id,0,0,1,inf
boy_left,0,0,1,inf
boy_right,0,0,1,inf
boys_count,0,0,1,inf
bp,0,1,1,inf
br_type,0,0,1,inf
branch_a,0,0,1,inf
branch_b,0,0,1,inf
branch_c,0,0,1,inf
branch_d,0,0,1,inf
break_time,0,0,1,inf
brightness,0,1,1,inf
bulb,0,1,1,inf
bulbs,0,1,1,inf
bulls_expected,0,0,1,inf
bun_type,0,0,1,inf
buns,0,0,1,inf
bus_arrival,0,0,1,inf
bus_departure,0,0,1,inf
bus_passengers,0,0,1,inf
bus_time,0,1,1,inf
buses_from_B,0,0,1,inf
busy,0,0,1,inf
buy_count,0,0,1,inf
buy_planet,0,0,1,inf
buyers,0,1,1,inf
c01,0,0,1,inf
c11,0,0,1,inf
c_,0,0,1,inf
c_computer,0,0,1,inf
c_equal,0,0,1,inf
c_less,0,0,1,inf
c_new,0,0,1,inf
c_no_zero,0,0,1,inf
c_val,0,0,1,inf
cake,0,1,1,inf
cakes_left,0,0,1,inf
calc_scores,0,0,1,inf
calculate_error,0,0,1,inf
call_line,0,0,1,inf
call_name,0,1,1,inf
call_vars,0,1,1,inf
can_finish_by,0,0,1,inf
can_fix_with_one_swap_per_row,0,0,1,inf
can_get_tshirt,0,0,1,inf
can_hold_hands,0,0,1,inf
can_meet,0,0,1,inf
can_move,0,1,2,inf
can_pick,0,0,1,inf
can_take_catamaran,0,0,1,inf
can_take_two_kayaks,0,0,1,inf
candidate1,0,0,1,inf
candidate2,0,0,1,inf
candidate_branches,0,0,1,inf
candidate_criminals,0,1,1,inf
candidate_items,0,0,1,inf
candidate_pos,0,0,1,inf
candidate_positions,0,0,1,inf
candies,0,2,1,inf
canuse_zero,0,0,1,inf
canvas,0,0,1,inf
capacity_list,0,0,1,inf
capitals,0,1,1,inf
car,0,1,1,inf
car_num,0,0,1,inf
card,0,2,2,inf
card1,0,0,1,inf
card2,0,0,1,inf
cars,0,1,2,inf
catamarans,0,1,1,inf
catch_i,0,0,1,inf
catch_position,0,0,1,inf
catch_time,0,1,1,inf
ceil_avg,0,1,1,inf
cell,0,0,1,inf
cells,0,0,2,inf
center_row,0,0,1,inf
center_seat,0,0,1,inf
cents,0,1,1,inf
ch1,0,0,1,inf
ch2,0,0,1,inf
change_candidates,0,0,1,inf
char_iter,0,0,1,inf
char_ord,0,0,1,inf
char_to_val,0,1,1,inf
charge,0,0,1,inf
check_horizontal,0,0,1,inf
check_triplet,0,0,1,inf
check_vertical,0,0,1,inf
chess_intervals,0,0,1,inf
children,0,5,5,inf
chosen,0,6,2,inf
chosen_index,0,0,1,inf
chris_throw,0,0,1,inf
chris_wins,0,1,1,inf
chunk,0,0,1,inf
cities,0,2,1,inf
clean_leading_zeros,0,0,1,inf
clear_path,0,0,1,inf
clear_token,0,0,1,inf
client_id,0,0,1,inf
clients,0,1,1,inf
clockwise,0,0,1,inf
clubs,0,3,2,inf
cmd,0,3,1,inf
code_map,0,1,1,inf
codes,0,2,2,inf
coin,0,2,1,inf
coins_list,0,0,1,inf
col_a,0,0,1,inf
col_b,0,0,1,inf
col_count,0,1,1,inf
col_counts,0,0,3,inf
col_idx,0,1,1,inf
col_max,0,0,1,inf
col_min,0,0,1,inf
col_moves,0,0,1,inf
col_prefix,0,0,1,inf
col_sets,0,0,1,inf
col_str,0,0,1,inf
col_sum,0,2,2,inf
col_vals,0,0,1,inf
col_walls,0,1,1,inf
collision_time,0,0,1,inf
colon_pos,0,0,1,inf
color_count,0,1,1,inf
color_stacks,0,0,1,inf
coloring,0,0,1,inf
cols_count,0,0,2,inf
comb,0,8,4,inf
comb_large_n_small_r,0,0,1,inf
comma_pos,0,0,1,inf
common_words,0,0,1,inf
comp_nodes,0,1,1,inf
comp_size,0,0,1,inf
comparisons,0,1,1,inf
complement,0,2,1,inf
complete_word,0,0,1,inf
completed_cycles,0,0,1,inf
component_nodes,0,0,1,inf
composite_found,0,0,1,inf
compress,0,1,1,inf
compressed,0,0,1,inf
computers,0,0,2,inf
conflict_collider,0,0,1,inf
conflicts,0,0,1,inf
consecutive_good,0,0,1,inf
containers,0,1,1,inf
contamination_map,0,0,1,inf
context,0,1,1,inf
controller_pos,0,0,1,inf
cookies_baked,0,0,1,inf
correct_keys,0,0,1,inf
corridor_length,0,0,1,inf
cos_a,0,1,1,inf
cost_90,0,1,1,inf
cost_car,0,0,1,inf
cost_clockwise,0,1,1,inf
cost_computer,0,0,1,inf
cost_counterclockwise,0,1,1,inf
cost_day,0,0,2,inf
cost_hour,0,0,1,inf
cost_house,0,0,1,inf
cost_i,0,0,1,inf
cost_ik,0,0,1,inf
cost_kj,0,0,1,inf
cost_one,0,0,1,inf
cost_single,0,1,1,inf
cost_sum,0,0,1,inf
count_0,0,0,3,inf
count_1,0,3,4,inf
count_2,0,2,3,inf
count_256,0,1,1,inf
count_3,0,2,2,inf
count_32,0,1,1,inf
count_4,0,1,1,inf
count_4_to_7,0,0,1,inf
count_7_to_4,0,0,1,inf
count_a,0,2,1,inf
count_b,0,1,1,inf
count_first,0,0,1,inf
count_full,0,1,1,inf
count_good,0,0,1,inf
count_heavy,0,0,1,inf
count_included,0,1,1,inf
count_kayaks,0,0,1,inf
count_leaves,0,0,1,inf
count_light,0,0,1,inf
count_lucky_up_to,0,0,1,inf
count_multiples,0,1,1,inf
count_ones,0,2,1,inf
count_residues,0,0,1,inf
count_same_point,0,0,1,inf
count_same_x,0,0,1,inf
count_same_y,0,0,1,inf
count_sec,0,0,1,inf
count_sequences,0,0,1,inf
count_sides_set_to_x,0,0,1,inf
count_success,0,0,1,inf
count_suffix,0,0,1,inf
count_top,0,0,1,inf
count_upper,0,0,1,inf
count_vk,0,1,1,inf
count_vowels,0,1,1,inf
count_wanted,0,0,1,inf
count_x,0,3,2,inf
count_y,0,1,1,inf
counterclockwise,0,0,1,inf
course,0,1,1,inf
cows_expected,0,0,1,inf
cp,0,1,1,inf
crop_idx,0,0,1,inf
crops,0,1,1,inf
cross_product,0,0,1,inf
crushes,0,0,1,inf
cry_volume,0,0,1,inf
ctrl_dir,0,0,1,inf
cup,0,1,1,inf
cup_distribution,0,0,1,inf
cur_end,0,0,2,inf
cur_pos,0,0,1,inf
cur_start,0,0,2,inf
cur_sum,0,0,1,inf
cur_wrong,0,0,1,inf
curr_computer,0,0,1,inf
curr_cost,0,1,1,inf
curr_h,0,0,1,inf
curr_in_degree,0,0,1,inf
curr_len,0,2,2,inf
curr_profit,0,0,1,inf
curr_r,0,0,1,inf
curr_rev,0,0,1,inf
curr_run,0,0,1,inf
curr_sign,0,0,1,inf
curr_t,0,1,1,inf
curr_w,0,0,1,inf
current_beauty,0,0,1,inf
current_bottle,0,0,1,inf
current_bourles,0,1,1,inf
current_char,0,2,2,inf
current_city,0,0,1,inf
current_computer,0,0,1,inf
current_count,0,0,1,inf
current_day,0,1,1,inf
current_dist,0,1,1,inf
current_end,0,0,1,inf
current_len,0,3,2,inf
current_length,0,3,2,inf
current_letter,0,0,1,inf
current_line_width,0,0,1,inf
current_month,0,1,1,inf
current_on_table,0,0,1,inf
current_ors,0,0,1,inf
current_passengers,0,1,1,inf
current_perm,0,0,1,inf
current_piece,0,0,1,inf
current_scores,0,0,2,inf
current_segment_id,0,0,1,inf
current_start,0,1,1,inf
current_sum,0,8,7,inf
current_time,0,3,1,inf
current_xor,0,0,1,inf
cycle_found,0,0,1,inf
cycle_len,0,1,1,inf
cycle_length,0,4,2,inf
cycle_lengths,0,1,1,inf
cycle_rows,0,0,1,inf
cycle_start,0,1,1,inf
cycles,0,4,2,inf
d0_sorted,0,0,1,inf
d1_sorted,0,0,1,inf
d_bin_bottle,0,0,1,inf
d_i,0,0,1,inf
d_idx,0,0,1,inf
d_j,0,0,1,inf
damage_per_second,0,0,1,inf
damaged,0,0,1,inf
danger,0,0,1,inf
day_idx,0,0,1,inf
day_index,0,0,1,inf
day_of_week,0,1,2,inf
dch,0,0,1,inf
decimal_pos,0,0,1,inf
decrement,0,0,2,inf
deficit,0,0,3,inf
deg,0,3,2,inf
deg_count,0,1,1,inf
degree,0,3,1,inf
delete_set,0,0,1,inf
dem_color,0,1,1,inf
dem_count,0,0,1,inf
dem_idx,0,0,1,inf
denied,0,1,1,inf
denominator,0,10,1,inf
denominator_remaining,0,0,1,inf
dep,0,1,1,inf
departure,0,1,1,inf
dept_players,0,0,1,inf
depth_level,0,0,1,inf
deputies,0,1,1,inf
descend,0,0,1,inf
desired,0,2,2,inf
desk,0,1,1,inf
detect_scheme,0,0,1,inf
dev,0,0,1,inf
deviation,0,1,1,inf
dfs_check,0,0,1,inf
diameter,0,2,2,inf
diff_c,0,0,1,inf
diff_count,0,1,1,inf
diff_days,0,0,1,inf
diff_edges,0,1,1,inf
diff_indices,0,1,1,inf
differences,0,0,1,inf
digit_str,0,1,1,inf
digit_sum,0,1,3,inf
digits_in_secret,0,0,1,inf
digits_mod,0,0,1,inf
digits_set,0,0,2,inf
digits_str,0,0,1,inf
digits_sum,0,0,1,inf
digits_x,0,0,1,inf
digits_y,0,0,1,inf
dir1,0,0,1,inf
dir2,0,0,1,inf
directions,0,11,5,inf
dirs,0,2,1,inf
disk,0,1,1,inf
displayed_heap,0,0,1,inf
displayed_set,0,1,1,inf
dist_0,0,0,1,inf
dist_accel,0,0,1,inf
dist_bridge,0,0,1,inf
dist_bus,0,0,2,inf
dist_foot_sq,0,0,1,inf
dist_int,0,0,1,inf
dist_left,0,0,2,inf
dist_max,0,1,1,inf
dist_potter,0,0,1,inf
dist_potter_to_end,0,0,1,inf
dist_right,0,0,1,inf
dist_snitch,0,0,1,inf
dist_sq,0,3,2,inf
dist_to_bin,0,0,1,inf
dist_to_person,0,0,1,inf
dist_train,0,0,2,inf
distance_clockwise,0,0,1,inf
distance_counterclockwise,0,0,1,inf
distance_point_to_line,0,1,1,inf
distance_sq,0,0,1,inf
distinct,0,0,1,inf
distinct_divisors,0,0,1,inf
distinct_people,0,0,1,inf
distinct_strengths,0,0,1,inf
distressed,0,1,1,inf
divisible_with_leading_b,0,0,1,inf
divisor,0,2,3,inf
divisor_count,0,1,1,inf
divisor_found,0,1,1,inf
divs,0,6,2,inf
dmg_i,0,1,1,inf
dollars,0,2,2,inf
dollars_int,0,0,1,inf
dollars_parts,0,0,1,inf
door_status,0,0,2,inf
dot1,0,0,1,inf
dot2,0,0,1,inf
double_strings,0,0,1,inf
dough_needed,0,0,1,inf
dough_used,0,1,1,inf
down_time,0,0,1,inf
dp_footman,0,0,1,inf
dp_horseman,0,0,1,inf
dragons,0,1,1,inf
draw_bracket,0,0,1,inf
drinking_rate,0,0,1,inf
ds,0,0,1,inf
dt,0,2,1,inf
duplicates,0,0,1,inf
duration,0,1,1,inf
eaten_times,0,0,1,inf
edge_count,0,0,2,inf
edges_c,0,0,1,inf
email,0,1,2,inf
emails,0,1,1,inf
emirps,0,0,1,inf
employee,0,0,1,inf
encrypted,0,1,1,inf
end_days,0,0,1,inf
end_pos,0,3,1,inf
end_time,0,0,1,inf
ended_times,0,0,1,inf
endpoints,0,0,1,inf
enemy_score,0,0,1,inf
enemy_words,0,1,1,inf
eq_index,0,0,1,inf
eq_prefix,0,0,1,inf
equipped_items,0,0,1,inf
erased_edges,0,1,1,inf
evmax,0,0,1,inf
evts,0,0,1,inf
ex_type,0,0,1,inf
excluded_branches,0,0,1,inf
exp_per_hero,0,1,1,inf
exp_values,0,0,1,inf
expected,0,8,2,inf
expected_length,0,0,1,inf
expected_sum,0,0,1,inf
exponent,0,2,2,inf
exponent_map,0,0,1,inf
expr_str,0,2,1,inf
expr_to_check,0,0,1,inf
ext,0,0,1,inf
ext_len,0,1,1,inf
extended_gcd,0,2,2,inf
extensions,0,1,1,inf
extra,0,1,1,inf
extra_roots,0,0,1,inf
f_char,0,0,1,inf
f_values,0,0,1,inf
faces,0,1,1,inf
fact,0,5,3,inf
fallen,0,1,1,inf
farthest_next_use,0,0,1,inf
farthest_node,0,1,1,inf
favorite_actors,0,0,1,inf
fc,0,1,1,inf
feelings,0,1,1,inf
feet,0,1,1,inf
females,0,1,1,inf
fenw,0,3,1,inf
fenw_query,0,0,1,inf
fenw_update,0,0,1,inf
fid,0,0,1,inf
file_count,0,0,1,inf
filename,0,1,1,inf
files,0,1,1,inf
fill_interval,0,0,1,inf
fill_path,0,0,1,inf
filtered_states,0,0,1,inf
filtered_words,0,0,1,inf
final_score,0,0,1,inf
final_state,0,0,1,inf
find_branch_to_root,0,0,1,inf
find_first,0,0,1,inf
find_furthest_younger,0,0,1,inf
find_nonnegative_solution,0,0,1,inf
find_racer,0,0,1,inf
find_second,0,0,1,inf
first_char,0,1,1,inf
first_char_code,0,0,1,inf
first_full,0,0,1,inf
first_interval,0,0,1,inf
first_layout,0,1,1,inf
first_multiple,0,0,1,inf
first_non_zero,0,0,1,inf
first_partial,0,0,1,inf
first_positions,0,0,1,inf
first_round_pos,0,0,1,inf
first_second_row,0,0,1,inf
first_subject,0,0,1,inf
first_three,0,0,1,inf
fix,0,0,1,inf
flagstones_along_m,0,0,1,inf
flagstones_along_n,0,0,1,inf
flight,0,1,1,inf
flights_from_home,0,0,1,inf
flights_to_home,0,0,1,inf
floor_avg,0,2,1,inf
floor_diff,0,0,1,inf
floor_index,0,0,1,inf
floors,0,1,1,inf
flowers,0,2,3,inf
food_needed,0,1,1,inf
forbidden,0,2,1,inf
forbidden_pairs,0,0,1,inf
format_dollars,0,0,1,inf
found_divisors,0,0,1,inf
found_hole,0,0,1,inf
found_nut,0,0,1,inf
fractional_part,0,1,1,inf
fragment,0,2,1,inf
fragment_number,0,0,1,inf
fragments_in_sectors,0,0,1,inf
free_count,0,1,1,inf
free_pos,0,0,1,inf
free_positions,0,0,1,inf
free_segs,0,0,1,inf
freq,0,23,12,inf
freq_letters,0,0,1,inf
freq_needed,0,0,1,inf
from_char,0,0,1,inf
front_count,0,1,1,inf
frozenset,0,1,2,inf
full,0,1,2,inf
full_called,0,0,1,inf
full_cycles,0,2,3,inf
full_cycles_before_l,0,0,1,inf
full_cycles_before_r,0,0,1,inf
full_ones,0,0,1,inf
full_segments,0,1,1,inf
full_set,0,0,1,inf
fx,0,0,1,inf
fy,0,0,1,inf
garden,0,1,1,inf
gcd_ab,0,0,1,inf
gcd_len,0,1,1,inf
gender,0,2,3,inf
gender_set,0,0,1,inf
genders,0,2,1,inf
generate_lucky_numbers,0,1,1,inf
generate_names,0,1,2,inf
generate_super_lucky,0,0,1,inf
genre,0,1,1,inf
get_lower_convex_hull,0,0,1,inf
get_midpoints,0,0,1,inf
get_move_direction,0,0,1,inf
get_num,0,0,1,inf
get_points,0,0,1,inf
get_pos,0,0,1,inf
get_pos_and_gender,0,0,1,inf
get_suffix,0,0,1,inf
gifts,0,1,1,inf
girl_left,0,0,1,inf
girl_right,0,0,1,inf
girls_count,0,1,1,inf
give_today,0,1,1,inf
glass_bottles,0,0,1,inf
good_count,0,0,1,inf
good_performance,0,0,1,inf
grade,0,1,1,inf
grades,0,2,1,inf
grades_matrix,0,0,1,inf
grandchild,0,0,1,inf
graph_0,0,0,1,inf
graph_max,0,1,1,inf
green_cars,0,0,1,inf
green_time,0,0,1,inf
group_cups,0,0,1,inf
group_max,0,0,1,inf
group_size,0,3,1,inf
groupby,0,0,1,inf
grouped,0,0,1,inf
growth,0,1,1,inf
grundy_vals,0,0,1,inf
grundy_values,0,0,1,inf
guess_count,0,0,1,inf
guess_digits,0,0,2,inf
h_i,0,1,1,inf
h_name,0,0,1,inf
half,0,12,10,inf
half_len,0,1,1,inf
half_sheets,0,0,1,inf
half_x_diff,0,0,1,inf
handle,0,2,2,inf
happiness,0,1,1,inf
has_edge,0,0,1,inf
has_left,0,0,1,inf
has_lower,0,0,1,inf
has_plus_below,0,0,1,inf
has_right,0,0,1,inf
has_size,0,0,1,inf
has_upper,0,0,1,inf
hdd,0,1,1,inf
head,0,0,1,inf
heaviest,0,0,1,inf
height1,0,1,1,inf
height2,0,1,1,inf
hero_idx,0,1,1,inf
herr_wafa_dept_players,0,0,1,inf
hh_orig,0,0,1,inf
high_j,0,0,1,inf
high_x,0,0,1,inf
high_y,0,0,1,inf
high_z,0,0,1,inf
highest_height,0,0,1,inf
hint,0,0,1,inf
holes,0,1,1,inf
holes_positions,0,0,1,inf
hor_count,0,0,1,inf
hor_remoteness,0,0,1,inf
horizontal_width,0,0,1,inf
horz,0,0,1,inf
host_name,0,0,1,inf
hostname,0,2,1,inf
hostname_words,0,0,1,inf
hour,0,0,2,inf
hour_angle,0,1,1,inf
hour_digits,0,0,1,inf
hull,0,1,1,inf
i_type,0,0,1,inf
i_vouchers,0,0,1,inf
ice_cream,0,0,1,inf
id_,0,2,1,inf
idle_time,0,0,1,inf
ids,0,1,1,inf
idx2,0,3,5,inf
idx_1440,0,1,1,inf
idx_90,0,1,1,inf
idx_a,0,0,1,inf
idx_c,0,0,1,inf
idx_k,0,0,1,inf
idx_s,0,0,1,inf
idx_x,0,1,1,inf
idx_y,0,0,1,inf
image_angle,0,0,1,inf
in_deg,0,0,2,inf
in_degree,0,1,3,inf
inches,0,1,1,inf
incompatible_pairs,0,0,1,inf
increments,0,1,2,inf
index_to_size,0,0,1,inf
indexed_cards,0,1,1,inf
indexed_marks,0,1,1,inf
inf_sign_prefix,0,0,1,inf
inf_width_prefix,0,0,1,inf
info,0,1,1,inf
informatics,0,1,1,inf
informatics_grouped,0,0,1,inf
informed,0,1,1,inf
initial_score,0,0,1,inf
input_data,0,3,1,inf
input_ints,0,0,1,inf
input_list,0,0,1,inf
insert_pos,0,0,1,inf
inserted,0,0,1,inf
insertions,0,1,1,inf
inside,0,4,2,inf
inside_parentheses,0,0,1,inf
inside_rect,0,0,1,inf
inside_word_count,0,1,1,inf
integer_part,0,2,1,inf
integer_with_commas,0,0,1,inf
interesting,0,1,1,inf
intervals,0,8,4,inf
inv2,0,0,1,inf
inv_fact,0,3,2,inf
invalid,0,1,1,inf
ip_nums,0,0,1,inf
is_almost_lucky,0,0,1,inf
is_amplifying,0,1,1,inf
is_divisor,0,1,1,inf
is_free,0,0,1,inf
is_rectangle,0,2,1,inf
is_right_triangle,0,1,1,inf
is_square,0,1,1,inf
is_subset,0,0,1,inf
is_unimodal,0,0,1,inf
isolated,0,0,1,inf
isolated_count,0,0,1,inf
item_name,0,0,1,inf
itm,0,0,1,inf
j_index,0,0,1,inf
j_vouchers,0,0,1,inf
joy,0,1,1,inf
jump_pos,0,1,1,inf
k_orig,0,0,1,inf
k_pow,0,0,1,inf
kayaks,0,1,1,inf
knight_moves,0,1,1,inf
knight_pos,0,1,1,inf
known_fav,0,0,1,inf
knows_any_language,0,0,1,inf
l_idx,0,0,1,inf
l_orig,0,0,1,inf
l_seq,0,0,1,inf
l_shift,0,0,1,inf
lane,0,1,2,inf
lang,0,2,2,inf
langs,0,1,1,inf
laptops,0,1,1,inf
last_arrival_time,0,0,1,inf
last_char,0,2,1,inf
last_email,0,0,1,inf
last_end,0,1,1,inf
last_exam_day,0,1,1,inf
last_first_row,0,0,1,inf
last_full,0,0,1,inf
last_inc,0,0,1,inf
last_len,0,1,1,inf
last_occurrence,0,1,1,inf
last_open,0,0,1,inf
last_partial,0,0,1,inf
last_platform_end,0,0,1,inf
last_segment_with_type,0,0,1,inf
last_time,0,0,1,inf
layer,0,1,1,inf
layer_index,0,0,1,inf
lcm_ab,0,0,1,inf
leader,0,2,1,inf
leave_cry,0,0,1,inf
left_a,0,0,1,inf
left_aisle,0,0,1,inf
left_birds,0,1,1,inf
left_block,0,0,1,inf
left_blocks,0,1,1,inf
left_bound,0,2,1,inf
left_candidate,0,0,1,inf
left_char,0,2,1,inf
left_choices,0,0,1,inf
left_equal,0,0,1,inf
left_factor,0,0,1,inf
left_hand,0,0,1,inf
left_idx,0,1,1,inf
left_in,0,0,1,inf
left_index,0,1,1,inf
left_len,0,1,2,inf
left_min,0,0,1,inf
left_most,0,0,1,inf
left_ptr,0,0,1,inf
left_spaces,0,0,1,inf
left_student,0,0,1,inf
left_wall,0,2,1,inf
left_window,0,1,1,inf
left_y,0,0,1,inf
leftmost,0,0,1,inf
len_a,0,1,1,inf
len_b,0,1,1,inf
len_cand,0,0,1,inf
len_m,0,0,1,inf
len_n,0,1,1,inf
len_one,0,0,1,inf
len_two,0,0,1,inf
length_c,0,1,1,inf
length_in_base7,0,0,1,inf
length_needed,0,0,1,inf
length_sq,0,0,1,inf
length_str,0,0,1,inf
letters,0,8,4,inf
letters_digits_pattern,0,0,1,inf
letters_in_segment,0,0,1,inf
letters_in_substring,0,0,1,inf
level_count,0,0,1,inf
lex,0,0,1,inf
lexemes,0,1,1,inf
library,0,1,1,inf
lies_in,0,0,1,inf
lightest,0,0,1,inf
likes_count,0,0,1,inf
liking_values,0,0,1,inf
limak_score,0,1,1,inf
limit_i,0,0,1,inf
line_nums,0,0,1,inf
lines_used,0,0,1,inf
lines_written,0,0,1,inf
login_lower,0,1,1,inf
longer_length,0,0,1,inf
longest,0,0,1,inf
longest_fibish_prefix,0,0,1,inf
longest_tail,0,0,1,inf
loss_factor,0,1,1,inf
low_cost_sum,0,0,1,inf
low_j,0,0,1,inf
low_x,0,0,1,inf
low_y,0,0,1,inf
low_z,0,0,1,inf
lower_fill,0,0,1,inf
lower_index,0,0,1,inf
lu1,0,0,1,inf
lu2,0,0,1,inf
lucky_numbers,0,2,1,inf
lucky_nums,0,0,1,inf
m_remainders,0,0,1,inf
major,0,0,1,inf
majority_parity,0,0,1,inf
males,0,1,1,inf
managers,0,1,1,inf
mapping,0,3,2,inf
mat_n,0,0,1,inf
match,0,4,3,inf
matched,0,0,1,inf
matched_all,0,0,1,inf
matches_per_box,0,0,1,inf
matches_taken,0,0,1,inf
matching,0,0,1,inf
matmul,0,0,1,inf
matpow,0,0,1,inf
max2,0,1,1,inf
maxDist,0,0,1,inf
max_add,0,1,2,inf
max_almost_pleased,0,0,1,inf
max_area,0,1,1,inf
max_attendees,0,0,1,inf
max_attractiveness,0,0,1,inf
max_beauty,0,2,2,inf
max_bourles,0,1,1,inf
max_break,0,2,1,inf
max_by_capacity,0,0,1,inf
max_c,0,0,1,inf
max_candidates,0,0,1,inf
max_capacity,0,2,1,inf
max_center_size,0,0,1,inf
max_char,0,1,1,inf
max_col,0,3,2,inf
max_d,0,0,2,inf
max_day,0,1,1,inf
max_day_off,0,0,1,inf
max_degree,0,1,1,inf
max_depth,0,4,2,inf
max_diff,0,1,1,inf
max_digit,0,1,1,inf
max_dim,0,0,1,inf
max_dist,0,3,1,inf
max_dist_sq,0,1,1,inf
max_down,0,0,1,inf
max_edges,0,2,1,inf
max_end,0,0,1,inf
max_extensions,0,0,1,inf
max_fare,0,1,1,inf
max_favs,0,1,1,inf
max_files,0,1,1,inf
max_future_price,0,0,1,inf
