Function Name,Frequency
convert_tf_checkpoint_to_pytorch,36
ResNetBottleneck,36
job,36
loss_single,36
__setitem__,35
val_dataloader,35
norm,35
supports_flat_params,35
config,35
weights_init,35
Net,35
init_weight,35
test_sequence_builders,35
resize_token_embeddings,35
unshape,35
rotate,35
set_tau,35
raw_file_names,35
processed_file_names,35
set_random_seed,34
reverse,34
apply,34
read,34
optim_parameters,34
get_current_visuals,34
serving,34
register_subcommand,34
genotype,34
is_dist_avail_and_initialized,33
pil_loader,33
get_logits,33
get_label,33
keys,33
Timer,33
_initialize_weights,33
RandomCrop,33
swish,33
GaussianBlur,33
tick,33
get_training_loss,33
max,32
validation_epoch_end,32
softmax,32
finalize,32
remove,32
setup_logger,32
_loss,32
_embedding,32
assign_targets,32
_get_bboxes_single,32
add_meter,31
hub_models,31
area,31
save_image,31
set_input,31
test_inference_no_head,31
docstring_decorator,31
prepare_seq2seq_batch,31
vocab,31
split_heads,31
on_batch_end,31
grad,31
print_network,30
build_backbone,30
all_gather,30
upgrade,30
output_layer,30
__contains__,30
_prepare_dirs,30
Flatten,30
on_train_end,30
BaseDataset,30
_linear,30
EncoderLayer,30
log_prob,30
default_loader,30
_resnet,30
initialize_network,30
norm2,30
_sample_pos,30
_sample_neg,30
reward,30
log_every,29
test_dataloader,29
after_train_iter,29
stop,29
prepare_for_onnx_export_,29
__add__,29
info,29
train_epoch,29
flatten,29
DropPath,29
test_inputs_embeds,29
on_log,29
apply_gradients,29
shift_tokens_right,29
with_pos_embed,29
is_image_file,29
get_alphas,29
get_embedded_ops,29
destroy,29
readConfiguration,29
init_distributed_mode,28
optimizer,28
set_num_updates,28
set_requires_grad,28
downgrade,28
put,28
accumulate,28
losses,28
flip,28
tensor2im,28
set_bias,28
mask_token,28
converted,28
max_position_embeddings,28
load_and_cache_examples,28
VisionTransformer,28
logger,28
ResidualBlock,28
mode,28
get_reward,28
format_results,28
get_compact_qobj,28
select_policy,28
setup_for_distributed,27
valid_step,27
make_generation_fast_,27
ResBlock,27
post_process,27
inference_step,27
apply_image,27
BasicLayer,27
_compute_logit,27
test_attention_outputs,27
get_activation,27
num_special_tokens_to_add,27
post_processor,27
InputFeatures,27
compare,27
VGG,27
window_partition,27
window_reverse,27
show,27
ProgressMeter,27
_get_batch_fmtstr,27
show_alphas,27
get_ann_info,27
runTest,27
get_num_layers,27
len,27
track,27
add_and_assert_specific_cfg,27
get_loader,26
save_on_master,26
update_config,26
decoder,26
_get_input_buffer,26
_set_input_buffer,26
load_dictionary,26
build_generator,26
Evaluator,26
InvertedResidual,26
apply_coords,26
benchmark_data,26
training,26
_energy,26
_prepare_for_class,26
get_bias,26
tie_weights,26
MultiHeadAttention,26
entropy,26
step_wait,26
init_offset,26
join,26
_create_behavior,26
_create_test_criteria,26
num_graphs,26
test_epoch_end,25
reduce_dict,25
exists,25
block,25
supports_memory_efficient_fp16,25
InputExample,25
build_evaluator,25
_load_from_state_dict,25
voc_ap,25
create_optimizer,25
PatchMerging,25
_init_fn,25
SSLModel,25
get_text,25
wrap,25
preprocess_function,25
test_rust_and_python_full_tokenizers,25
_attn,25
feed_forward_chunk,25
concat_all_gather,25
nms,25
conv_block,25
ImageFolder,25
_gen_grid,25
print_pass,25
generate_predicted_boxes,25
Scenario,25
_initialize,25
make_world,25
reset_world,25
build_criterion,24
Downsample,24
_get_lr,24
clone,24
get_scheduler,24
_preprocess,24
save_json,24
test_retain_grad_hidden_states_attentions,24
merge_heads,24
add_model_specific_args,24
load_weights,24
load_pickle,24
freeze_bn,24
new_epoch,24
GCN,24
integrate,24
_get_target_single,24
generate_prediction_dicts,24
hook,23
encoder,23
compute_accuracy,23
assertAlmostEqual,23
mean,23
_prepare_mir_repo,23
error,23
NLayerDiscriminator,23
after_step,23
interpolate,23
output_shape,23
get_mask,23
BaseModel,23
get_current_consistency_weight,23
vgg16,23
create_and_check_for_masked_lm,23
get_lm_head,23
get_results,23
save_pickle,23
get_optimizer,23
_get_clones,23
arch_parameters,23
initialise,23
is_collision,23
init_assigner_sampler,23
resume,22
apply_mask,22
cuda,22
forward_encoder,22
TransformerDecoder,22
TransformerEncoder,22
can_reuse_epoch_itr_across_epochs,22
postprocess,22
get_param,22
to_np,22
from_dict,22
get_version,22
FocalLoss,22
_step,22
parse_option,22
create_and_check_for_token_classification,22
test_for_pretraining,22
test_hidden_states_output,22
create_position_ids_from_input_ids,22
gen,22
measure_IoU,22
prepare_dataloader,22
simulate,22
__iadd__,22
expand,22
parse_config,22
generate_anchors,22
plot_results,22
observe,22
_initialize_actors,22
image_path_at,22
on_train_result,22
Lw,22
_execute_function,22
build_transform,21
aggregate,21
read_data,21
append,21
set_lr,21
valid,21
assertTensorEqual,21
build_dataloader,21
get_tokens,21
terminate,21
execute,21
DistributedSampler,21
_make_stage,21
run_step,21
Resize,21
SeparableConv2d,21
trunc_normal_,21
sigmoid,21
tokenizer,21
test_inference_masked_lm,21
prepare_for_tokenization,21
convert_ids_to_tokens,21
do_lower_case,21
BertLayer,21
DataProcessor,21
CenterCrop,21
RandomHorizontalFlip,21
_make_layers,21
augment,21
WindowAttention,21
default_params,21
make_model,21
init_hidden,21
calculate,21
_make_stem_layer,21
show_result,21
zero_init_last_bn,21
get_env_state,21
set_env_state,21
render1,21
learnable_params,21
get_args_parser,20
clip_grad_norm,20
mkdirs,20
PositionalEmbedding,20
update_state,20
sampling,20
finish,20
loss_fn,20
UNet,20
summarize,20
Visualizer,20
Backbone,20
get_name,20
update_ema_variables,20
GANLoss,20
debug,20
load_network,20
test_get_vocab,20
create_and_check_for_multiple_choice,20
create_and_check_for_question_answering,20
_expand_mask,20
init_mems,20
on_train_start,20
_encode,20
checkpoint_filter_fn,20
extract_feats,20
DenseNet,20
to_np2,20
rmfile,20
conv,20
resnext50_32x4d,20
resnext101_32x8d,20
weight_init,20
get_state,20
base_parameters,20
get_flop,20
get_arch_info,20
_build,20
_parse_ann_info,20
get_bboxes_single,20
setup_DA_params,20
_load_image_set_index,20
image_path_from_index,20
__transform_helper,20
compute_path_rewards,20
evaluate_detections,20
on_episode_start,20
binarize,19
restore,19
build_self_attention,19
TransformerEncoderLayer,19
TransformerDecoderLayer,19
_decode,19
scale,19
read_audio,19
get_features,19
to_device,19
invoke,19
val,19
ResnetBlock,19
MobileNetV2,19
replicate,19
Conv2d,19
freeze,19
cal_pair_dist,19
computer_corr_softmax,19
conv2d,19
save_images,19
run_test,19
dice,19
on_epoch_begin,19
attention,19
create_logger,19
_clamp_prob,19
pipeline,19
upsample,19
on_step_end,19
create_and_check_for_sequence_classification,19
_long_tensor,19
test_forward_signature,19
check_hidden_states_output,19
prepare_config_and_inputs_for_decoder,19
_encode_plus,19
_batch_encode_plus,19
get_prefix_bias_name,19
project,19
BertAttention,19
method,19
validation,19
load_from,19
mutate,19
normal_init,19
_bbox_forward_train,19
gt_roidb,19
competition_mode,19
synchronize,18
gather,18
before_run,18
translate,18
bytes_to_unicode,18
add_arguments,18
cross_entropy,18
register_hook,18
_progress,18
iterate,18
preprocess_text,18
push,18
set,18
_need_work_dir,18
pre_invoke,18
DataLoader,18
_sample,18
ConvBlock,18
perturb,18
reduce_tensor,18
accimage_loader,18
to_numpy,18
protocol_parse_general,18
unk_id,18
load_vocab,18
set_param,18
BertSelfAttention,18
BertIntermediate,18
BertOutput,18
BertEncoder,18
BertLMPredictionHead,18
BertModel,18
simple_accuracy,18
flatten_list,18
load_models,18
convert_examples_to_features,18
Cutout,18
ResNet18,18
rand_bbox,18
get_hash,18
_dequeue_and_enqueue,18
make_layer,18
_gen_world,18
wide_resnet50_2,18
wide_resnet101_2,18
rescale,18
forward_gdas,18
DataGenerator,18
adapt_search_space,18
make_layers,18
distance,18
after_train_epoch,18
get_action,18
run_online_evaluation,18
create_groundtruth_database,18
iou,18
ThreadWithReturnValue,18
get_template_prediction,18
generate_single_sample_dict,18
decode_torch,18
forward_cl,18
HyperParamSearchCallbacks,18
lin_func,18
max_decoder_positions,17
open,17
buffered_future_mask,17
PositionwiseFeedForward,17
_compute_loss,17
is_beginning_of_word,17
get_target,17
is_valid,17
infer,17
one_hot,17
_run,17
_mock_run_func,17
bind_to_subparsers,17
create_mask,17
brightness,17
_output_size,17
cat,17
out_channels,17
set_flag_fix_ssl,17
_get_in_out_indx,17
save_network,17
resnet,17
test_vocab_size,17
test_tokenizer_integration,17
create_and_check_decoder_model_past_large_inputs,17
test_decoder_model_past_with_large_inputs,17
create_position_ids_from_inputs_embeds,17
_make_causal_mask,17
set_embed_tokens,17
Embeddings,17
get_size,17
BertEmbeddings,17
BertSelfOutput,17
get_scores,17
embed,17
load_pretrained,17
TrainOptions,17
add_hook,17
prepare_visualization,17
pre_process,17
SwinTransformerBlock,17
make_env,17
get_points,17
_parse,17
GCNConv,17
compute_gradients,17
smooth_l1_loss,17
_import_symbols,17
_build_model,17
__mul__,17
end,17
_filter_imgs,17
transpose,17
limit_period,17
get_cat_ids,17
transfer_weights,17
forward_with_features,17
_get_default_path,17
contains,17
from_data_list,17
_bbox_forward,17
image_id_at,17
loss_cl,17
clean,16
stride,16
filter_indices_by_size,16
ConcatDataset,16
identity,16
g,16
build_lr_scheduler,16
__hash__,16
get_path,16
get_feats,16
__new__,16
run_with_args,16
prepare_model,16
scatter,16
get_extensions,16
_check_branches,16
_make_one_branch,16
_make_branches,16
apply_segmentation,16
contrast,16
init_net,16
get_infos,16
moving_average,16
to_tuple,16
_download,16
get_image_paths,16
get_latent,16
test_convert_token_and_id,16
test_pretokenized_inputs,16
get_rust_tokenizer,16
test_resize_tokens_embeddings,16
from_json_file,16
adjust_logits_during_generation,16
is_done,16
ff_chunk,16
create_sinusoidal_embeddings,16
n_token,16
eval_iter,16
RandomErasing,16
average,16
save_models,16
get_output_hook,16
ResNet50,16
save_img,16
feed_data,16
__ne__,16
Classifier,16
get_depth_choices,16
conv_forward,16
random,16
set_params,16
sim,16
val_step,16
bbox_overlaps,16
subgraph,16
closure,16
_init_modules,16
construct,16
get_dr,16
_mask_forward_train,16
simple_test_bboxes,16
store,16
save_data,16
set_state,16
learn,16
_write_voc_results_file,16
_do_python_eval,16
init_bbox_head,16
init_mask_head,16
NSE,16
checkpoint,15
model_eval,15
RobertaClassificationHead,15
default,15
is_empty,15
get_iterator,15
remove_punc,15
build_loss,15
get_result,15
align,15
inner,15
get_block_size,15
_make_fuse_layers,15
_make_transition_layer,15
_load_file,15
ASPP,15
BottleneckBlock,15
plan,15
onnx_export,15
patients_to_slices,15
get_target_tensor,15
lambda_rule,15
post_processing,15
_transform,15
has_file_allowed_extension,15
FrontEnd,15
BackEnd,15
FeatLossModule,15
_get_target_vec,15
__inference,15
__forward_single_view,15
__forward_multi_view,15
ConvLayer,15
make_noise,15
on_evaluate,15
_is_whitespace,15
values,15
items,15
bos_token,15
eos_token,15
unk_token,15
pad_token,15
optimize,15
generator,15
init_index,15
Cell,15
BertPooler,15
mask_tokens,15
_parse_and_tokenize,15
AttrDict,15
norm_cdf,15
train_iter,15
_upsample_add,15
RandomRotate,15
init_func,15
build_graph,15
create_dataset,15
Network,15
Registry,15
get_device,15
color,15
step_async,15
CrossEntropyLoss,15
action,15
invert,15
add_argparse_args,15
Classification,15
process_batch,15
_get_activation_fn,15
ResLayer,15
forward_post,15
forward_pre,15
init_param,15
initialize_optimizer_and_scheduler,15
get_box_reg_layer_loss,15
get_lidar,15
enable,15
rpn_roidb,15
_load_rpn_roidb,15
_load_pascal_annotation,15
_get_comp_id,15
_get_voc_results_file_template,15
_do_matlab_eval,15
forward_without_features,15
printAlgorConfig,15
_conv_filter,14
url_to_filename,14
cached_path,14
http_get,14
get_from_cache,14
SelfAttention,14
quantize,14
initialize_output_tokens,14
stack,14
register_classification_head,14
dtype,14
_save,14
get_score,14
read_file,14
stats,14
center_crop,14
AdaptAppResponse,14
prepare_training,14
_load,14
conv_bn,14
pop,14
after_train,14
_init,14
retrieve,14
FPN,14
set_swish,14
Swish,14
cosine_scheduler,14
Transition,14
get_epoch_values,14
get_update_values,14
DatasetFolder,14
get_arguments,14
test_generate_fp16,14
test_saved_model_creation,14
get_pretrained_model,14
on_prediction_step,14
is_fast,14
convert_tokens_to_ids,14
n_gpu,14
sep_token,14
cls_token,14
additional_special_tokens,14
run_model,14
Conv1D,14
linear,14
get_masks,14
DecoderLayer,14
BertPredictionHeadTransform,14
BertOnlyMLMHead,14
PositionalEncoding,14
grid_anchors,14
tokenize_function,14
cross_entropy_loss,14
_no_grad_trunc_normal_,14
get_root_logger,14
SEModule,14
AlexNet,14
adjust_lr,14
ReLUConvBN,14
SepConv,14
Zero,14
get_option_setter,14
callback,14
get_metrics,14
rollout,14
create_dataloader,14
init_model,14
configure,14
path,14
parameters,14
Rotate,14
RandAugment,14
get_final_architecture,14
test_update,14
filename,14
get_click_probs,14
get_anchors,14
aug_test_bboxes,14
MaskedConv2d,14
multi_gpu_test,14
map_labels,14
get_lr_,14
show_results,14
children,14
get_cls_layer_loss,14
get_output_feature_dim,14
module_str,14
build_from_config,14
trans_reshape,14
bev_reshape,14
Nw,14
divided_region_mask,14
preload,13
ImageList,13
build_scheduler,13
detokenize,13
upgrade_state_dict,13
RobertaModel,13
cumsum,13
mask,13
weight,13
param_groups,13
build_dictionary,13
check_args,13
get_batch_iterator,13
Preprocessing,13
done,13
get_extended_attention_mask,13
search,13
add_labels,13
test_invoker_00,13
cleanup,13
build_train_loader,13
apply_transform,13
before_step,13
_infer_shape,13
crop_and_resize,13
size_divisibility,13
RPN,13
_open,13
build_conv_block,13
dice_loss,13
PreActBottleneck,13
intersect,13
im2tensor,13
upfirdn2d,13
log_metrics,13
write_model_card,13
eos_token_id,13
shape_list,13
get_encoder_decoder_model,13
beam_search,13
get_embed_tokens,13
decompose,13
get_batch,13
BertForPreTraining,13
Split,13
format_time,13
to_list,13
chunks,13
BaseTrainer,13
ColorJitter,13
load_pretrained_model,13
setup_logging,13
TestOptions,13
GroupingOperation,13
readme,13
resnet32,13
ResNet34,13
add_images,13
FactorizedReduce,13
ResNet101,13
show_image,13
backward_G,13
get_current_losses,13
testEvaluation,13
extract_backbone_features,13
random_crop,13
update_label,13
update_data,13
nondist_validation,13
setup_optimizers,13
get_train_data,13
get_weight,13
downsample,13
fn,13
Policy,13
on_train_epoch_start,13
TwoCropsTransform,13
precook,13
cook_refs,13
get_paths,13
Transform,13
loadFile,13
CustomDataset,13
build_norm_layer,13
extract_feature,13
generate_parameters,13
generate_fake,13
tic,13
toc,13
_predict,13
collate_batch,13
grow,13
lr,13
FCNHead,13
reshape,13
set_split,13
build_losses,13
post_forward,13
from_pts,13
get_dense_grid_points,13
check_norm_state,13
node_drop,13
selective_search_roidb,13
_load_selective_search_roidb,13
_process,13
DeepLab,13
_get_points_single,13
covariance,13
predictForRating,13
Fully_connected_layer,13
DWConv,12
_load_checkpoint_for_ema,12
all_reduce_grads,12
maybe_layer_norm,12
register_model,12
get_padding,12
remove_weight_norm,12
build_fc1,12
build_fc2,12
end_of_epoch,12
noising,12
encode_line,12
_pad,12
multiply_grads,12
step_begin_epoch,12
dataset,12
result_string,12
A,12
test_padding,12
setUpInput,12
post_attention,12
get_images,12
DoubleConv,12
test_evaluate,12
load_url,12
before_train,12
DeformConv,12
voc_eval,12
RandomFlip,12
dump,12
get_output,12
iter,12
_init_box_head,12
_get_local_path,12
get_norm_layer,12
define_G,12
define_D,12
linear_rampup,12
DiceLoss,12
get_actions,12
find_classes,12
on_validation_end,12
parse_line,12
get_current_errors,12
l2,12
psnr,12
rgb2lab,12
mean_latent,12
FusedLeakyReLU,12
fused_leaky_relu,12
upfirdn2d_native,12
format,12
test_save_load_strict,12
test_call,12
test_initialization,12
on_init_end,12
get_datasets,12
to_json_file,12
_add_tokens,12
_convert_token_to_id_with_added_voc,12
get_input_ids,12
AdamW,12
mish,12
pad_token_id,12
batch_decode,12
save_state,12
normalizer,12
convert_coco_poly_to_mask,12
sigmoid_focal_loss,12
_get_src_permutation_idx,12
positional_encoding,12
reset_memory_length,12
BertForMaskedLM,12
BertForSequenceClassification,12
load_dpr_model,12
prepare_dataset,12
AnchorGenerator,12
get_classes,12
get_transforms,12
get_state_dict,12
sampleShape,12
FurthestPointSampling,12
BallQuery,12
QueryAndGroup,12
_compile,12
to_3D_np,12
args_to_config,12
setting_for_system,12
setting_for_path,12
setting_for_dataset_path,12
setting_for_image_param,12
setting_for_save,12
init_training_settings,12
BasicConv2d,12
save_result,12
single_gpu_test,12
get_obs,12
_load_data,12
decorator,12
intersection,12
begin,12
forward_darts,12
save_obj,12
lerp,12
Reshape,12
padding,12
run_training,12
nms_gpu,12
process_data,12
make_coco_transforms,12
reset_length,12
__sub__,12
build_detector,12
ResNeXt,12
next_batch,12
vit_base,12
get_img_info,12
_on_step,12
knn,12
nf,12
beta,12
draw,12
foo,12
sdf,12
get_shape,12
cluster_driver,12
get_test_data,12
setG,12
get_backbone,12
before_reset,12
GNN,12
to_grid_coord,12
get_center_sampled_feat,12
get_theta_sampled_feat,12
get_wlh_sampled_feat,12
forward_spatial,12
sample_observations_from_factors,12
conv1x1x1,12
update_registry_for_model,12
widget_js,12
edge_pert,12
attr_mask,12
get_bn_before_relu,12
OverlapPatchEmbed,11
_random_scale,11
tokens,11
string,11
filename_to_url,11
fill_with_neg_inf,11
smoothed_value,11
base_lm_architecture,11
ConvTBC,11
forward_embedding,11
CamembertModel,11
next_epoch_itr,11
iterations_in_epoch,11
n,11
add_item,11
attr,11
get_log_prob,11
SinusoidalPositionalEmbedding,11
params,11
Adafactor,11
_get_options,11
DummyDataset,11
tearDownClass,11
Predictor,11
Down,11
Up,11
OutConv,11
update_model,11
get_activations,11
calculate_frechet_distance,11
calculate_activation_statistics,11
InceptionV3,11
GELU,11
TorchTestCase,11
assertTensorClose,11
CallbackContext,11
execute_replication_callbacks,11
DataParallelWithCallback,11
patch_replication_callback,11
new_replicate,11
_sum_ft,11
_unsqueeze_ft,11
_SynchronizedBatchNorm,11
SynchronizedBatchNorm1d,11
SynchronizedBatchNorm2d,11
SynchronizedBatchNorm3d,11
__data_parallel_replicate__,11
_data_parallel_master,11
_compute_mean_std,11
FutureResult,11
SlavePipe,11
SyncMaster,11
run_slave,11
register_slave,11
run_master,11
nr_slaves,11
get_metadata,11
ModulatedDeformConv,11
FrozenBatchNorm2d,11
draw_text,11
_forward_box,11
Node,11
inference_my,11
general_standard_nms_postprocessing,11
initialize_weights,11
on_train_batch_end,11
smooth,11
ReplayBuffer,11
output_num,11
on_test_end,11
FusedLeakyReLUFunctionBackward,11
FusedLeakyReLUFunction,11
UpFirDn2dBackward,11
UpFirDn2d,11
create_and_check_decoder_model_past,11
create_and_check_decoder_model_attention_mask_past,11
test_decoder_model_past,11
test_for_next_sequence_prediction,11
check_loss_output,11
_assert_tensors_equal,11
gelu_new,11
_get_resized_embeddings,11
add_special_tokens,11
_resize_final_logits_bias,11
moses_punct_norm,11
moses_tokenize,11
moses_pipeline,11
_max_by_axis,11
box_iou,11
loss_labels,11
contrastive_loss,11
RobertaForSequenceClassification,11
load_tf_weights_in_bert,11
BertPreTrainingHeads,11
BertPreTrainedModel,11
BertForNextSentencePrediction,11
BertForMultipleChoice,11
BertForTokenClassification,11
BertForQuestionAnswering,11
normalize_answer,11
white_space_fix,11
lower,11
print_and_log,11
_read_csv,11
mse_loss,11
get_network,11
get_sha,11
ThreeNN,11
ThreeInterpolate,11
resnet20,11
Data,11
add_header,11
BaseOptions,11
testTrainEvalWithReuse,11
main_test,11
main_train,11
read_json,11
draw_polyline,11
make_cuda_ext,11
no_weight_decay_keywords,11
reduce_loss,11
save_pkl,11
compute_iou,11
get_data_loaders,11
toggle,11
insert,11
load_images,11
Scale,11
get_item,11
equalize,11
posterize,11
solarize,11
sharpness,11
shear_x,11
shear_y,11
normalize_points,11
get_type,11
sanity_check,11
Solarize,11
_momentum_update_key_encoder,11
cook_test,11
Color,11
parse_requirements,11
get_checkpointables,11
GraphConvolution,11
hook_fn,11
add_image,11
cset,11
init_logger,11
solve_inner,11
unmap,11
detectron_weight_mapping,11
Residual,11
get_query_result_list,11
random_growth,11
momentum_growth,11
WideResNet,11
load_obj,11
arg_parse,11
build_head,11
kaiming_init,11
norm3,11
with_rpn,11
with_neck,11
interpolate_pos_encoding,11
clean_data,11
_load_checkpoint,11
_accuracy,11
make_divisible,11
save_buffer,11
dense,11
run_iteration,11
finish_online_evaluation,11
get_properties_for_stage,11
feature_adjacency,11
sgnroot,11
row_normalize,11
num_classes,11
make_fc_layers,11
np2th,11
_fwd,11
hist,11
diag,11
roi_grid_pool,11
get_global_grid_points_of_roi,11
getHandler,11
get_done,11
vit_small,11
conv1x3x3,11
conv3x1x1,11
__read_data__,11
DNet,11
get_trajectories,11
_build_default_pipeline,11
_mask_forward,11
widget_html,11
to_,11
set_state_dict,11
re_forward,11
graphcl,11
vgae,11
PeriodicPadding2D,11
PeriodicConv2D,11
convblock,11
build_resnet_cnn,11
preprocess_data,10
random_sample,10
_resize_img,10
DistOptimizerHook,10
lr_scheduler,10
_build_optimizer,10
is_better,10
make_positions,10
elapsed_time,10
all_reduce,10
AttentionLayer,10
build_decoder_layer,10
RobertaLMHead,10
client,10
num_tokens_vec,10
batch_by_size,10
add_symbol,10
from_config_dict,10
apply_sparse_mask,10
override_config,10
feed,10
result,10
predict_loop,10
Brightness,10
_deprepare_dirs,10
_parse_args,10
task_pre_invoke,10
register_subtasks,10
Resnet,10
test_resize,10
build_test_loader,10
hflip,10
forward_with_given_boxes,10
_compute_values,10
_postprocess,10
EvalHook,10
update_stats,10
_infinite_indices,10
_get_supported_prefixes,10
get_noise,10
get_stats,10
ssim,10
DownBlock,10
decode_segmap,10
ImageDataset,10
get_parameter_groups,10
set_step,10
on_save_checkpoint,10
get_value,10
wav_aug_wrapper,10
wav_aug_wrapper_val,10
predict_proba,10
alexnet,10
normalize_tensor,10
Blur,10
test_torch_encode_plus_sent_to_model,10
test_inference_classification_head,10
check_encoder_decoder_model_standalone,10
test_encoder_decoder_model_standalone,10
create_and_check_lm_head_model,10
test_output_embeds_base_model,10
RepeatDataset,10
_is_control,10
_is_punctuation,10
gradients,10
get_token,10
bos_token_id,10
unk_token_id,10
mask_token_id,10
max_len_single_sentence,10
max_len_sentences_pair,10
src_lang,10
set_tgt_lang_special_tokens,10
set_decoder,10
