Skipped LLM_code/arxiv_dataset/2025/Q1/FracTrain/fractrain_cifar/util_swa.py: invalid syntax (<unknown>, line 55)
Skipped LLM_code/arxiv_dataset/2025/Q1/MetaTrinity/MetaTrinity/Scripts/._MetaTrinity.py: 'utf-8' codec can't decode byte 0xb0 in position 37: invalid start byte
Skipped LLM_code/arxiv_dataset/2025/Q1/MetaTrinity/MetaTrinity/Scripts/._read_mapping.py: 'utf-8' codec can't decode byte 0xb0 in position 37: invalid start byte
Skipped LLM_code/arxiv_dataset/2025/Q1/MetaTrinity/MetaTrinity/Scripts/._containment_search.py: 'utf-8' codec can't decode byte 0xb0 in position 37: invalid start byte
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/efficientnet/efficientnet-b3_8xb32_in1k_EDIT.py: invalid syntax (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/convnext_v2/convnext-v2-base_32xb32_in1k_EDIT.py: invalid syntax (<unknown>, line 44)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/shufflenet_v1/shufflenet-v1-1x_16xb64_in1k_EDIT.py: invalid syntax (<unknown>, line 15)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/datasets/EDIT_bs128_mbv3.py: invalid syntax (<unknown>, line 4)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/datasets/EDIT_bs32.py: invalid syntax (<unknown>, line 4)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/datasets/EDIT_bs128_poolformer_small_224.py: invalid syntax (<unknown>, line 4)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/datasets/EDIT_bs32_pil_resize.py: invalid syntax (<unknown>, line 4)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/datasets/EDIT_bs64_swin_224.py: invalid syntax (<unknown>, line 4)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/datasets/EDIT_bs64_pil_resize.py: invalid syntax (<unknown>, line 4)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/datasets/EDIT_bs64_t2t_224.py: invalid syntax (<unknown>, line 4)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/datasets/EDIT_bs64_swin_256.py: invalid syntax (<unknown>, line 4)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/models/efficientformer-l1_EDIT.py: invalid syntax (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/models/inception_v3_EDIT.py: invalid syntax (<unknown>, line 4)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/models/shufflenet_v1_1x_EDIT.py: invalid syntax (<unknown>, line 8)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/models/vit-base-p16_EDIT.py: invalid syntax (<unknown>, line 20)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/models/vgg16_EDIT.py: invalid syntax (<unknown>, line 4)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/models/t2t-vit-t-14_EDIT.py: invalid syntax (<unknown>, line 29)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/models/resnet50_EDIT.py: invalid syntax (<unknown>, line 13)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/models/efficientnet_b3_EDIT.py: invalid syntax (<unknown>, line 8)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/models/shufflenet_v2_1x_EDIT.py: invalid syntax (<unknown>, line 8)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/models/convnext_v2/base_EDIT.py: invalid syntax (<unknown>, line 13)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/models/efficientnet_v2/efficientnetv2_s_EDIT.py: invalid syntax (<unknown>, line 8)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/models/convnext/convnext-base_EDIT.py: invalid syntax (<unknown>, line 7)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/models/swin_transformer_v2/base_256_EDIT.py: invalid syntax (<unknown>, line 12)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/models/mobilevit/mobilevit_s_EDIT.py: invalid syntax (<unknown>, line 8)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/models/conformer/base-p16_EDIT.py: invalid syntax (<unknown>, line 9)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/models/swin_transformer/base_224_EDIT.py: invalid syntax (<unknown>, line 9)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/_base_/models/mobilenet_v3/mobilenet_v3_small_EDIT.py: invalid syntax (<unknown>, line 8)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/efficientnet_v2/efficientnetv2-m_8xb32_in21k_EDIT.py: invalid syntax (<unknown>, line 13)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/efficientnet_v2/efficientnetv2-s_8xb32_in21k_EDIT.py: invalid syntax (<unknown>, line 9)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/convnext/convnext-base_32xb128_in1k_EDIT.py: invalid syntax (<unknown>, line 32)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/swin_transformer_v2/swinv2-base-w16_16xb64_in1k-256px_EDIT.py: invalid syntax (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/swin_transformer_v2/swinv2p1-base-w16_16xb64_in1k-256px_EDIT.py: invalid syntax (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/vision_transformer/vit-base-p16_64xb64_in1k-384px_EDIT.py: invalid syntax (<unknown>, line 45)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/t2t_vit/t2t-vit-t-14_8xb64_in1k_EDIT.py: invalid syntax (<unknown>, line 58)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/mobilevit/mobilevit-small_8xb128_in1k_EDIT.py: invalid syntax (<unknown>, line 40)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/conformer/conformer-base-p16_8xb128_in1k_EDIT.py: invalid syntax (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/swin_transformer/swin-base_16xb64_in1k_EDIT.py: invalid syntax (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/shufflenet_v2/shufflenet-v2-1x_16xb64_in1k_EDIT.py: invalid syntax (<unknown>, line 15)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/efficientformer/efficientformer-l1_8xb128_in1k_EDIT.py: invalid syntax (<unknown>, line 15)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/inception_v3/inception-v3_8xb32_in1k_EDIT.py: invalid syntax (<unknown>, line 29)
Skipped LLM_code/arxiv_dataset/2025/Q1/fca/configs/mobilenet_v3/mobilenet-v3-small_8xb128_in1k_EDIT.py: invalid syntax (<unknown>, line 36)
Skipped LLM_code/arxiv_dataset/2025/Q1/HuRef/stylegan2/dnnlib/util.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2025/Q1/HuRef/stylegan2/dnnlib/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2025/Q1/HuRef/stylegan2/torch_utils/persistence.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2025/Q1/HuRef/stylegan2/torch_utils/misc.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2025/Q1/HuRef/stylegan2/torch_utils/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2025/Q1/HuRef/stylegan2/torch_utils/ops/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2025/Q1/AutoMathText/src/process-arxiv-data.py: unterminated string literal (detected at line 54) (<unknown>, line 54)
Skipped LLM_code/arxiv_dataset/2025/Q1/OpenStereo/stereo/modeling/__init__.py: invalid syntax (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2025/Q1/medianshape/medianshape/inout.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 32)
Skipped LLM_code/arxiv_dataset/2025/Q1/medianshape/medianshape/experiment/median/currentdemo.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 27)
Skipped LLM_code/arxiv_dataset/2025/Q1/medianshape/medianshape/experiment/median/mediandemo2d.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 47)
Skipped LLM_code/arxiv_dataset/2025/Q1/medianshape/medianshape/experiment/median/mediansurfdemo3d.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 39)
Skipped LLM_code/arxiv_dataset/2025/Q1/medianshape/medianshape/experiment/median/mediandemo3d.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 57)
Skipped LLM_code/arxiv_dataset/2025/Q1/medianshape/medianshape/experiment/median/test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 96)
Skipped LLM_code/arxiv_dataset/2025/Q1/medianshape/medianshape/experiment/msfn/msfndemo3d.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 38)
Skipped LLM_code/arxiv_dataset/2025/Q1/medianshape/medianshape/experiment/deform/deformdemo2d.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 39)
Skipped LLM_code/arxiv_dataset/2025/Q1/medianshape/medianshape/experiment/deform/deformdemo3d.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 34)
Skipped LLM_code/arxiv_dataset/2025/Q1/medianshape/medianshape/viz/plot3d.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 70)
Skipped LLM_code/arxiv_dataset/2025/Q1/medianshape/medianshape/simplicial/mesh.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 97)
Skipped LLM_code/arxiv_dataset/2025/Q1/medianshape/medianshape/simplicial/pointgen3d.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 64)
Skipped LLM_code/arxiv_dataset/2025/Q1/medianshape/medianshape/simplicial/surfgen.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 136)
Skipped LLM_code/arxiv_dataset/2025/Q1/medianshape/medianshape/core/median_tu.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 59)
Skipped LLM_code/arxiv_dataset/2025/Q1/medianshape/medianshape/core/median.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 78)
Skipped LLM_code/arxiv_dataset/2025/Q1/medianshape/medianshape/core/lp_solver.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 48)
Skipped LLM_code/arxiv_dataset/2025/Q1/EMERGE/rag/merge_splits.py: expected an indented block after 'if' statement on line 49 (<unknown>, line 58)
Skipped LLM_code/arxiv_dataset/2025/Q1/REU-2024/src/ethz_piksi_ros/piksi_multi_rtk_ros/src/piksi_multi_rtk_ros/piksi_multi.py: leading zeros in decimal integer literals are not permitted; use an 0o prefix for octal integers (<unknown>, line 724)
Skipped LLM_code/arxiv_dataset/2025/Q1/REU-2024/src/ethz_piksi_ros/piksi_multi_rtk_ros/src/piksi_multi_rtk_ros/UdpHelpers.py: multiple exception types must be parenthesized (<unknown>, line 40)
Skipped LLM_code/arxiv_dataset/2025/Q1/REU-2024/src/ethz_piksi_ros/piksi_v2_rtk_ros/utils/bag_to_csv.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2025/Q1/REU-2024/src/ethz_piksi_ros/piksi_v2_rtk_ros/src/UdpHelpers.py: multiple exception types must be parenthesized (<unknown>, line 40)
Skipped LLM_code/arxiv_dataset/2025/Q1/REU-2024/src/architecture/lane_detectors_pkg/scripts/DeepLSD/third_party/pytlbd/googletest/googletest/scripts/gen_gtest_pred_impl.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 311)
Skipped LLM_code/arxiv_dataset/2025/Q1/REU-2024/src/architecture/lane_detectors_pkg/scripts/DeepLSD/third_party/pytlbd/googletest/googletest/scripts/release_docs.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 130)
Skipped LLM_code/arxiv_dataset/2025/Q1/REU-2024/src/architecture/lane_detectors_pkg/scripts/DeepLSD/third_party/pytlbd/googletest/googletest/scripts/upload.py: leading zeros in decimal integer literals are not permitted; use an 0o prefix for octal integers (<unknown>, line 396)
Skipped LLM_code/arxiv_dataset/2025/Q1/LongGenBench/Evalution/eval.py: invalid syntax (<unknown>, line 55)
Skipped LLM_code/arxiv_dataset/2025/Q1/REC/training/SFT_trainer_70B.py: invalid syntax (<unknown>, line 178)
Skipped LLM_code/arxiv_dataset/2025/Q1/Personalized-Lip-Reading/fairseq/examples/adaptive_span/truncated_bptt_lm_task.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2025/Q1/Medical_Image_Analysis/AM_MRG/models/AM_MRG.py: unindent does not match any outer indentation level (<unknown>, line 52)
Skipped LLM_code/arxiv_dataset/2025/Q1/GEnBP/mp_030a_sysid_ns2d_sanity.py: invalid syntax (<unknown>, line 4)
Skipped LLM_code/arxiv_dataset/2025/Q1/GEnBP/mp_031a_emulate_ns2d_sanity.py: expected an indented block after function definition on line 99 (<unknown>, line 101)
Skipped LLM_code/arxiv_dataset/2025/Q1/GEnBP/mp_030e_factor_graph_sysid_ns2d_noise.py: invalid syntax (<unknown>, line 7)
Skipped LLM_code/arxiv_dataset/2025/Q1/GEnBP/physics_002_ns2d.py: invalid syntax (<unknown>, line 4)
Skipped LLM_code/arxiv_dataset/2025/Q1/PromptExtractionEval/data/preprocess_legalLAMA.py: expected an indented block after function definition on line 361 (<unknown>, line 369)
Skipped LLM_code/arxiv_dataset/2025/Q1/SCB-dataset/EvaluationMethod/LSTM/LSTM.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2025/Q1/gfe/config/config_mnist_tnse.py: invalid syntax (<unknown>, line 2)
Skipped LLM_code/arxiv_dataset/2025/Q1/gfe/config/config_mnist_test_tsne.py: invalid syntax (<unknown>, line 2)
Skipped LLM_code/arxiv_dataset/2025/Q1/human-activity-recognition-in-an-open-world/tests/sanity_kinetics_unified_dataframe_subsetting.py: invalid syntax (<unknown>, line 224)
Skipped LLM_code/arxiv_dataset/2025/Q1/human-activity-recognition-in-an-open-world/arn/models/novelty_recog/predictor.py: invalid syntax (<unknown>, line 165)
Skipped LLM_code/arxiv_dataset/2025/Q1/human-activity-recognition-in-an-open-world/arn/models/novelty_recog/dpgmm.py: expected ':' (<unknown>, line 53)
Skipped LLM_code/arxiv_dataset/2025/Q1/americasnlp-2023-sheffield/fairseq/examples/adaptive_span/truncated_bptt_lm_task.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2025/Q1/Slow_Thinking_with_LLMs/OpenRLHF-STILL/openrlhf/cli/train_ppo.py: invalid syntax (<unknown>, line 215)
Skipped LLM_code/arxiv_dataset/2025/Q1/RadarDistill/pcdet/datasets/kitti/kitti_object_eval_python/evaluate.py: invalid syntax (<unknown>, line 5)
Skipped LLM_code/arxiv_dataset/2025/Q1/MDMT-Public/dataloader.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 11)
Skipped LLM_code/arxiv_dataset/2025/Q1/SQL-Injection-Jailbreak/safe_eval.py: unexpected indent (<unknown>, line 39)
Skipped LLM_code/arxiv_dataset/2025/Q1/CISS/experiments.py: invalid syntax (<unknown>, line 406)
Skipped LLM_code/arxiv_dataset/2025/Q1/MonoDETR/lib/datasets/kitti/kitti_eval_python/evaluate.py: invalid syntax (<unknown>, line 4)
Skipped LLM_code/arxiv_dataset/2025/Q1/dialect_bias_eval/demo_detect/emoji.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 96)
Skipped LLM_code/arxiv_dataset/2025/Q1/dialect_bias_eval/demo_detect/.ipynb_checkpoints/emoji-checkpoint.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 96)
Skipped LLM_code/arxiv_dataset/2025/Q1/Auto-NBA/utils.py: invalid syntax (<unknown>, line 27)
Skipped LLM_code/arxiv_dataset/2025/Q1/fkc-diffusion/applications/molecules/dual_target_sbdd/scripts/evaluate_reference.py: unmatched ')' (<unknown>, line 149)
Skipped LLM_code/arxiv_dataset/2025/Q1/CONIC_Pathology_AI/scripts/eval_hv_ensemble.py: invalid syntax (<unknown>, line 165)
Skipped LLM_code/arxiv_dataset/2025/Q1/LEAP/leap_Hetero.py: unindent does not match any outer indentation level (<unknown>, line 163)
Skipped LLM_code/arxiv_dataset/2025/Q1/LEAP/leap.py: unindent does not match any outer indentation level (<unknown>, line 123)
Skipped LLM_code/arxiv_dataset/2025/Q1/gpudrive/setup.py: ':' expected after dictionary key (<unknown>, line 9)
Skipped LLM_code/arxiv_dataset/2025/Q1/Adam_Initialization/DCGAN/utils/style_ops/.___init__.py: 'utf-8' codec can't decode byte 0xb0 in position 37: invalid start byte
Skipped LLM_code/arxiv_dataset/2025/Q1/Adam_Initialization/DCGAN/utils/style_ops/._conv2d_resample.py: 'utf-8' codec can't decode byte 0xb0 in position 37: invalid start byte
Skipped LLM_code/arxiv_dataset/2025/Q1/Adam_Initialization/DCGAN/utils/style_ops/._grid_sample_gradfix.py: 'utf-8' codec can't decode byte 0xb0 in position 37: invalid start byte
Skipped LLM_code/arxiv_dataset/2025/Q1/Adam_Initialization/DCGAN/utils/style_ops/._fma.py: 'utf-8' codec can't decode byte 0xb0 in position 37: invalid start byte
Skipped LLM_code/arxiv_dataset/2025/Q1/Adam_Initialization/DCGAN/utils/style_ops/._bias_act.py: 'utf-8' codec can't decode byte 0xb0 in position 37: invalid start byte
Skipped LLM_code/arxiv_dataset/2025/Q1/Adam_Initialization/DCGAN/utils/style_ops/._conv2d_gradfix.py: 'utf-8' codec can't decode byte 0xb0 in position 37: invalid start byte
Skipped LLM_code/arxiv_dataset/2025/Q1/Adam_Initialization/DCGAN/utils/style_ops/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2025/Q1/Adam_Initialization/DCGAN/utils/style_ops/._upfirdn2d.py: 'utf-8' codec can't decode byte 0xb0 in position 37: invalid start byte
Skipped LLM_code/arxiv_dataset/2025/Q1/Adam_Initialization/DCGAN/utils/style_ops/dnnlib/._util.py: 'utf-8' codec can't decode byte 0xb0 in position 37: invalid start byte
Skipped LLM_code/arxiv_dataset/2025/Q1/Adam_Initialization/DCGAN/utils/style_ops/dnnlib/.___init__.py: 'utf-8' codec can't decode byte 0xb0 in position 37: invalid start byte
Skipped LLM_code/arxiv_dataset/2025/Q1/Adam_Initialization/DCGAN/utils/style_ops/dnnlib/util.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2025/Q1/Adam_Initialization/DCGAN/utils/style_ops/dnnlib/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2025/Q1/TransRef/test.py: invalid syntax (<unknown>, line 40)
Skipped LLM_code/arxiv_dataset/2025/Q1/HybridNorm/MoE_model/olmo/model.py: invalid syntax (<unknown>, line 9)
