variable,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,slope,r_squared
file_path,0.0324675324675324,0.0143442622950819,0.0235042735042735,0.0200400801603206,0.0354166666666666,0.017208413001912,0.025,0.0295275590551181,0.0534979423868312,0.0582329317269076,0.0484848484848484,0.0427184466019417,0.0422264875239923,0.0551181102362204,0.0612648221343873,0.0723809523809523,0.08206106870229,0.1163227016885553,0.1415094339622641,0.1947069943289225,0.1596153846153846,0.00682112389673222,0.7237908583794136
save_path,0.0238095238095238,0.0307377049180327,0.0405982905982906,0.0160320641282565,0.0291666666666666,0.017208413001912,0.0211538461538461,0.0314960629921259,0.051440329218107,0.0682730923694779,0.0626262626262626,0.0796116504854368,0.0326295585412667,0.0728346456692913,0.0790513833992094,0.078095238095238,0.0954198473282442,0.1369606003752345,0.1377358490566037,0.1739130434782608,0.1326923076923077,0.006535431468151384,0.781109495610361
start_time,0.0346320346320346,0.026639344262295,0.0405982905982906,0.0460921843687374,0.0395833333333333,0.0152963671128107,0.0346153846153846,0.0334645669291338,0.0637860082304526,0.0602409638554216,0.0525252525252525,0.0640776699029126,0.0614203454894433,0.0905511811023622,0.0790513833992094,0.0666666666666666,0.1030534351145038,0.1332082551594746,0.1264150943396226,0.1568998109640831,0.1442307692307692,0.005909688049929889,0.8035374239229315
patch_size,0.0064935064935064,0.0122950819672131,0.0128205128205128,0.0060120240480961,0.0125,0.0133843212237093,0.0173076923076923,0.0236220472440944,0.0411522633744856,0.038152610441767,0.0525252525252525,0.0388349514563106,0.0230326295585412,0.0511811023622047,0.067193675889328,0.0742857142857142,0.0610687022900763,0.099437148217636,0.1509433962264151,0.1209829867674858,0.098076923076923,0.0058383994773826345,0.7911923380254278
model_name,0.0303030303030303,0.0225409836065573,0.0192307692307692,0.0220440881763527,0.0291666666666666,0.022944550669216,0.0365384615384615,0.0334645669291338,0.0637860082304526,0.0461847389558232,0.0505050505050505,0.0563106796116504,0.0383877159309021,0.0708661417322834,0.0869565217391304,0.0742857142857142,0.0782442748091603,0.1144465290806754,0.1358490566037735,0.1493383742911153,0.1211538461538461,0.005784189413233476,0.8184474034786953
train_dataset,0.0173160173160173,0.0184426229508196,0.0256410256410256,0.0160320641282565,0.00625,0.034416826003824,0.025,0.0275590551181102,0.0390946502057613,0.0421686746987951,0.0565656565656565,0.062135922330097,0.0614203454894433,0.0452755905511811,0.0652173913043478,0.059047619047619,0.0610687022900763,0.1181988742964352,0.1094339622641509,0.1720226843100189,0.1115384615384615,0.0057670911003820675,0.7491336633881168
file_name,0.0346320346320346,0.0286885245901639,0.0277777777777777,0.0280561122244488,0.0416666666666666,0.0325047801147227,0.0288461538461538,0.0275590551181102,0.0596707818930041,0.0622489959839357,0.0868686868686868,0.058252427184466,0.0710172744721689,0.0590551181102362,0.0790513833992094,0.0628571428571428,0.0801526717557251,0.1106941838649155,0.1283018867924528,0.1701323251417769,0.1288461538461538,0.00557724433571466,0.7602634923025402
img_size,0.0064935064935064,0.0,0.0106837606837606,0.0080160320641282,0.0166666666666666,0.0076481835564053,0.023076923076923,0.0098425196850393,0.0246913580246913,0.0281124497991967,0.0525252525252525,0.0310679611650485,0.0230326295585412,0.0433070866141732,0.0652173913043478,0.0704761904761904,0.0400763358778625,0.0938086303939962,0.1150943396226415,0.1285444234404537,0.0961538461538461,0.005470815201797866,0.787782865094192
norm_layer,0.0064935064935064,0.0081967213114754,0.0064102564102564,0.0100200400801603,0.0,0.0133843212237093,0.0076923076923076,0.0157480314960629,0.037037037037037,0.0321285140562249,0.0444444444444444,0.0252427184466019,0.0249520153550863,0.0531496062992126,0.0533596837944664,0.0514285714285714,0.0400763358778625,0.1088180112570356,0.1396226415094339,0.1001890359168242,0.0961538461538461,0.005423788004180687,0.7427195734715045
batch_idx,0.0129870129870129,0.0102459016393442,0.0256410256410256,0.0260521042084168,0.0166666666666666,0.017208413001912,0.025,0.0334645669291338,0.0411522633744856,0.0240963855421686,0.0424242424242424,0.0368932038834951,0.0345489443378119,0.076771653543307,0.0632411067193675,0.0628571428571428,0.0610687022900763,0.1013133208255159,0.1113207547169811,0.1361058601134215,0.1019230769230769,0.005209738109817213,0.8008184857036708
__all__,0.0411255411255411,0.0286885245901639,0.047008547008547,0.0400801603206412,0.0354166666666666,0.0210325047801147,0.0288461538461538,0.0413385826771653,0.0617283950617283,0.072289156626506,0.0545454545454545,0.0427184466019417,0.0710172744721689,0.076771653543307,0.0830039525691699,0.078095238095238,0.0896946564885496,0.1031894934333958,0.1226415094339622,0.1682419659735349,0.1134615384615384,0.005128687063372256,0.7474294410795856
in_features,0.0,0.0040983606557377,0.0149572649572649,0.0080160320641282,0.0125,0.0076481835564053,0.0076923076923076,0.0137795275590551,0.0308641975308641,0.038152610441767,0.0343434343434343,0.029126213592233,0.0249520153550863,0.0413385826771653,0.0513833992094861,0.0552380952380952,0.0419847328244274,0.0881801125703564,0.1037735849056603,0.1209829867674858,0.0807692307692307,0.004912703625202299,0.7918201708478769
hidden_dim,0.0064935064935064,0.0061475409836065,0.0149572649572649,0.0080160320641282,0.0104166666666666,0.011472275334608,0.0076923076923076,0.0078740157480314,0.0185185185185185,0.0200803212851405,0.0363636363636363,0.0194174757281553,0.0287907869481765,0.0433070866141732,0.0553359683794466,0.0514285714285714,0.0438931297709923,0.0656660412757973,0.1056603773584905,0.1228733459357277,0.0942307692307692,0.004901916417374403,0.7678521769468578
window_size,0.0086580086580086,0.0143442622950819,0.0213675213675213,0.0120240480961923,0.00625,0.0076481835564053,0.0134615384615384,0.0098425196850393,0.0349794238683127,0.036144578313253,0.0404040404040404,0.0349514563106796,0.0345489443378119,0.0551181102362204,0.0573122529644268,0.0533333333333333,0.0629770992366412,0.0787992495309568,0.1037735849056603,0.1172022684310018,0.0865384615384615,0.004817097915951014,0.8318082885596986
out_features,0.0,0.0061475409836065,0.0128205128205128,0.0100200400801603,0.0083333333333333,0.0076481835564053,0.0076923076923076,0.0118110236220472,0.0267489711934156,0.036144578313253,0.0323232323232323,0.029126213592233,0.0211132437619961,0.0374015748031496,0.0454545454545454,0.0514285714285714,0.0381679389312977,0.0863039399624765,0.0981132075471698,0.1190926275992438,0.0788461538461538,0.004712644847985402,0.7709283886064868
data_path,0.0259740259740259,0.0163934426229508,0.0405982905982906,0.0100200400801603,0.025,0.0267686424474187,0.025,0.0216535433070866,0.0493827160493827,0.0582329317269076,0.0626262626262626,0.0368932038834951,0.036468330134357,0.0374015748031496,0.0889328063241106,0.0666666666666666,0.08206106870229,0.0900562851782364,0.090566037735849,0.1398865784499054,0.098076923076923,0.004662501609973649,0.7310943638246022
num_layers,0.0021645021645021,0.0163934426229508,0.0085470085470085,0.0160320641282565,0.0145833333333333,0.0152963671128107,0.0153846153846153,0.0157480314960629,0.0246913580246913,0.0441767068273092,0.0383838383838383,0.0252427184466019,0.0268714011516314,0.0433070866141732,0.0632411067193675,0.0666666666666666,0.0534351145038167,0.0787992495309568,0.1037735849056603,0.0982986767485822,0.0923076923076923,0.004661367961830381,0.8462104030397526
val_loader,0.0173160173160173,0.0163934426229508,0.0128205128205128,0.0160320641282565,0.0104166666666666,0.0152963671128107,0.0173076923076923,0.0255905511811023,0.0246913580246913,0.0261044176706827,0.0525252525252525,0.0388349514563106,0.0287907869481765,0.0374015748031496,0.0652173913043478,0.0380952380952381,0.0477099236641221,0.1088180112570356,0.0849056603773584,0.1228733459357277,0.0923076923076923,0.004571654344766484,0.724965208834937
test_loader,0.0216450216450216,0.0225409836065573,0.0256410256410256,0.0260521042084168,0.01875,0.017208413001912,0.0134615384615384,0.0314960629921259,0.0432098765432098,0.0562248995983935,0.0707070707070707,0.0485436893203883,0.0383877159309021,0.0551181102362204,0.0652173913043478,0.0571428571428571,0.0572519083969465,0.1050656660412758,0.1132075471698113,0.109640831758034,0.0903846153846153,0.004436583595463416,0.7726137246742593
output_dim,0.0086580086580086,0.0163934426229508,0.0256410256410256,0.0080160320641282,0.01875,0.017208413001912,0.0076923076923076,0.0137795275590551,0.0246913580246913,0.0180722891566265,0.0242424242424242,0.0271844660194174,0.0307101727447216,0.0433070866141732,0.0434782608695652,0.0419047619047619,0.049618320610687,0.0787992495309568,0.0981132075471698,0.1115311909262759,0.0865384615384615,0.004249184682346775,0.7367666788751484
num_workers,0.0086580086580086,0.0143442622950819,0.017094017094017,0.0180360721442885,0.0166666666666666,0.011472275334608,0.0096153846153846,0.0118110236220472,0.0349794238683127,0.0321285140562249,0.0505050505050505,0.033009708737864,0.0326295585412667,0.0433070866141732,0.0573122529644268,0.0476190476190476,0.0477099236641221,0.0844277673545966,0.0867924528301886,0.109640831758034,0.0826923076923076,0.004245184412568979,0.8028946388974741
output_dir,0.0173160173160173,0.0102459016393442,0.0192307692307692,0.0220440881763527,0.0208333333333333,0.005736137667304,0.0134615384615384,0.0196850393700787,0.037037037037037,0.038152610441767,0.0404040404040404,0.0271844660194174,0.0345489443378119,0.0374015748031496,0.0454545454545454,0.0514285714285714,0.0648854961832061,0.0881801125703564,0.0641509433962264,0.1115311909262759,0.1019230769230769,0.004205070407909974,0.7729465151560361
head_dim,0.0,0.0,0.0,0.002004008016032,0.0020833333333333,0.0038240917782026,0.0019230769230769,0.0039370078740157,0.0082304526748971,0.0220883534136546,0.0282828282828282,0.0135922330097087,0.0095969289827255,0.0236220472440944,0.0395256916996047,0.0361904761904761,0.0286259541984732,0.0863039399624765,0.0811320754716981,0.0812854442344045,0.0692307692307692,0.004140029707138044,0.7587839939555961
image_size,0.0064935064935064,0.0081967213114754,0.0235042735042735,0.0140280561122244,0.0125,0.0076481835564053,0.0115384615384615,0.0157480314960629,0.022633744855967,0.0220883534136546,0.0363636363636363,0.0194174757281553,0.0249520153550863,0.0511811023622047,0.0494071146245059,0.0361904761904761,0.0610687022900763,0.0787992495309568,0.0773584905660377,0.107750472589792,0.073076923076923,0.004077809328481051,0.7750777310125854
input_dim,0.0129870129870129,0.0184426229508196,0.0341880341880341,0.0100200400801603,0.0229166666666666,0.0248565965583174,0.0173076923076923,0.0177165354330708,0.0246913580246913,0.0261044176706827,0.0404040404040404,0.0368932038834951,0.0403071017274472,0.0433070866141732,0.0573122529644268,0.0476190476190476,0.0515267175572519,0.0900562851782364,0.1075471698113207,0.10586011342155,0.075,0.00404973612399351,0.7416275036493176
mlp_ratio,0.0,0.0,0.0,0.002004008016032,0.0,0.0038240917782026,0.0019230769230769,0.0019685039370078,0.0102880658436214,0.0140562248995983,0.0202020202020202,0.0135922330097087,0.0057581573896353,0.0236220472440944,0.0375494071146245,0.0361904761904761,0.0267175572519083,0.073170731707317,0.0924528301886792,0.0699432892249527,0.0711538461538461,0.004024541791394636,0.7473593016427145
param_group,0.0173160173160173,0.0143442622950819,0.0213675213675213,0.0140280561122244,0.01875,0.022944550669216,0.0115384615384615,0.0236220472440944,0.0390946502057613,0.038152610441767,0.0464646464646464,0.0310679611650485,0.0307101727447216,0.0492125984251968,0.0553359683794466,0.0666666666666666,0.0534351145038167,0.1013133208255159,0.0962264150943396,0.1001890359168242,0.0596153846153846,0.003974407768981224,0.7543086043799286
in_chans,0.0,0.0,0.0021367521367521,0.002004008016032,0.0020833333333333,0.005736137667304,0.0019230769230769,0.0019685039370078,0.0164609053497942,0.0160642570281124,0.0161616161616161,0.0155339805825242,0.0153550863723608,0.0196850393700787,0.025691699604743,0.04,0.0286259541984732,0.0694183864915572,0.0924528301886792,0.0812854442344045,0.0615384615384615,0.003918753385348169,0.7408180123271144
qkv_bias,0.0,0.0,0.0,0.002004008016032,0.0,0.0038240917782026,0.0019230769230769,0.0039370078740157,0.0102880658436214,0.0160642570281124,0.0282828282828282,0.0116504854368932,0.0076775431861804,0.0216535433070866,0.0316205533596837,0.0361904761904761,0.0229007633587786,0.075046904315197,0.0924528301886792,0.0699432892249527,0.0596153846153846,0.003815724106669594,0.7161984527541405
act_layer,0.0,0.0,0.0,0.002004008016032,0.0,0.0038240917782026,0.0019230769230769,0.0039370078740157,0.0102880658436214,0.0120481927710843,0.0222222222222222,0.0097087378640776,0.0076775431861804,0.0236220472440944,0.0217391304347826,0.0304761904761904,0.0209923664122137,0.0712945590994371,0.1056603773584905,0.0642722117202268,0.0634615384615384,0.0038095528447371126,0.6577126398649151
model_path,0.0194805194805194,0.0225409836065573,0.0256410256410256,0.0160320641282565,0.0270833333333333,0.0152963671128107,0.025,0.0177165354330708,0.0349794238683127,0.0301204819277108,0.0424242424242424,0.0407766990291262,0.0345489443378119,0.0374015748031496,0.0612648221343873,0.0666666666666666,0.0419847328244274,0.0769230769230769,0.090566037735849,0.0945179584120983,0.0923076923076923,0.003742689931490872,0.7866613592857978
out_dim,0.0086580086580086,0.0020491803278688,0.0128205128205128,0.0140280561122244,0.0104166666666666,0.0133843212237093,0.0096153846153846,0.0098425196850393,0.0329218106995884,0.0200803212851405,0.0242424242424242,0.0213592233009708,0.019193857965451,0.0275590551181102,0.0513833992094861,0.0552380952380952,0.0419847328244274,0.0825515947467167,0.0754716981132075,0.0775047258979206,0.0711538461538461,0.0037372135923552127,0.7967810126379163
dataset_name,0.0108225108225108,0.0143442622950819,0.017094017094017,0.0080160320641282,0.0166666666666666,0.017208413001912,0.0115384615384615,0.0137795275590551,0.0205761316872428,0.038152610441767,0.0343434343434343,0.0310679611650485,0.0249520153550863,0.0393700787401574,0.0375494071146245,0.0457142857142857,0.0610687022900763,0.0825515947467167,0.0830188679245283,0.0926275992438563,0.0596153846153846,0.003679286554674249,0.7818450718766687
d_model,0.0021645021645021,0.0040983606557377,0.0021367521367521,0.0040080160320641,0.0020833333333333,0.0019120458891013,0.0038461538461538,0.0019685039370078,0.0123456790123456,0.0100401606425702,0.0101010101010101,0.0116504854368932,0.0095969289827255,0.0295275590551181,0.0316205533596837,0.0342857142857142,0.0286259541984732,0.048780487804878,0.0660377358490566,0.0850661625708884,0.0788461538461538,0.0036768228071148617,0.7544300101986097
drop_path,0.0,0.0,0.0,0.002004008016032,0.0020833333333333,0.0038240917782026,0.0019230769230769,0.0039370078740157,0.0102880658436214,0.0120481927710843,0.0202020202020202,0.0116504854368932,0.0076775431861804,0.0255905511811023,0.025691699604743,0.0285714285714285,0.0229007633587786,0.0656660412757973,0.0773584905660377,0.0699432892249527,0.0711538461538461,0.003647516693542009,0.7523572240182855
test_dataset,0.0086580086580086,0.0143442622950819,0.0128205128205128,0.0100200400801603,0.0083333333333333,0.0152963671128107,0.0096153846153846,0.0157480314960629,0.0246913580246913,0.0301204819277108,0.0363636363636363,0.0388349514563106,0.0422264875239923,0.0334645669291338,0.0355731225296442,0.0380952380952381,0.0419847328244274,0.0787992495309568,0.0735849056603773,0.10586011342155,0.0576923076923076,0.0036340562307764267,0.750270765137647
input_size,0.0194805194805194,0.0163934426229508,0.017094017094017,0.0180360721442885,0.0166666666666666,0.0152963671128107,0.023076923076923,0.0295275590551181,0.0205761316872428,0.0321285140562249,0.0242424242424242,0.0368932038834951,0.0268714011516314,0.0492125984251968,0.0395256916996047,0.0438095238095238,0.0458015267175572,0.073170731707317,0.0981132075471698,0.0964083175803402,0.0769230769230769,0.0036210856555252214,0.7456108093203035
hidden_features,0.0,0.0040983606557377,0.0,0.0080160320641282,0.0,0.0038240917782026,0.0019230769230769,0.0059055118110236,0.0144032921810699,0.0140562248995983,0.0161616161616161,0.0097087378640776,0.0076775431861804,0.0275590551181102,0.0276679841897233,0.0304761904761904,0.0248091603053435,0.0675422138836773,0.0849056603773584,0.0661625708884688,0.0673076923076923,0.0035842079223529343,0.7257792887824263
img_path,0.0129870129870129,0.0204918032786885,0.0299145299145299,0.0160320641282565,0.0145833333333333,0.0133843212237093,0.023076923076923,0.0236220472440944,0.0411522633744856,0.0461847389558232,0.0444444444444444,0.0446601941747572,0.0268714011516314,0.0452755905511811,0.0573122529644268,0.04,0.0534351145038167,0.073170731707317,0.0943396226415094,0.0964083175803402,0.075,0.0035802008764452605,0.7718906708243478
num_samples,0.0216450216450216,0.0225409836065573,0.0192307692307692,0.0200400801603206,0.0333333333333333,0.0152963671128107,0.0134615384615384,0.0196850393700787,0.037037037037037,0.0261044176706827,0.0323232323232323,0.033009708737864,0.0326295585412667,0.0551181102362204,0.0355731225296442,0.0361904761904761,0.0534351145038167,0.073170731707317,0.0547169811320754,0.1342155009451796,0.0865384615384615,0.0035425018524404424,0.5892606579335471
val_dataset,0.0086580086580086,0.0081967213114754,0.0128205128205128,0.002004008016032,0.0,0.011472275334608,0.0076923076923076,0.0118110236220472,0.0185185185185185,0.0180722891566265,0.0303030303030303,0.0349514563106796,0.0326295585412667,0.0255905511811023,0.0474308300395256,0.0323809523809523,0.032442748091603,0.073170731707317,0.0566037735849056,0.0945179584120983,0.0615384615384615,0.0035048345554690896,0.7599238359709591
save_dir,0.0129870129870129,0.0204918032786885,0.0213675213675213,0.0140280561122244,0.0208333333333333,0.0095602294455066,0.0192307692307692,0.0236220472440944,0.0452674897119341,0.036144578313253,0.0424242424242424,0.0349514563106796,0.0268714011516314,0.0393700787401574,0.0513833992094861,0.0533333333333333,0.0419847328244274,0.0694183864915572,0.0962264150943396,0.0831758034026465,0.0769230769230769,0.0034724199150801475,0.7777297986748946
embedding_dim,0.0,0.0020491803278688,0.0042735042735042,0.0,0.0,0.0019120458891013,0.0057692307692307,0.0039370078740157,0.0082304526748971,0.0140562248995983,0.0202020202020202,0.0097087378640776,0.0211132437619961,0.0275590551181102,0.0138339920948616,0.0323809523809523,0.0305343511450381,0.0637898686679174,0.0716981132075471,0.0718336483931947,0.0538461538461538,0.003392911200909356,0.7670562584943175
y_pred,0.0389610389610389,0.026639344262295,0.0427350427350427,0.0380761523046092,0.0395833333333333,0.034416826003824,0.0326923076923076,0.0255905511811023,0.0534979423868312,0.0522088353413654,0.0484848484848484,0.058252427184466,0.0652591170825335,0.0570866141732283,0.0691699604743083,0.0628571428571428,0.0629770992366412,0.073170731707317,0.1018867924528302,0.1172022684310018,0.0903846153846153,0.003377541631611308,0.7566728083068482
attn_mask,0.0021645021645021,0.0,0.0,0.002004008016032,0.0,0.0019120458891013,0.0019230769230769,0.0019685039370078,0.0144032921810699,0.0160642570281124,0.0141414141414141,0.0116504854368932,0.019193857965451,0.0275590551181102,0.0316205533596837,0.04,0.0171755725190839,0.0619136960600375,0.0698113207547169,0.0623818525519848,0.0576923076923076,0.003362071734451904,0.7931315449120457
drop_path_rate,0.0,0.0,0.0,0.002004008016032,0.0020833333333333,0.0038240917782026,0.0019230769230769,0.0019685039370078,0.0082304526748971,0.0120481927710843,0.0141414141414141,0.0097087378640776,0.0076775431861804,0.0196850393700787,0.0276679841897233,0.0228571428571428,0.0171755725190839,0.0619136960600375,0.0716981132075471,0.0718336483931947,0.0576923076923076,0.003317897774572476,0.7145599009421651
world_size,0.0043290043290043,0.0020491803278688,0.0106837606837606,0.0080160320641282,0.0041666666666666,0.0038240917782026,0.0076923076923076,0.0078740157480314,0.0288065843621399,0.0281124497991967,0.0323232323232323,0.0174757281553398,0.0095969289827255,0.0275590551181102,0.0355731225296442,0.0323809523809523,0.0458015267175572,0.0619136960600375,0.0698113207547169,0.0775047258979206,0.048076923076923,0.003222076668213841,0.7621243376633686
n_layers,0.0021645021645021,0.0143442622950819,0.0128205128205128,0.0100200400801603,0.0041666666666666,0.0191204588910133,0.0057692307692307,0.0118110236220472,0.0267489711934156,0.0220883534136546,0.0282828282828282,0.033009708737864,0.0287907869481765,0.0374015748031496,0.0276679841897233,0.0571428571428571,0.0400763358778625,0.0675422138836773,0.0735849056603773,0.0680529300567107,0.0538461538461538,0.003212865644935214,0.8178263829249912
total_loss,0.0194805194805194,0.0122950819672131,0.0128205128205128,0.0060120240480961,0.0104166666666666,0.0152963671128107,0.0211538461538461,0.0157480314960629,0.037037037037037,0.0281124497991967,0.0242424242424242,0.0310679611650485,0.0134357005758157,0.0374015748031496,0.0355731225296442,0.0342857142857142,0.0381679389312977,0.073170731707317,0.0716981132075471,0.0888468809073724,0.0692307692307692,0.0032044745298635303,0.7117769211325504
drop_rate,0.0043290043290043,0.0061475409836065,0.0,0.0040080160320641,0.0041666666666666,0.0038240917782026,0.0096153846153846,0.0039370078740157,0.0144032921810699,0.0200803212851405,0.0181818181818181,0.0116504854368932,0.0095969289827255,0.0216535433070866,0.0296442687747035,0.0304761904761904,0.0229007633587786,0.0694183864915572,0.0679245283018867,0.0623818525519848,0.0634615384615384,0.0031942735316966933,0.7368182435451501
start_idx,0.0108225108225108,0.0020491803278688,0.0042735042735042,0.002004008016032,0.0083333333333333,0.0038240917782026,0.0038461538461538,0.0078740157480314,0.0267489711934156,0.0120481927710843,0.004040404040404,0.0116504854368932,0.0115163147792706,0.0314960629921259,0.025691699604743,0.0247619047619047,0.032442748091603,0.0600375234521576,0.0433962264150943,0.0850661625708884,0.0673076923076923,0.0031272102575284153,0.6792769879777518
image_path,0.0086580086580086,0.0040983606557377,0.0106837606837606,0.0100200400801603,0.0125,0.011472275334608,0.0115384615384615,0.0196850393700787,0.0246913580246913,0.0160642570281124,0.0383838383838383,0.0213592233009708,0.0134357005758157,0.0531496062992126,0.0296442687747035,0.0438095238095238,0.0400763358778625,0.0600375234521576,0.0811320754716981,0.0737240075614366,0.0461538461538461,0.0031143414776186712,0.7354406118779174
data_dir,0.0216450216450216,0.0225409836065573,0.0448717948717948,0.0260521042084168,0.03125,0.011472275334608,0.023076923076923,0.0295275590551181,0.0596707818930041,0.0461847389558232,0.0484848484848484,0.0368932038834951,0.0383877159309021,0.0452755905511811,0.0533596837944664,0.0514285714285714,0.0667938931297709,0.0787992495309568,0.0754716981132075,0.1020793950850661,0.075,0.003107775376176257,0.7078412992874642
attn_drop,0.0,0.0,0.0,0.002004008016032,0.0,0.0038240917782026,0.0019230769230769,0.0039370078740157,0.0102880658436214,0.0120481927710843,0.0222222222222222,0.0097087378640776,0.0076775431861804,0.0196850393700787,0.025691699604743,0.0304761904761904,0.0209923664122137,0.0600375234521576,0.0660377358490566,0.0604914933837429,0.0461538461538461,0.003031780745186578,0.7556373519898103
num_channels,0.0108225108225108,0.0163934426229508,0.0128205128205128,0.0200400801603206,0.00625,0.0076481835564053,0.0153846153846153,0.0196850393700787,0.0144032921810699,0.0261044176706827,0.0262626262626262,0.0213592233009708,0.0134357005758157,0.0452755905511811,0.0355731225296442,0.0342857142857142,0.0553435114503816,0.0581613508442776,0.0792452830188679,0.0737240075614366,0.0538461538461538,0.003016951425908284,0.7328249165893679
mlp_hidden_dim,0.0,0.0,0.0,0.002004008016032,0.0,0.0038240917782026,0.0019230769230769,0.0019685039370078,0.0102880658436214,0.0120481927710843,0.0161616161616161,0.0116504854368932,0.0057581573896353,0.0177165354330708,0.0217391304347826,0.0209523809523809,0.0171755725190839,0.0544090056285178,0.0698113207547169,0.0567107750472589,0.0576923076923076,0.003010897749288033,0.7223471949789242
