variable,ac_frequency,ans_frequency,ref_frequency,increase_ratio
generate_configurations,0,0,1,inf
generate_crossword,0,0,1,inf
generate_lucky_numbers,0,2,1,inf
generate_spiral,0,0,1,inf
get_mask,0,0,1,inf
get_num,0,0,1,inf
get_position,0,1,1,inf
get_puzzle_configuration,0,0,1,inf
get_size_from_index,0,0,1,inf
get_size_index,0,0,1,inf
get_str,0,0,1,inf
give,0,1,1,inf
glass,0,1,1,inf
groups_count,0,0,1,inf
growth,0,1,1,inf
half_pow,0,3,1,inf
handedness,0,1,1,inf
has_class,0,0,1,inf
hash_table,0,0,1,inf
higher,0,0,1,inf
holes,0,1,1,inf
hometown,0,2,1,inf
horizontal_width,0,1,1,inf
hostname_pattern,0,0,1,inf
id_list,0,0,1,inf
in_degree,0,5,2,inf
indexed_arr,0,0,1,inf
informed,0,1,1,inf
ingredient,0,0,1,inf
initial_beauty,0,1,1,inf
initial_position,0,1,1,inf
initial_score,0,1,1,inf
initial_speed,0,0,1,inf
initial_strings,0,1,1,inf
initial_sum,0,0,1,inf
initial_value,0,0,1,inf
instructions,0,2,1,inf
intersection_points,0,0,1,inf
is_all_ones,0,0,1,inf
is_almost_lucky,0,1,1,inf
is_divisor,0,0,1,inf
is_triangular,0,2,1,inf
is_unimodal,0,0,1,inf
joy,0,1,1,inf
lane_first_value,0,0,1,inf
lane_size,0,0,1,inf
larger_index,0,0,1,inf
last_class_index,0,0,1,inf
last_computer,0,0,1,inf
last_end_time,0,1,1,inf
last_penalty_index,0,0,1,inf
layer,0,2,1,inf
lcm_m,0,0,1,inf
lcm_val,0,1,1,inf
least_significant_bit_position,0,0,1,inf
left_align,0,1,1,inf
left_padding,0,0,1,inf
left_times,0,0,1,inf
limak_points,0,0,1,inf
line_intersection,0,0,1,inf
lucky_numbers,0,2,1,inf
man_index,0,0,1,inf
marriages,0,1,1,inf
match_info,0,1,1,inf
maxDist,0,0,1,inf
max_byte,0,1,1,inf
max_c,0,0,1,inf
max_col,0,2,1,inf
max_files,0,1,1,inf
max_golden_age,0,0,1,inf
max_happiness,0,1,1,inf
max_height,0,8,1,inf
max_index,0,1,1,inf
max_int,0,1,1,inf
max_length,0,18,1,inf
max_long,0,1,1,inf
max_m,0,0,1,inf
max_n,0,1,1,inf
max_n_digit_num,0,1,1,inf
max_num,0,3,1,inf
max_point_players,0,0,1,inf
max_points,0,4,1,inf
max_r,0,1,1,inf
max_ribbon_pieces,0,1,1,inf
max_row,0,2,1,inf
max_run,0,0,1,inf
max_score,0,1,1,inf
max_short,0,1,1,inf
max_size,0,2,1,inf
max_speed,0,0,1,inf
max_subfolders,0,1,1,inf
max_sum,0,8,1,inf
max_volume,0,0,1,inf
max_width,0,1,1,inf
max_x,0,5,1,inf
max_y,0,5,1,inf
message_dict,0,0,1,inf
messages,0,2,2,inf
min_angle,0,1,1,inf
min_c,0,0,1,inf
min_col,0,2,1,inf
min_count,0,5,1,inf
min_genre,0,1,1,inf
min_len,0,1,1,inf
min_m,0,0,1,inf
min_n_digit_num,0,1,1,inf
min_num,0,2,1,inf
min_r,0,1,1,inf
min_row,0,2,1,inf
min_score,0,0,1,inf
min_stress,0,1,1,inf
min_sum,0,6,1,inf
min_time,0,10,3,inf
mirror_pairs,0,0,1,inf
model,0,0,1,inf
months,0,1,1,inf
multiplier,0,0,1,inf
multiply,0,0,1,inf
neg_count,0,0,1,inf
neighbor,0,33,3,inf
neighbors,0,4,2,inf
new_available_women,0,0,1,inf
new_col,0,1,1,inf
new_count,0,1,1,inf
new_cycles,0,0,1,inf
new_dp,0,2,1,inf
new_layer,0,0,1,inf
new_pos,0,0,1,inf
new_queue,0,0,1,inf
new_row,0,3,1,inf
new_state,0,0,1,inf
new_x,0,4,1,inf
new_y,0,4,1,inf
next_child,0,0,1,inf
next_city,0,0,1,inf
next_closest,0,0,1,inf
next_computer,0,0,1,inf
next_day_index,0,0,1,inf
next_index,0,2,2,inf
next_one,0,0,1,inf
next_time_to_empty,0,0,1,inf
next_value,0,0,1,inf
next_vertices,0,0,1,inf
nodes_to_remove,0,0,1,inf
note1,0,0,1,inf
note2,0,0,1,inf
note_positions,0,0,1,inf
notes,0,1,1,inf
num_contestants,0,0,1,inf
num_dict,0,0,1,inf
num_drinks,0,0,1,inf
num_ones,0,0,1,inf
num_sockets,0,0,1,inf
num_students,0,0,1,inf
numerator,0,6,1,inf
o_count,0,2,1,inf
o_won,0,1,1,inf
obtained_scores,0,0,1,inf
one_width_sum,0,0,1,inf
onlinefriends,0,0,1,inf
open_brackets,0,0,1,inf
operation,0,2,1,inf
optimal_sequence,0,0,1,inf
outcome,0,3,1,inf
outcomes,0,1,1,inf
padding,0,0,1,inf
page,0,1,1,inf
pages,0,1,1,inf
pages_per_day,0,1,1,inf
parked,0,1,1,inf
parked_cars,0,0,1,inf
participants_directly_next_round,0,0,1,inf
participants_in_match,0,0,1,inf
password,0,3,1,inf
pattern,0,12,1,inf
people,0,2,1,inf
perm,0,3,1,inf
perms,0,1,1,inf
perpenPoint,0,0,1,inf
person,0,1,1,inf
person_data,0,0,1,inf
phone_number,0,1,1,inf
pixel,0,1,1,inf
players_outside_wafa_dept,0,0,1,inf
point1,0,0,1,inf
point2,0,0,1,inf
polygon,0,0,1,inf
polygon_area,0,0,1,inf
polyhedron_faces,0,1,1,inf
pos_count,0,0,1,inf
possible_answers,0,0,1,inf
possible_initial_scores,0,1,1,inf
possible_scores,0,0,1,inf
preferred_index,0,0,1,inf
preferred_size,0,0,1,inf
presence,0,0,1,inf
president_color,0,1,1,inf
president_names,0,0,1,inf
prev_day,0,0,1,inf
prime_factors,0,5,1,inf
prime_squares,0,0,1,inf
print_graph,0,0,1,inf
print_max_count_category,0,0,1,inf
probability,0,4,1,inf
process_hashtags,0,0,1,inf
proportion,0,0,1,inf
puzzle,0,1,1,inf
qr_code,0,0,1,inf
qr_code_str,0,0,1,inf
qualified_teams,0,0,1,inf
quotient_digits,0,0,1,inf
r_trans,0,0,1,inf
radewoosh_points,0,0,1,inf
radians_to_degrees,0,0,1,inf
radii,0,1,1,inf
radius,0,1,2,inf
rail,0,1,1,inf
rail_graph,0,0,1,inf
rank_list,0,0,1,inf
read_board,0,0,1,inf
read_input,0,3,1,inf
read_int,0,0,1,inf
rebus,0,2,1,inf
receiver,0,0,2,inf
rectangle1_vertices,0,0,1,inf
rectangle2_vertices,0,0,1,inf
remaining_cakes,0,1,1,inf
remaining_pages,0,2,1,inf
remaining_space,0,1,1,inf
removed_friend_value,0,0,1,inf
repaint_count,0,1,1,inf
request_id,0,0,1,inf
request_type,0,0,1,inf
required_double_sided,0,0,1,inf
required_single_sided,0,0,1,inf
reread_pages,0,0,1,inf
right_padding,0,0,1,inf
road_graph,0,2,1,inf
root_x,0,4,1,inf
root_y,0,4,1,inf
row1,0,0,1,inf
row2,0,0,1,inf
row_data,0,0,1,inf
row_restrictions,0,0,1,inf
row_sums,0,2,1,inf
score1,0,1,2,inf
score2,0,1,2,inf
score_info,0,0,1,inf
second_num,0,0,1,inf
second_options,0,1,1,inf
second_sequence,0,0,1,inf
section,0,1,1,inf
sector,0,0,1,inf
seen_values,0,0,1,inf
sender,0,3,2,inf
sequence,0,20,2,inf
shelf,0,0,1,inf
shell_game,0,1,1,inf
shuffle,0,1,1,inf
signs,0,1,1,inf
smaller_index,0,0,1,inf
solve_rebus,0,2,1,inf
sorted_chars,0,1,1,inf
sorted_strings,0,0,1,inf
spit_position,0,0,1,inf
statement,0,1,1,inf
stats,0,0,1,inf
stress_count,0,0,1,inf
stripe_color,0,1,1,inf
stripe_size,0,0,1,inf
subarray1,0,0,1,inf
subarray2,0,0,1,inf
subfolder,0,0,1,inf
subfolder_count,0,0,1,inf
subset,0,1,1,inf
sum_attractiveness,0,0,1,inf
sum_of_digits,0,4,2,inf
sum_of_first_n,0,0,1,inf
sum_val,0,1,1,inf
taken_sum,0,1,1,inf
target_count,0,2,1,inf
target_team,0,0,1,inf
team1,0,4,1,inf
team2,0,4,1,inf
team_names,0,0,1,inf
team_sizes,0,1,1,inf
team_stats,0,0,1,inf
test_indexes,0,0,1,inf
time_to_empty,0,0,1,inf
toLine,0,0,1,inf
total_area,0,1,1,inf
total_bottles,0,1,1,inf
total_capacity,0,2,1,inf
total_count,0,9,2,inf
total_cycle_time,0,0,1,inf
total_days,0,3,1,inf
total_edges,0,1,1,inf
total_growth,0,1,1,inf
total_left,0,1,1,inf
total_messages,0,0,1,inf
total_occupied_days,0,0,1,inf
total_pages_read,0,1,1,inf
total_pillows,0,1,1,inf
total_players,0,2,1,inf
total_power,0,2,1,inf
total_proportion,0,0,1,inf
total_right,0,1,1,inf
total_sum,0,25,7,inf
total_syllables,0,1,1,inf
total_thickness,0,0,1,inf
total_tiles,0,1,1,inf
total_usage,0,0,1,inf
towers,0,1,1,inf
train_time,0,2,1,inf
truncate_hashtag,0,0,1,inf
turns,0,3,1,inf
two_width_sum,0,0,1,inf
under_attack,0,1,1,inf
unique_beauties,0,0,1,inf
unique_colors,0,1,1,inf
university_time,0,1,1,inf
unlucky_years,0,1,1,inf
upper_bound,0,3,1,inf
username,0,2,1,inf
username_pattern,0,0,1,inf
usernames,0,1,1,inf
valid_sum1,0,0,1,inf
valid_sum2,0,0,1,inf
vertex_colors,0,0,1,inf
vertices_with_color,0,0,1,inf
visitors,0,2,1,inf
vowel,0,0,1,inf
warehouse,0,1,1,inf
wasteland,0,0,1,inf
wasteland_index,0,0,1,inf
watchmen_count,0,0,1,inf
winners,0,0,1,inf
winning_squares,0,0,1,inf
woman,0,0,1,inf
x_coeff,0,0,1,inf
x_count,0,5,2,inf
x_digits,0,1,1,inf
x_j,0,0,1,inf
x_power,0,0,1,inf
x_powers,0,0,1,inf
x_won,0,1,1,inf
xor_result,0,1,1,inf
y_coeff,0,0,1,inf
y_count,0,3,1,inf
y_j,0,0,1,inf
y_power,0,0,1,inf
y_powers,0,0,1,inf
zero_count,0,4,1,inf
zero_index,0,1,1,inf
zero_position,0,0,1,inf
team,1,6,6,5.0
char,3,52,16,4.333333
max_count,1,14,5,4.0
child,1,6,4,3.0
remaining,1,8,4,3.0
any,4,8,12,2.0
dist1,1,1,3,2.0
dist2,1,1,3,2.0
input_str,1,5,3,2.0
matrix,1,11,3,2.0
min_val,1,3,3,2.0
permutation,1,11,3,2.0
player,1,1,3,2.0
prime,1,4,3,2.0
vowels,1,7,3,2.0
words,1,9,3,2.0
distance,3,28,8,1.666667
float,16,97,38,1.375
lcm,3,11,7,1.333333
adjacency_list,1,0,2,1.0
angle,1,4,2,1.0
angles,1,1,2,1.0
available,1,3,2,1.0
bi,2,11,4,1.0
capacity,1,2,2,1.0
cards,1,5,2,1.0
columns,1,2,2,1.0
combinations,1,0,2,1.0
command,1,2,2,1.0
components,1,4,2,1.0
cycle,1,4,2,1.0
date,1,2,2,1.0
days_in_month,1,2,2,1.0
degrees,1,1,2,1.0
devices,1,2,2,1.0
digit,2,25,4,1.0
direction,1,12,2,1.0
distances,2,10,4,1.0
door,1,1,2,1.0
ending,1,1,2,1.0
folders,1,1,2,1.0
format,1,1,2,1.0
fractions,1,0,2,1.0
friends,1,3,2,1.0
get_divisors,1,3,2,1.0
intersection,1,0,2,1.0
larger,1,0,2,1.0
last_index,1,2,2,1.0
lower_bound,1,3,2,1.0
man,1,0,2,1.0
max_val,1,3,2,1.0
minDist,1,0,2,1.0
msg,1,2,2,1.0
multiple,1,3,2,1.0
person1,1,0,2,1.0
person2,1,0,2,1.0
power,2,12,4,1.0
prices,1,8,2,1.0
primes,3,8,6,1.0
priority_queue,1,0,2,1.0
queries,1,7,2,1.0
query,2,9,4,1.0
radians,1,0,2,1.0
read_ints,1,0,2,1.0
response,1,3,2,1.0
road,1,1,2,1.0
sizes,1,4,2,1.0
smaller,1,0,2,1.0
square,1,3,2,1.0
teams,1,5,2,1.0
times,1,5,2,1.0
total_cost,1,10,2,1.0
yi,1,5,2,1.0
_,108,400,210,0.944444
row,14,49,24,0.714286
all,6,14,10,0.666667
graph,9,48,15,0.666667
point,3,7,5,0.666667
right,11,53,18,0.636364
queue,8,35,13,0.625
main,103,806,164,0.592233
dx,7,25,11,0.571429
__name__,116,815,182,0.568966
EOFError,2,5,3,0.5
ap,2,0,3,0.5
b2,2,2,3,0.5
color,6,15,9,0.5
costs,2,5,3,0.5
counts,4,10,6,0.5
divisors,2,4,3,0.5
dl,2,0,3,0.5
dr,2,1,3,0.5
dy,8,25,12,0.5
events,2,4,3,0.5
gcd,12,25,18,0.5
get_int,2,0,3,0.5
height,2,12,3,0.5
idx,10,14,15,0.5
labels,2,2,3,0.5
max_len,2,6,3,0.5
min_cost,2,6,3,0.5
move,2,5,3,0.5
moves,4,8,6,0.5
parent,4,10,6,0.5
path,4,12,6,0.5
players,2,0,3,0.5
points,6,16,9,0.5
r2,4,6,6,0.5
rank,2,2,3,0.5
sides,2,1,3,0.5
stack,10,20,15,0.5
third,2,0,3,0.5
word,4,12,6,0.5
xi,2,10,3,0.5
xp,2,0,3,0.5
yp,2,0,3,0.5
count,51,187,72,0.411765
colors,5,16,7,0.4
node,5,34,7,0.4
deque,13,37,18,0.384615
D,3,2,4,0.333333
defaultdict,12,39,16,0.333333
grid,6,35,8,0.333333
label,3,1,4,0.333333
left,15,54,20,0.333333
mid,18,43,24,0.333333
operator,3,0,4,0.333333
results,3,9,4,0.333333
solver,3,0,4,0.333333
state,3,3,4,0.333333
high,7,18,9,0.285714
visited,15,38,19,0.266667
MOD,4,21,5,0.25
b1,4,3,5,0.25
bfs,8,11,10,0.25
col,8,6,10,0.25
cost,8,10,10,0.25
low,8,19,10,0.25
sign,4,2,5,0.25
vertex,4,4,5,0.25
year,4,8,5,0.25
start,13,42,16,0.230769
length,9,24,11,0.222222
sum,98,137,118,0.204082
P,5,1,6,0.2
day,5,9,6,0.2
num,30,69,36,0.2
reduce,5,2,6,0.2
math,27,73,32,0.185185
c2,6,11,7,0.166667
counter,6,1,7,0.166667
l2,6,2,7,0.166667
ri,6,5,7,0.166667
target,6,15,7,0.166667
sorted,76,102,88,0.157895
y1,19,37,22,0.157895
result,45,139,52,0.155556
a2,7,7,8,0.142857
group,7,5,8,0.142857
set,102,152,116,0.137255
y2,15,37,17,0.133333
a1,8,7,9,0.125
diff,8,20,9,0.125
map,599,830,661,0.103506
nums,10,7,11,0.1
time,10,13,11,0.1
index,22,26,24,0.090909
mod,11,13,12,0.090909
x1,23,40,25,0.086957
total,12,16,13,0.083333
enumerate,74,113,80,0.081081
line,25,28,27,0.08
answer,13,4,14,0.076923
dfs,15,16,16,0.066667
x2,18,40,19,0.055556
max,189,204,199,0.05291
min,179,205,184,0.027933
abs,57,57,58,0.017544
n,830,923,834,0.004819
int,1080,1086,1083,0.002778
print,1178,1208,1179,0.000849
A1,0,1,0,0.0
A2,0,1,0,0.0
ABs,1,0,1,0.0
ADD,1,0,1,0.0
ANS,1,0,1,0.0
ANY,1,0,1,0.0
A_minus_1,0,1,0,0.0
A_minus_1_inv,0,1,0,0.0
A_n,0,1,0,0.0
A_n_minus_1,0,1,0,0.0
Ans,1,0,1,0.0
B1,0,1,0,0.0
B2,0,1,0,0.0
B2N,1,0,1,0.0
B2P,1,0,1,0.0
BFS,1,0,1,0.0
BIS,1,0,1,0.0
BITS,1,0,1,0.0
BOX_INDEXES,1,0,1,0.0
Board,1,0,1,0.0
Bracket,1,0,1,0.0
C1,0,1,0,0.0
C2,0,1,0,0.0
CM,1,0,1,0.0
Child,1,0,1,0.0
Counter,10,2,10,0.0
DEBUG,1,0,1,0.0
DOHERA,1,0,1,0.0
Decimal,5,0,5,0.0
DuplicatePriorityQueue,1,0,1,0.0
E,2,0,2,0.0
Event,2,0,2,0.0
Exit,1,0,1,0.0
F,6,1,6,0.0
FileNotFoundError,0,3,0,0.0
Form,1,0,1,0.0
Fraction,4,2,4,0.0
G,6,0,6,0.0
G_EVEN,1,0,1,0.0
G_ODD,1,0,1,0.0
Gen_lucky,1,0,1,0.0
Graph,1,0,1,0.0
House,1,0,1,0.0
In,1,0,1,0.0
IndexError,1,0,1,0.0
K,3,3,3,0.0
KEK1,1,0,1,0.0
KEK2,1,0,1,0.0
KeyError,2,0,2,0.0
L1,1,0,1,0.0
L2,1,0,1,0.0
LATIN,1,0,1,0.0
LIS,1,0,1,0.0
Li,0,1,0,0.0
Line2,1,0,1,0.0
M1,1,0,1,0.0
M2,1,0,1,0.0
MAX,1,0,1,0.0
MAXN,1,0,1,0.0
MAX_DIST,1,0,1,0.0
MAX_MIN_COST,1,0,1,0.0
MAX_WEIGHT,1,0,1,0.0
Main,2,0,2,0.0
MaxProfit,1,0,1,0.0
Max_a,1,0,1,0.0
Max_index,1,0,1,0.0
Mem,1,0,1,0.0
MemoryManager,0,1,0,0.0
Mi,0,1,0,0.0
Min_a,1,0,1,0.0
Min_index,1,0,1,0.0
NAMES,1,0,1,0.0
NMAX,1,0,1,0.0
NO,1,0,1,0.0
NUM,1,0,1,0.0
Nal,1,0,1,0.0
Neven,1,0,1,0.0
NextL,1,0,1,0.0
NextR,1,0,1,0.0
OP_BIT,1,0,1,0.0
OrderedDict,0,2,0,0.0
P1,0,2,0,0.0
P2,0,2,0,0.0
P3,0,1,0,0.0
PARTS,1,0,1,0.0
PS2,1,0,1,0.0
Player,1,0,1,0.0
Position,1,0,1,0.0
Prev,1,0,1,0.0
Queue,1,0,1,0.0
R,16,4,16,0.0
RI,1,0,1,0.0
Racer,1,0,1,0.0
Record,1,0,1,0.0
Ri,0,1,0,0.0
S1,3,0,3,0.0
S2,3,0,3,0.0
Set,1,0,1,0.0
Sets,1,0,1,0.0
Si,1,0,1,0.0
Solve,1,0,1,0.0
Span,1,0,1,0.0
T,16,4,16,0.0
T1,0,1,0,0.0
T2,0,1,0,0.0
Target,1,0,1,0.0
Task,1,0,1,0.0
Term,1,0,1,0.0
Tf,1,0,1,0.0
Ti,0,1,0,0.0
Tier,1,0,1,0.0
Tp,1,0,1,0.0
Trie,0,1,0,0.0
TrieNode,0,1,0,0.0
U,2,0,2,0.0
U1,1,0,1,0.0
U2,1,0,1,0.0
UNSAFE_AFTER,1,0,1,0.0
UNSAFE_BEFORE,1,0,1,0.0
USB,1,0,1,0.0
UnionFind,0,3,0,0.0
V,5,3,5,0.0
ValueError,1,17,1,0.0
Vec,1,0,1,0.0
Vector,1,0,1,0.0
W,2,1,2,0.0
X1,1,0,1,0.0
X2,1,0,1,0.0
Xy,1,0,1,0.0
Y,4,2,4,0.0
Z,1,0,1,0.0
_A,1,0,1,0.0
_B,1,0,1,0.0
_i,2,0,2,0.0
_set,1,0,1,0.0
_sum,1,0,1,0.0
_t,1,0,1,0.0
_word,1,0,1,0.0
a00,0,1,0,0.0
a01,0,1,0,0.0
a10,0,1,0,0.0
a11,0,1,0,0.0
a3,1,1,1,0.0
a4,1,0,1,0.0
aL,1,0,1,0.0
aList,1,0,1,0.0
aM,1,0,1,0.0
aSold,1,0,1,0.0
a_count,2,0,2,0.0
a_digit,0,1,0,0.0
a_i,0,1,0,0.0
a_in_min_base,0,1,0,0.0
a_mod_3,1,0,1,0.0
a_next,0,1,0,0.0
a_prev,0,1,0,0.0
a_prime,0,1,0,0.0
a_size,1,0,1,0.0
a_string,1,0,1,0.0
a_ternary,0,1,0,0.0
a_to_i,0,1,0,0.0
aaa,1,0,1,0.0
ab,0,1,0,0.0
ab_x,0,1,0,0.0
ab_y,0,1,0,0.0
abbrev,0,2,0,0.0
abbreviate_word,0,1,0,0.0
abbreviations,0,2,0,0.0
ac,2,1,2,0.0
acc,2,0,2,0.0
acceleration_distance,0,1,0,0.0
acceleration_time,0,1,0,0.0
accumulate,3,0,3,0.0
acopy,1,0,1,0.0
acos,1,0,1,0.0
acquaintances,0,1,0,0.0
acquainted,0,1,0,0.0
action,1,2,1,0.0
actions,1,2,1,0.0
active,0,1,0,0.0
activeUsers,1,0,1,0.0
active_colliders,0,1,0,0.0
activities,0,2,0,0.0
actor,0,1,0,0.0
actors,0,1,0,0.0
actual_col,0,1,0,0.0
actual_exponent,0,1,0,0.0
actual_move,0,1,0,0.0
actual_row,0,1,0,0.0
add_bs,1,0,1,0.0
add_len,1,0,1,0.0
adder,1,0,1,0.0
adding,1,0,1,0.0
additional_points,0,1,0,0.0
additional_walks,0,1,0,0.0
addr_count,1,0,1,0.0
adil_bottles,0,1,0,0.0
adil_start_distance,0,1,0,0.0
adj,4,0,4,0.0
adj_dict,1,0,1,0.0
adj_matrix,0,1,0,0.0
adjacent_colors,0,1,0,0.0
adjective_endings,0,1,0,0.0
adjectives,1,0,1,0.0
adjusted_path,0,1,0,0.0
admissible,0,1,0,0.0
admissible_prefix_sum,0,1,0,0.0
adults,0,2,0,0.0
ae,1,0,1,0.0
affection_values,0,1,0,0.0
age,0,1,0,0.0
ages,0,1,0,0.0
ai,6,17,6,0.0
ai_name,0,1,0,0.0
airports,1,0,1,0.0
al,3,1,3,0.0
al_num,1,0,1,0.0
alan_distance_to_parting,0,1,0,0.0
alan_shortest_path,0,1,0,0.0
alcohol_drinks,0,1,0,0.0
alf,2,0,2,0.0
alias_name,1,0,1,0.0
alice,1,1,1,0.0
alice_max,1,0,1,0.0
alist,1,0,1,0.0
allBlackCount,1,0,1,0.0
all_colors,0,1,0,0.0
all_decreasing,0,1,0,0.0
all_distributions,0,1,0,0.0
all_greater,0,1,0,0.0
all_increasing,0,1,0,0.0
all_less,0,1,0,0.0
all_numbers,1,0,1,0.0
all_strings,0,1,0,0.0
all_theorems,0,1,0,0.0
allb,1,0,1,0.0
alld,1,0,1,0.0
allin_count,0,1,0,0.0
alloc,1,0,1,0.0
almost_satisfied,0,1,0,0.0
alpha,2,1,2,0.0
alpha_rad,0,1,0,0.0
alphabet,0,1,0,0.0
alphabetical_position,0,1,0,0.0
als,1,0,1,0.0
alt_a,0,1,0,0.0
alt_arrival_time,0,1,0,0.0
alt_b,0,1,0,0.0
alt_direction,0,1,0,0.0
alt_initial_time,0,1,0,0.0
alt_time_to_wait,0,1,0,0.0
alternative_choice,0,1,0,0.0
alternative_distance_adil,0,1,0,0.0
alternative_distance_adil_bera,0,1,0,0.0
alternative_distance_adil_first,0,1,0,0.0
alternative_distance_adil_second,0,1,0,0.0
alternative_distance_bera,0,1,0,0.0
alternative_distance_bera_first,0,1,0,0.0
alternative_distance_bera_second,0,1,0,0.0
