submission_id,jacc_AC_ANS,jacc_AC_REF,jacc_ANS_REF
192461,0.1756,1.0000,0.1756
193179,0.2604,0.8704,0.2747
193180,0.2887,0.9118,0.3093
193181,0.1690,0.5109,0.2385
194640,0.2653,0.4658,0.2059
200168,0.4068,0.6087,0.4706
200214,0.3947,0.5135,0.5484
200270,0.1267,0.1704,0.3696
200570,0.2062,0.3830,0.5000
200724,0.3600,0.9796,0.3649
201028,0.2148,0.2206,0.5410
208621,0.2621,0.3762,0.2881
208643,0.3304,1.0000,0.3304
208759,0.2018,0.7500,0.2258
208764,0.3103,0.5000,0.4706
209531,0.2418,1.0000,0.2418
210995,0.2314,0.5949,0.2970
210996,0.2174,0.2841,0.3385
211002,0.2833,0.3836,0.2549
211122,0.1933,0.4545,0.2558
213660,0.2750,1.0000,0.2750
217915,0.4400,1.0000,0.4400
218045,0.2500,0.5000,0.3778
218090,0.3133,0.9265,0.3176
218317,0.2211,0.3026,0.3373
218458,0.2658,0.3295,0.4107
224151,0.2000,1.0000,0.2000
224206,0.2830,0.9231,0.2885
224283,0.3478,0.9189,0.3721
224339,0.1048,0.1349,0.4706
224382,0.2396,0.4205,0.3929
224402,0.2705,1.0000,0.2705
230363,0.1127,0.2816,0.3478
230367,0.3684,1.0000,0.3684
230535,0.1977,0.5345,0.2459
230632,0.1333,0.2935,0.3117
230661,0.2840,1.0000,0.2840
239732,0.4186,0.4474,0.3333
239736,0.2174,0.5333,0.2697
239747,0.5000,1.0000,0.5000
239856,0.1608,0.3077,0.2381
239869,0.2477,1.0000,0.2477
240349,0.3256,1.0000,0.3256
241063,0.2794,0.4648,0.2687
244637,0.4615,0.5283,0.7045
244645,0.2517,0.2416,0.3303
244665,0.4828,1.0000,0.4828
244683,0.4565,0.6000,0.4750
245547,0.3146,0.5181,0.3704
246046,0.2267,0.5333,0.3478
249797,0.3291,0.8116,0.3623
249812,0.2157,0.2059,0.6750
249813,0.1491,0.2330,0.4857
249912,0.2043,0.5769,0.2222
250022,0.2500,1.0000,0.2500
258060,0.1692,0.6333,0.2419
258061,0.3333,0.5417,0.5641
258140,0.3176,0.4918,0.2794
258182,0.3509,0.5556,0.3696
258213,0.2771,0.4464,0.2824
258309,0.4242,0.7667,0.5385
268137,0.4143,0.9074,0.4462
268145,0.1818,1.0000,0.1818
268270,0.2949,0.8529,0.2917
268565,0.1579,0.9320,0.1682
268633,0.2911,0.8000,0.3684
272360,0.2540,0.3750,0.2917
272361,0.3333,1.0000,0.3333
272485,0.2846,0.6512,0.2906
273055,0.4769,0.9000,0.5000
273966,0.3377,1.0000,0.3377
276028,0.3279,1.0000,0.3279
276232,0.0949,0.1196,0.3467
276289,0.2267,0.3239,0.6000
277093,0.3158,0.8529,0.3000
279022,0.3086,0.6849,0.3462
284580,0.4762,0.6757,0.5238
284581,0.5128,0.3108,0.3333
284587,0.2456,0.3860,0.3667
284588,0.2703,1.0000,0.2703
285001,0.2184,0.2697,0.5098
285017,0.2462,0.3388,0.4493
285795,0.2826,1.0000,0.2826
293441,0.2949,1.0000,0.2949
293546,0.1985,0.4071,0.2131
293603,0.3529,0.3448,0.3333
293768,0.2190,0.8148,0.2556
293810,0.3934,0.7857,0.4464
293824,0.2331,0.3885,0.3333
297601,0.2222,0.3133,0.4878
297611,0.4483,0.9524,0.4828
297638,0.2879,0.3913,0.6250
297766,0.3289,1.0000,0.3289
297792,0.1342,0.7891,0.1639
297839,0.3974,0.9245,0.3797
303112,0.3188,0.8947,0.3385
303113,0.2195,0.3649,0.4186
303119,0.2222,0.4902,0.3467
303554,0.2674,0.5263,0.3651
304310,0.2342,0.9810,0.2372
307903,0.3929,0.8750,0.4400
307911,0.3696,0.6341,0.4595
307917,0.6818,1.0000,0.6818
307952,0.6842,1.0000,0.6842
307987,0.8500,0.8500,1.0000
307992,0.2340,0.2391,0.9231
308031,0.2315,0.2784,0.4773
308042,0.4286,0.4524,0.4000
308143,0.1667,0.3731,0.2895
308145,0.2564,0.2821,0.8065
308146,0.1711,0.3857,0.2778
308148,0.1579,0.2333,0.2985
308151,0.1667,0.2410,0.5946
308152,0.1792,0.2527,0.4000
308153,0.1481,0.3194,0.2571
308156,0.3019,0.7436,0.3721
308403,0.1620,0.4423,0.2019
308432,0.3421,0.5429,0.4615
315047,0.2955,0.4651,0.3846
315075,0.2063,0.4000,0.3836
315163,0.2639,0.3014,0.5510
315180,0.1641,0.3814,0.3571
315722,0.1961,0.8767,0.2151
323225,0.4286,0.6500,0.5676
323278,0.4884,1.0000,0.4884
323287,0.2941,0.4500,0.2917
323288,0.3509,1.0000,0.3509
323346,0.1732,0.3566,0.2895
323727,0.2785,1.0000,0.2785
327735,0.1524,0.2330,0.5862
327795,0.4750,0.3878,0.6047
327797,0.2632,0.7164,0.2556
327914,0.1831,0.2581,0.4143
328170,0.2750,0.4154,0.3846
328171,0.2917,0.9714,0.2842
328217,0.3621,0.9310,0.3565
328631,0.1226,1.0000,0.1226
337818,0.3443,0.4500,0.5000
337831,0.2698,0.7838,0.3091
337855,0.3131,1.0000,0.3131
337860,0.3667,0.5385,0.3125
337884,0.3151,0.6190,0.3731
337889,0.1825,0.9265,0.1894
344359,0.1445,0.3400,0.2892
344361,0.2727,0.9286,0.2727
344382,0.2969,0.6341,0.3333
344389,0.4839,0.7742,0.4167
344920,0.1712,0.2302,0.4667
354627,0.1975,0.2436,0.2857
354671,0.2750,0.7200,0.3684
354706,0.5098,1.0000,0.5098
354720,0.2857,0.8958,0.3038
363101,0.2564,1.0000,0.2564
363119,0.3580,0.6618,0.4697
363123,0.2091,0.3537,0.2816
363152,0.2619,1.0000,0.2619
368165,0.2165,1.0000,0.2165
368167,0.1908,0.2535,0.3721
368339,0.2143,1.0000,0.2143
368650,0.1607,0.3961,0.3590
368958,0.2136,0.3333,0.5227
368962,0.3151,1.0000,0.3151
376001,0.2500,0.5217,0.3875
376007,0.2987,0.3788,0.4259
376048,0.2234,0.4268,0.4340
376161,0.3393,0.8889,0.3519
376507,0.1624,0.4151,0.2812
376554,0.1913,0.2932,0.2759
376556,0.2347,0.9787,0.2371
385739,0.3673,0.5625,0.3750
385745,0.2578,0.4359,0.3971
385760,0.3846,0.6944,0.5098
385810,0.2754,0.8605,0.3333
385815,0.4468,0.9048,0.4783
386077,0.2124,0.7027,0.2500
386080,0.2981,0.7294,0.3659
392629,0.2836,0.6000,0.3617
392664,0.1949,0.4545,0.3700
392682,0.2114,0.2935,0.4588
398136,0.1358,0.5909,0.1746
398169,0.2660,0.2472,0.5534
398172,0.2791,0.6866,0.3286
398177,0.2588,0.7273,0.3143
398280,0.3684,1.0000,0.3684
398465,0.2738,0.3908,0.4286
399058,0.2688,0.5211,0.3590
411038,0.2468,0.5593,0.2564
411165,0.2794,0.9778,0.2836
411182,0.3571,0.2976,0.2500
411344,0.1645,0.3051,0.2936
411505,0.2418,0.5385,0.3690
414709,0.3846,0.4865,0.3556
414717,0.2261,0.5056,0.3205
414793,0.3469,0.5122,0.3571
414801,0.3824,0.5625,0.7308
414893,0.2154,0.5943,0.3000
424683,0.3333,0.8409,0.3944
424735,0.4390,0.8696,0.4146
424866,0.4182,1.0000,0.4182
424904,0.1465,0.3125,0.2268
425070,0.2422,0.0000,0.0000
425360,0.2222,0.2301,0.5610
430624,0.2828,0.3271,0.4935
430656,0.3288,0.4138,0.5000
430708,0.2517,0.4400,0.4464
430764,0.1279,0.3293,0.2079
431061,0.2791,0.6585,0.2797
431167,0.2800,0.4561,0.3472
431877,0.1722,0.9216,0.1827
440974,0.2342,0.5446,0.2061
440977,0.3731,1.0000,0.3731
441011,0.4615,0.6383,0.6429
441039,0.2315,0.4111,0.2979
441059,0.3333,0.6897,0.2826
441060,0.2841,0.3676,0.4545
441090,0.2527,1.0000,0.2527
444038,0.0867,0.0596,0.5625
444170,0.3000,0.7045,0.4500
444171,0.2000,0.4390,0.5455
444172,0.2326,0.7000,0.3514
444179,0.1724,0.4706,0.1163
444180,0.1957,0.5417,0.2000
444190,0.2206,0.2687,0.7143
451074,0.1727,0.2568,0.3000
451108,0.1927,0.2596,0.4490
451177,0.3053,1.0000,0.3053
451178,0.2874,0.9836,0.2907
451233,0.2393,1.0000,0.2393
456940,0.5385,0.5946,0.4878
457000,0.4242,0.4531,0.6154
457018,0.2375,0.4340,0.3800
457024,0.4615,0.4808,0.6250
458200,0.3176,0.9828,0.3214
458271,0.4030,0.7619,0.4516
458297,0.2201,0.3099,0.3509
458299,0.3509,0.4107,0.7619
458326,0.5000,0.8000,0.6316
458452,0.2909,0.7368,0.3051
459295,0.2184,0.4167,0.3750
465906,0.4651,1.0000,0.4651
465910,0.2879,1.0000,0.2879
466153,0.4615,0.4186,0.7500
466192,0.3455,0.6429,0.3864
466653,0.4211,1.0000,0.4211
467000,0.2338,1.0000,0.2338
474500,0.2113,0.2754,0.4848
474524,0.2788,0.6923,0.3816
474537,0.2067,0.2906,0.3333
474639,0.2176,0.7368,0.1895
474667,0.2464,0.4314,0.2817
479664,0.2525,1.0000,0.2525
479666,0.2703,0.3784,0.3016
479672,0.2459,0.7179,0.2871
479681,0.2105,0.4857,0.2817
479989,0.1477,0.9837,0.1494
484553,0.2198,0.6119,0.2159
484650,0.6000,1.0000,0.6000
484782,0.1796,0.1939,0.4059
484915,0.2717,0.3333,0.2991
489800,0.2051,0.3905,0.5323
489935,0.2462,0.4231,0.4615
489949,0.3134,0.3636,0.3542
489953,0.1839,0.7931,0.2133
489958,0.2742,0.7344,0.3103
490186,0.2476,0.2871,0.6667
499068,0.3281,0.6078,0.4906
499121,0.2066,0.3826,0.4000
499320,0.3529,1.0000,0.3529
499390,0.2500,0.5417,0.2946
499392,0.3714,0.9506,0.3714
504447,0.3220,0.8235,0.3966
504448,0.2400,0.4167,0.3860
504494,0.2522,0.3980,0.3441
504625,0.1548,0.3026,0.5000
511700,0.2763,0.4308,0.5500
511726,0.3103,0.8837,0.3519
511732,0.2072,0.2655,0.3571
511733,0.3133,0.3229,0.5439
511794,0.2340,1.0000,0.2340
511795,0.2214,0.4022,0.3590
516211,0.3922,0.7619,0.3864
516298,0.1273,0.2376,0.4571
516423,0.2018,0.3627,0.3929
516427,0.2500,0.4342,0.4468
516556,0.1610,0.5529,0.2375
518909,0.3333,1.0000,0.3333
518938,0.4375,1.0000,0.4375
518954,0.1678,0.3740,0.3906
518970,0.1560,0.1509,0.5238
518995,0.1739,0.1633,0.3269
519089,0.2168,1.0000,0.2168
519127,0.2114,0.6019,0.3095
529166,0.2051,0.9880,0.2034
529167,0.2568,0.7042,0.2703
529169,0.2055,0.9818,0.2027
529315,0.2783,1.0000,0.2783
529987,0.1658,0.5449,0.2679
532024,0.2346,0.3538,0.2793
532048,0.3000,0.5634,0.2796
532058,0.3226,0.9400,0.3175
532081,0.1354,0.1667,0.4328
533663,0.1626,0.6000,0.2169
540447,0.2812,0.3966,0.5312
540549,0.4340,0.3784,0.2927
540643,0.4211,1.0000,0.4211
540669,0.5250,0.7692,0.5000
541346,0.3636,0.3933,0.4286
542100,0.3101,0.7347,0.3619
548556,0.3231,0.9796,0.3385
548560,0.4462,0.5176,0.3107
548564,0.3200,1.0000,0.3200
548573,0.4419,1.0000,0.4419
548599,0.3167,1.0000,0.3167
548611,0.1616,0.4068,0.2530
548644,0.2031,0.2422,0.4248
549069,0.6400,0.7500,0.7727
549070,0.1789,0.2376,0.4048
549074,0.1667,0.2222,0.5577
549083,0.1742,0.3158,0.2237
549126,0.3617,0.9259,0.3478
555606,0.1837,0.3077,0.2941
555643,0.1887,0.2547,0.4048
555687,0.4000,0.5000,0.4783
556223,0.3333,0.3583,0.6061
557629,0.2742,0.7358,0.3137
562129,0.5714,0.8750,0.6400
562133,0.3000,0.3443,0.5897
562261,0.4697,1.0000,0.4697
562336,0.3214,0.3148,0.4176
562354,0.3258,0.9508,0.3444
568584,0.2072,0.4935,0.3014
568648,0.2375,0.3768,0.4737
568688,0.5789,0.8571,0.6667
568697,0.4706,0.6341,0.4717
568748,0.2331,0.7698,0.2647
568770,0.5000,0.6176,0.6562
579587,0.2377,1.0000,0.2377
579589,0.2170,0.8906,0.2323
579591,0.3288,1.0000,0.3288
579593,0.2353,0.4507,0.1839
580226,0.2590,0.7593,0.3070
581874,0.3382,0.3182,0.5769
581970,0.1241,0.1507,0.4000
582029,0.2931,1.0000,0.2931
582098,0.2368,0.3276,0.3800
582155,0.3295,1.0000,0.3295
588254,0.1857,0.2602,0.4918
588277,0.5455,0.9032,0.6000
588303,0.2283,0.3478,0.5854
588403,0.1567,0.5833,0.2000
589276,0.2411,0.9904,0.2429
594808,0.2929,0.3789,0.6304
594810,0.3673,1.0000,0.3673
594811,0.2791,0.8529,0.3158
594828,0.2784,0.3600,0.2784
595910,0.3504,0.4444,0.4188
616485,0.2500,1.0000,0.2500
616577,0.2113,0.5424,0.2206
616579,0.3016,0.6304,0.4464
616738,0.2353,1.0000,0.2353
616819,0.3256,1.0000,0.3256
619383,0.5312,0.5938,0.7037
619548,0.2568,0.4237,0.2933
619551,0.3409,0.7105,0.4783
619572,0.4262,0.6346,0.5185
621155,0.2178,0.9863,0.2200
626564,0.2969,1.0000,0.2969
626577,0.3143,0.4831,0.5758
626740,0.2667,1.0000,0.2667
627111,0.3235,1.0000,0.3235
627166,0.2564,1.0000,0.2564
631798,0.1429,0.2031,0.2921
631804,0.2063,0.5000,0.2344
631965,0.2651,0.4074,0.4255
631978,0.2059,0.5054,0.2857
632064,0.2900,0.8714,0.3191
638637,0.3725,0.9474,0.3878
638703,0.2358,0.4762,0.2899
638934,0.1955,0.4035,0.4028
639003,0.2250,1.0000,0.2250
639065,0.3061,0.3038,0.3457
648633,0.1875,0.2787,0.4727
648677,0.3235,0.4545,0.7059
648792,0.2472,0.1838,0.2542
648891,0.4091,0.5319,0.4872
648914,0.4727,0.7143,0.4912
648958,0.3333,0.5968,0.4179
649046,0.3243,0.9545,0.3514
649100,0.1955,1.0000,0.1955
649104,0.4262,0.6346,0.4571
649196,0.2449,0.7407,0.2857
649682,0.2124,0.3465,0.3607
649711,0.1872,0.8857,0.1955
649712,0.2370,0.9474,0.2462
649717,0.2857,1.0000,0.2857
649718,0.3241,1.0000,0.3241
649719,0.2222,0.8409,0.2117
649723,0.2759,1.0000,0.2759
651512,0.2214,0.4957,0.2929
651529,0.6296,0.8000,0.7083
651596,0.3511,0.6984,0.4343
651609,0.2973,0.4429,0.5833
651704,0.3012,0.4658,0.4792
652665,0.2051,0.3118,0.4070
663231,0.2500,0.4592,0.2368
663263,0.4038,1.0000,0.4038
663279,0.1739,0.2124,0.6571
663319,0.2188,0.2906,0.3493
663532,0.2500,1.0000,0.2500
663693,0.2809,0.9552,0.2759
665017,0.1500,0.2288,0.6207
665054,0.3130,0.2966,0.5143
665060,0.2388,0.4667,0.3396
665066,0.4000,0.8409,0.4259
665907,0.4167,0.9412,0.4237
668016,0.1632,0.3429,0.2920
672372,0.4762,0.5250,0.5208
672446,0.3125,1.0000,0.3125
672473,0.2139,0.3310,0.3204
672515,0.1959,0.6154,0.2653
672558,0.1880,0.4444,0.2632
674507,0.2803,0.2824,0.4587
678023,0.1978,0.4490,0.2809
678029,0.3521,0.4375,0.5455
678061,0.1170,0.1176,0.8387
678124,0.3934,0.6667,0.4000
679045,0.3704,1.0000,0.3704
681732,0.2963,0.9438,0.3113
689247,0.3788,1.0000,0.3788
689282,0.2927,0.8000,0.3194
689363,0.2465,0.9556,0.2500
689837,0.2155,0.9136,0.2182
689946,0.2027,0.5362,0.2066
691386,0.2963,1.0000,0.2963
691398,0.2500,1.0000,0.2500
691399,0.1062,1.0000,0.1062
691401,0.1837,1.0000,0.1837
691402,0.1895,0.9000,0.2000
693235,0.2857,0.8045,0.2687
697850,0.3261,0.8387,0.3659
697864,0.2857,0.5333,0.3488
697880,0.3065,0.9688,0.2903
697892,0.2478,0.9839,0.2456
697927,0.1622,0.2712,0.3030
699166,0.1863,1.0000,0.1863
704193,0.2571,0.7442,0.2833
704194,0.7241,0.6667,0.6667
704690,0.2706,0.8958,0.2716
704755,0.2000,1.0000,0.2000
704927,0.1958,0.3220,0.4301
713051,0.2985,0.7857,0.3175
713157,0.1935,0.5446,0.2407
713268,0.2254,1.0000,0.2254
713506,0.2391,1.0000,0.2391
714745,0.2179,0.8516,0.2440
717532,0.3220,0.5000,0.5938
717565,0.3010,0.6118,0.3553
717600,0.3393,0.8182,0.3269
718126,0.2348,0.3718,0.4471
718629,0.2066,1.0000,0.2066
723983,0.3585,0.6829,0.4314
723984,0.3469,1.0000,0.3469
723985,0.4000,0.3258,0.5412
724050,0.4194,0.9184,0.4194
724557,0.2812,0.4792,0.4898
730283,0.2469,0.2895,0.5625
730284,0.6250,0.7941,0.7576
730287,0.5455,0.4857,0.7586
730318,0.2132,0.2869,0.4026
730443,0.3945,0.7872,0.4783
738170,0.2342,0.9151,0.2549
738228,0.3333,1.0000,0.3333
738273,0.2857,0.4821,0.3810
738443,0.2842,1.0000,0.2842
738657,0.2537,0.3596,0.4643
743253,0.2202,0.3882,0.3279
743271,0.2252,0.2406,0.3846
743309,0.4815,0.6800,0.4815
743339,0.3143,0.6585,0.3220
743542,0.3038,0.3951,0.3333
749310,0.3636,0.4118,0.3462
749314,0.2439,1.0000,0.2439
749330,0.3061,0.9048,0.2917
749398,0.3696,1.0000,0.3696
749884,0.2414,0.6942,0.3182
750015,0.2947,0.9714,0.3011
755785,0.4186,0.3729,0.4483
755807,0.3056,0.6393,0.3418
755841,0.2286,1.0000,0.2286
755859,0.3014,0.8261,0.2794
756123,0.3553,0.4865,0.4912
762180,0.2000,0.2200,0.7857
762213,0.1912,0.2615,0.5600
762296,0.4186,0.7812,0.4872
762352,0.2549,0.3131,0.2241
762410,0.2870,0.5870,0.3289
768785,0.1395,0.6667,0.1690
768803,0.1631,0.7794,0.1825
768810,0.1566,0.3250,0.4203
768823,0.4068,0.4493,0.4394
769820,0.1500,0.2600,0.3086
775517,0.1910,1.0000,0.1910
775527,0.1208,0.2143,0.3333
775529,0.1268,0.2519,0.3077
775530,0.2284,0.2703,0.4714
776374,0.1190,0.6604,0.1322
782053,0.1897,1.0000,0.1897
782114,0.3025,0.5600,0.3982
782338,0.2857,0.9730,0.2913
782353,0.2130,1.0000,0.2130
785012,0.2857,0.3614,0.4026
788770,0.2745,0.7528,0.3261
788784,0.4250,1.0000,0.4250
788962,0.5312,0.6000,0.5526
788967,0.2705,0.9892,0.2727
789583,0.2591,0.4151,0.3929
795243,0.2727,0.6019,0.4051
795255,0.2185,0.4960,0.3152
795261,0.2267,1.0000,0.2267
795337,0.3974,0.7037,0.4478
795338,0.1852,0.2695,0.4127
795642,0.3824,0.8214,0.4706
795762,0.1696,0.2000,0.4321
795841,0.2824,1.0000,0.2824
800540,0.3197,0.5962,0.4272
801800,0.1801,0.3433,0.1966
801806,0.2468,0.8810,0.2500
802235,0.2460,0.8795,0.2672
802917,0.2952,1.0000,0.2952
808557,0.5556,1.0000,0.5556
808558,0.4186,1.0000,0.4186
808600,0.2588,0.7500,0.3099
809434,0.2556,0.9151,0.2742
814921,0.2500,0.5634,0.3944
815379,0.2535,0.9685,0.2624
815896,0.2077,0.3902,0.3021
816162,0.0868,0.2681,0.2604
816454,0.2421,0.4860,0.2222
817056,0.1093,0.1145,0.5385
818250,0.3462,0.5122,0.4000
818273,0.2826,0.2989,0.8136
818291,0.2617,0.6806,0.3182
818421,0.3333,1.0000,0.3333
818598,0.2371,0.5672,0.2817
824481,0.2000,0.9583,0.2041
824502,0.2000,0.3814,0.2785
824521,0.2946,0.8989,0.3204
824527,0.1679,0.1583,0.7541
824532,0.1849,0.5000,0.2364
824581,0.3059,0.3846,0.4255
831041,0.3421,0.3667,0.3667
831044,0.3939,0.6957,0.5185
831061,0.3168,0.4124,0.4400
831063,0.2909,0.6905,0.3778
831069,0.2931,0.5476,0.3651
831277,0.2714,1.0000,0.2714
837399,0.3152,0.8000,0.3516
837414,0.3253,0.8689,0.3600
837419,0.3462,1.0000,0.3462
837515,0.3247,0.8636,0.3333
837600,0.2603,0.6909,0.2714
838302,0.1554,1.0000,0.1554
838418,0.1914,0.9214,0.2053
844003,0.2807,0.5128,0.2464
844005,0.3146,0.4384,0.4038
844016,0.1880,0.2231,0.4242
844041,0.2541,0.4135,0.3333
844049,0.3134,1.0000,0.3134
844376,0.2752,0.2458,0.3800
846979,0.1585,0.5571,0.2063
850459,0.2407,0.4359,0.2911
850577,0.2759,0.4062,0.3333
850717,0.2752,0.9552,0.2830
850793,0.1981,1.0000,0.1981
850838,0.1600,0.1583,0.3778
850944,0.3565,0.3578,0.5641
857101,0.1983,0.2240,0.4516
857114,0.3023,0.4048,0.5814
857119,0.3654,0.7273,0.4348
857133,0.1835,0.8600,0.2000
857157,0.3409,0.6316,0.4130
857259,0.1508,0.2523,0.3600
863628,0.1679,0.6239,0.1942
863646,0.3070,1.0000,0.3070
863659,0.4062,1.0000,0.4062
863732,0.2913,0.9571,0.3000
863747,0.2124,0.3301,0.3056
863785,0.2791,0.4935,0.3621
863932,0.2045,1.0000,0.2045
864013,0.2165,0.3117,0.2887
864284,0.1818,1.0000,0.1818
864344,0.1983,0.5784,0.3077
864516,0.2422,1.0000,0.2422
865020,0.2252,0.2118,0.3977
869823,0.2619,0.4048,0.3889
869824,0.3294,0.4304,0.5254
869825,0.4194,1.0000,0.4194
869827,0.7419,1.0000,0.7419
869834,0.2892,0.5352,0.2987
869863,0.3239,0.6852,0.3621
876172,0.1615,0.2533,0.2717
876175,0.4375,0.7333,0.4375
876179,0.3000,0.5588,0.3488
876207,0.2286,0.4194,0.5185
876246,0.2300,1.0000,0.2300
876448,0.3152,0.9324,0.3333
882377,0.4182,0.7317,0.4706
882455,0.5556,0.6667,0.4468
882458,0.3056,0.4444,0.4776
882515,0.2692,0.9794,0.2734
882652,0.2232,0.4783,0.2569
883319,0.4167,0.3729,0.3279
888497,0.3125,0.5714,0.4630
888504,0.5882,0.7500,0.7241
888568,0.2500,0.7917,0.2674
